UnitID,Institution Name,Tuition and fees (F0809_F3_RV),Imputation/Status Flag For Tuition and fees (F0809_F3_RV),Federal appropriations  grants and contracts (F0809_F3_RV),Imputation/Status Flag For Federal appropriations  grants and contracts (F0809_F3_RV),State and local appropriations  grants and contracts (F0809_F3_RV),Imputation/Status Flag For State and local appropriations  grants and contracts (F0809_F3_RV),Private grants and contracts (F0809_F3_RV),Imputation/Status Flag For Private grants and contracts (F0809_F3_RV),Investment income and investment gains (losses) included in net income (F0809_F3_RV),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F0809_F3_RV),Sales and services of educational activities (F0809_F3_RV),Imputation/Status Flag For Sales and services of educational activities (F0809_F3_RV),Sales and services of auxiliary enterprises (F0809_F3_RV),Imputation/Status Flag For Sales and services of auxiliary enterprises (F0809_F3_RV),Other revenue (F0809_F3_RV),Imputation/Status Flag For Other revenue (F0809_F3_RV),Total revenues and investment return (F0809_F3_RV),Imputation/Status Flag For Total revenues and investment return (F0809_F3_RV)
451097,Academy of Career Training,730000,R,0,R,0,R,0,Z,0,Z,210000,R,,A,58000,R,998000,R
372462,Academy of Cosmetology,729688,R,0,R,0,R,0,R,0,R,153260,R,,A,0,R,882948,R
409209,Academy of Cosmetology,508126,R,0,R,0,R,0,R,0,R,99491,R,,A,0,R,607617,R
449852,Academy of Cosmetology,431747,R,137090,R,16921,R,0,R,0,R,76576,R,,A,2306,R,664640,R
179991,Academy of Cosmetology Inc,253282,R,0,R,0,R,0,R,944,R,129181,R,,A,0,R,383407,R
450438,Academy of Court Reporting and Technology-Pittsburgh,1937200,R,0,R,0,R,0,R,0,R,0,R,270519,R,0,R,2207719,R
363457,Academy of Court Reporting-Clawson,3251608,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,204225,R,3455833,R
454722,Academy of Esthetics and Cosmetology,71440,R,4455,R,0,R,0,R,0,R,6991,R,,A,0,R,82886,R
154633,Academy of Hair Design Inc,339417,R,0,R,0,R,0,R,0,R,77878,R,,A,0,R,417295,R
175722,Academy of Hair Design-Grenada,218080,R,0,R,0,R,0,R,0,R,42165,R,,A,0,R,260245,R
374316,Academy of Hair Design-Jackson,713797,R,0,R,0,R,0,R,0,R,137646,R,,A,0,R,851443,R
447449,Academy of Hair Design-Jasper,337600,R,8700,R,9000,R,0,Z,0,Z,42600,R,,A,0,R,397900,R
181880,Academy of Hair Design-Las Vegas,2387906,R,0,R,0,R,0,R,0,R,404585,R,,A,0,R,2792491,R
434274,Academy of Hair Design-Lufkin,226300,R,0,R,0,R,0,R,0,R,0,R,,A,42490,R,268790,R
455929,Academy of Hair Design-Oklahoma City,519107,R,0,R,0,R,0,R,0,R,215726,R,,A,0,R,734833,R
382461,Academy of Hair Design-Pearl,370244,R,0,R,0,R,0,R,0,R,99047,R,,A,0,R,469291,R
208080,Academy of Hair Design-Salem,397508,R,0,R,0,R,0,R,0,R,81478,R,,A,0,R,478986,R
451334,Academy of Hair Design-Springfield,1214875,R,174253,R,0,R,0,R,0,R,1389128,R,,A,0,R,2778256,R
376446,Academy of Hair Technology,995861,R,0,R,0,Z,43627,R,513,R,94890,R,,A,1800,R,1136691,R
367264,Academy of Healing Arts,6580970,R,0,R,0,R,0,R,0,R,52222,R,,A,6369,R,6639561,R
451051,Academy of Massage and Bodywork,220579,R,0,R,0,R,0,R,0,R,25774,R,,A,0,R,246353,R
437501,Academy of Massage Therapy,1672530,R,0,R,0,R,0,R,0,R,105317,R,,A,193931,R,1971778,R
449454,Academy of Natural Therapy Inc,448496,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,448496,R
136048,Academy of Palm Beach,713157,R,0,R,0,R,0,R,0,R,217269,R,,A,0,R,930426,R
107293,Academy of Salon and Spa,775398,R,284522,R,0,R,0,R,0,R,147157,R,,A,0,R,1207077,R
410034,Academy of Somatic Healing Arts,1509632,R,0,R,0,R,0,R,57,R,143812,R,,A,52040,R,1705541,R
452188,Accelerated Dental Assisting School of America,42750,R,0,R,11400,R,0,R,0,R,0,R,,A,0,R,54150,R
449676,Ace Institute of Technology,227910,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,227910,R
419022,ACT College,4951062,R,0,R,0,R,0,R,0,R,11690,R,0,R,0,R,4962752,R
439969,Acupuncture and Massage College,1583420,R,130035,R,11752,R,0,R,0,R,34193,R,0,R,45593,R,1804993,R
419314,Adirondack Beauty School,181788,R,57967,R,0,R,0,R,64,R,14770,R,,A,270,R,254859,R
262369,Adrian's Beauty College of Turlock,1764966,R,0,R,0,R,0,R,0,R,55575,R,,A,0,R,1820541,R
400187,Advance Beauty College,1408325,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,1408325,R
444334,Advance Science International College,193871,R,459562,R,0,Z,0,Z,5761,R,0,Z,,A,0,R,659194,R
444352,Advance Tech College,334949,R,0,R,72340,R,0,R,0,R,0,R,,A,0,R,407289,R
437608,Advanced Barber College and Hair Design,56527,R,223761,R,0,R,0,R,0,R,29051,R,,A,0,R,309339,R
444343,Advanced College,2604542,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2604542,R
238166,Advanced Institute of Hair Design-Glendale,956853,R,0,R,0,Z,0,Z,0,Z,468201,R,,A,0,R,1425054,R
231411,Advanced Technology Institute,7279394,R,1025395,R,825,R,0,Z,10272,R,0,Z,926698,R,0,R,9242584,R
456001,Advanced Welding Institute,358318,R,0,R,0,R,0,R,0,R,0,R,,A,26427,R,384745,R
423397,Advantage Technical College,623587,R,0,R,0,R,0,R,0,R,0,R,,A,12143,R,635730,R
161651,Aesthetics Institute of Cosmetology,193442,R,98198,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,291640,R
134811,AI Miami International University of Art and Design,62786084,R,6888896,R,2357251,R,0,Z,0,Z,0,Z,5154063,R,1,R,77186295,R
419147,Ailano School of Cosmetology,601186,R,0,R,0,R,0,R,0,R,3894,R,,A,0,R,605080,R
452470,Akron CNC Training Center-LC,202803,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,202803,R
452203,Akron Testing Laboratory and Welding School Ltd,81300,R,0,R,0,R,0,R,0,R,46700,R,,A,210000,R,338000,R
371034,Alabama State College of Barber Styling,53500,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,53500,R
103501,Alaska Career College,3378026,R,0,R,0,R,0,R,16603,R,101721,R,,A,0,R,3496350,R
451246,Alden's School of Cosmetology,53276,R,38678,R,0,Z,0,Z,0,Z,33010,R,,A,11866,R,136830,R
452212,Alexandria School,28950,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,28950,R
368036,Alexandria School of Scientific Therapeutics,512183,R,60070,R,15844,R,0,R,0,R,0,R,40438,R,35942,R,664477,R
393524,Alhambra Beauty College,307227,R,408219,R,0,R,0,R,0,R,110059,R,,A,0,R,825505,R
210599,All-State Career School,10164057,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,10164057,R
418658,All-State Career School-Pittsburgh,2880000,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,2880000,R
373784,All-State Career-Baltimore,16854821,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,16854821,R
231721,Allegiance Beauty School,94674,R,328976,R,0,R,0,R,0,R,54751,R,,A,0,R,478401,R
188650,Allen School-Brooklyn,6890079,R,0,R,0,R,0,R,3416,R,0,R,,A,0,R,6893495,R
415987,Allen School-Jamaica,6478101,R,0,R,0,R,0,R,6067,R,0,R,,A,0,R,6484168,R
367316,Allied Health Careers,3446669,R,771321,R,0,R,0,R,1236,R,14762,R,0,R,0,R,4233988,R
248192,Allure Beauty College,117661,R,0,R,0,R,0,R,0,R,40992,R,,A,259,R,158912,R
449843,Alpine College,334291,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,334291,R
363590,Altierus Career College Everett,6659368,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6659368,R
443854,Altierus Career College-Arlington,10167308,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,10167308,R
442727,Altierus Career College-Austin,16654228,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,16654228,R
445461,Altierus Career College-Bissonnet,16987374,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,16987374,R
438647,Altierus Career College-Chesapeake,11820634,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,11820634,R
126401,Altierus Career College-Colorado Springs,8772749,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,8772749,R
447209,Altierus Career College-Columbus,10418782,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,10418782,R
441016,Altierus Career College-Houston Hobby,11060007,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,11060007,R
443748,Altierus Career College-Norcross,12730836,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,12730836,R
445434,Altierus Career College-Orange Park,18587965,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,18587965,R
227003,Altierus Career College-San Antonio,14408712,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,14408712,R
444024,Altierus Career College-Tacoma,6416578,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6416578,R
137801,Altierus Career College-Tampa,21554679,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,21554679,R
127787,Altierus Career College-Thornton,11687571,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,11687572,R
442620,Altierus Career College-Tigard,3191697,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,3191697,R
449269,Altierus Career Education-South Plainfield,5074218,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,5074218,R
171322,Altierus Career Education-Southfield,20700086,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,20700086,R
210748,Altoona Beauty School Inc,443091,R,0,R,0,R,0,R,277,R,139316,R,,A,-277,R,582407,R
447254,Alvareitas College of Cosmetology-Belleville,133227,R,0,R,0,R,0,R,0,R,65263,R,,A,3380,R,201870,R
142869,Alvareitas College of Cosmetology-Edwardsville,263275,R,0,R,0,R,0,R,0,R,86226,R,,A,946,R,350447,R
142878,Alvareitas College of Cosmetology-Godfrey,287668,R,0,R,0,R,0,R,2286,R,90788,R,,A,0,R,380742,R
365107,America's Career Institute,340785,R,0,R,0,R,0,R,0,R,65149,R,,A,0,R,405934,R
142887,American Academy of Art College,8039634,R,464097,R,2600,R,0,R,144627,R,0,R,0,R,0,R,8650958,R
446002,American Academy of Health and Wellness,872527,R,0,R,0,R,0,R,3694,R,546763,R,0,R,0,R,1422984,R
444370,American Advanced Technicians Institute,969221,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,969221,R
452230,American Air Conditioning Academy,155758,R,0,R,308560,R,0,R,0,R,0,R,,A,0,R,464318,R
431637,American Beauty Academy,4728979,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,4728979,R
108977,American Beauty College,12020,R,79018,R,0,R,0,R,0,R,8446,R,,A,0,R,99484,R
365453,American Beauty Institute,215428,R,0,R,0,R,0,R,0,R,31677,R,,A,106,R,247211,R
189477,American Beauty School,437000,R,490844,R,0,R,0,R,0,R,0,R,,A,56156,R,984000,R
206783,American Broadcasting School-Oklahoma City,1764838,R,0,R,0,R,0,R,12339,R,0,R,,A,0,R,1777177,R
109040,American Career College-Los Angeles,50713299,R,0,R,0,R,0,R,40287,R,0,R,0,R,0,R,50753586,R
447768,American Career College-Ontario,10044387,R,0,R,0,R,0,R,0,R,0,R,0,R,30,R,10044417,R
444176,American Career Institute-Wheaton,1166797,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,1166797,R
429085,American College of Acupuncture and Oriental Med,1153143,R,0,R,0,Z,0,Z,4585,R,464588,R,39929,R,43421,R,1705666,R
179229,American College of Hair Design Inc,71211,R,188598,R,0,R,0,R,7371,R,94559,R,,A,0,R,361739,R
153092,American College of Hairstyling-Cedar Rapids,133577,R,0,R,0,R,0,R,0,R,116774,R,,A,0,R,250351,R
153588,American College of Hairstyling-Des Moines,188506,R,0,R,0,R,0,R,-24801,R,112410,R,,A,28801,R,304916,R
422835,American College of Healthcare and Technology,218388,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,218388,R
222691,American Commercial College-Abilene,925644,R,657419,R,26966,R,0,R,6020,R,0,Z,,A,68578,R,1684627,R
222682,American Commercial College-Lubbock,868487,R,550756,R,20512,R,0,R,5163,R,0,R,,A,0,R,1444918,R
222707,American Commercial College-Odessa,403135,R,225753,R,0,R,0,R,2255,R,0,R,,A,0,R,631143,R
222673,American Commercial College-San Angelo,654384,R,446683,R,48465,R,0,Z,4122,R,0,Z,,A,0,R,1153654,R
445832,American Commercial College-Shreveport,538763,R,404768,R,94035,R,0,R,3721,R,0,Z,,A,0,R,1041287,R
423582,American Commercial College-Wichita Falls,730801,R,345486,R,99897,R,0,R,4218,R,0,R,,A,0,R,1180402,R
241146,American Educational College,349962,R,3463102,R,119535,R,0,R,2485,R,0,R,,A,0,R,3935084,R
153463,American Hair Academy,86859,R,0,R,0,R,0,R,0,R,53004,R,,A,86664,R,226527,R
441636,American Institute of Alternative Medicine,1801037,R,0,R,0,R,0,R,7534,R,306777,R,,A,0,R,2115348,R
447883,American Institute of Beauty,1308993,R,0,R,0,R,0,R,0,R,38053,R,,A,0,R,1347046,R
447795,American Institute of Massage Therapy,161437,R,0,R,0,R,0,R,0,R,0,R,,A,72904,R,234341,R
455202,American Institute of Medical Sciences & Education,976791,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,976791,R
103811,American Institute of Trucking,4845229,R,0,R,0,R,0,R,12687,R,0,R,,A,1267141,R,6125057,R
129482,American Institute-West Hartford,5146070,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,5146070,R
109013,American InterContinental University,8637274,R,0,R,0,R,305580,R,0,R,0,R,522265,R,164737,R,9629856,R
445027,American InterContinental University,270681866,R,0,R,0,R,27539918,R,0,R,0,R,43333,R,17080105,R,315345222,R
438586,American InterContinental University-Atlanta,28016155,R,0,R,0,R,1710247,R,424325,R,0,R,860264,R,20,R,31011011,R
445133,American InterContinental University-Houston,6812112,R,0,R,0,R,157780,R,0,R,0,R,551470,R,0,R,7521362,R
438601,American InterContinental University-South Florida,15044217,R,0,R,0,R,0,R,536164,R,0,R,994037,R,614193,R,17188611,R
452841,American Natioanl College,2075215,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,2075215,R
376987,American National College,1050880,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,1050880,R
420194,American National College,1393720,R,193720,R,0,R,0,R,0,R,0,R,,A,806280,R,2393720,R
232797,American National University,17736459,R,15700968,R,3028350,R,0,R,351035,R,3927376,R,0,R,217529,R,40961717,R
453473,American National University-Cincinnati,1105855,R,1897772,R,1014951,R,0,R,0,R,388593,R,0,R,2202,R,4409373,R
457004,American National University-Columbus,334796,R,180126,R,2522,R,0,R,0,R,75545,R,0,R,523,R,593512,R
453455,American National University-Dayton,1292247,R,1485849,R,866364,R,0,R,0,R,377520,R,0,R,371,R,4022351,R
157021,American National University-Pikeville,11049840,R,9955192,R,1805412,R,0,R,539276,R,2306389,R,0,R,125028,R,25781137,R
453464,American National University-Youngstown,843412,R,1566457,R,684940,R,0,R,0,R,358409,R,0,R,2021,R,3455239,R
424008,American Pacific College,317692,R,0,R,0,R,0,R,0,R,0,R,,A,62758,R,380450,R
449339,American Public University System,104927000,R,0,R,0,R,0,R,706000,R,2220000,R,0,R,0,R,107853000,R
158158,American School of Business,492797,R,0,R,0,R,0,R,0,R,0,R,,A,3120,R,495917,R
203225,American School of Technology,2171491,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,2171491,R
433004,American University of Health Sciences,2305364,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2305364,R
229957,AmeriTech College-Provo,6315019,R,0,R,0,R,0,R,18740,R,0,R,,A,719642,R,7053401,R
444389,Anamarc College-El Paso Central,4844600,R,0,R,0,Z,0,Z,0,Z,0,Z,38633,R,0,R,4883233,R
441399,Angley College,2306827,R,1991766,R,0,R,0,R,0,R,0,R,0,R,-1991766,R,2306827,R
410256,Ann Arbor Institute of Massage Therapy,706300,R,67019,R,0,R,0,R,0,R,147104,R,,A,86912,R,1007335,R
455248,Ann Marie's World of Beauty School,28030,R,24406,R,0,R,0,R,0,R,3590,R,,A,4269,R,60295,R
445601,Anthem Career College-Memphis,8841770,R,0,R,0,R,0,R,26809,R,0,R,0,R,39644,R,8908223,R
440110,Anthem Career College-Nashville,6043375,R,0,R,0,R,0,R,18324,R,0,R,0,R,27097,R,6088796,R
450155,Anthem College-Brookfield,4512973,R,0,R,0,R,0,R,0,R,0,R,0,R,17770,R,4530743,R
410539,Anthem College-Denver,3425376,R,0,R,0,R,0,R,10386,R,0,R,0,R,15358,R,3451120,R
443739,Anthem College-Fenton,5889662,R,0,R,0,R,0,R,0,R,0,R,0,R,39801,R,5929463,R
440129,Anthem College-Irving,8652131,R,0,R,0,R,0,R,26234,R,0,R,,A,38793,R,8717158,R
445610,Anthem College-Kansas City,2749093,R,0,R,0,R,0,R,8335,R,0,R,0,R,12326,R,2769754,R
176549,Anthem College-Maryland Heights,20667484,R,0,R,0,R,0,R,0,R,0,R,0,R,104297,R,20771781,R
430050,Anthem College-Minnesota,4200378,R,0,R,0,R,0,R,12736,R,0,R,0,R,18833,R,4231947,R
436225,Anthem College-Orlando,7188800,R,0,R,0,R,0,R,21797,R,0,R,0,R,32232,R,7242829,R
104805,Anthem College-Phoenix,35746524,R,0,R,0,R,0,R,108385,R,0,R,0,R,160277,R,36015186,R
446853,Anthem College-Portland,5417339,R,0,R,0,R,0,R,0,R,0,R,,A,29963,R,5447302,R
413635,Anthem College-Sacramento,6750484,R,0,R,0,R,0,R,20468,R,0,R,,A,30267,R,6801219,R
442462,Anthem Institute-Cherry Hill,5980549,R,0,R,0,R,0,R,26215,R,0,R,,A,15125,R,6021889,R
442648,Anthem Institute-Las Vegas,6882927,R,0,R,0,R,0,R,20869,R,0,R,,A,30861,R,6934657,R
441584,Anthem Institute-Manhattan,8029748,R,0,R,0,R,0,R,35197,R,0,R,,A,20307,R,8085252,R
213312,Anthem Institute-Springfield,11995780,R,0,R,0,R,0,R,52582,R,0,R,,A,30337,R,12078699,R
241182,Antilles School of Technical Careers,1771782,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,1771782,R
201016,Antonelli College-Cincinnati,16630066,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,16630066,R
210890,Antonelli Institute,4606799,R,0,R,0,R,0,R,11592,R,0,R,22460,R,0,R,4640851,R
250072,Antonelli Medical and Professional Institute,417090,R,0,R,0,R,0,R,2742,R,0,R,,A,88055,R,507887,R
429094,AOMA Graduate School of Integrative Medicine,2329726,R,0,R,0,R,0,R,7751,R,874135,R,298657,R,53383,R,3563652,R
150075,Apex Academy of Hair Design Inc,107504,R,16424,R,0,R,0,R,0,R,0,R,,A,0,R,123928,R
188890,Apex Technical School,23759163,R,0,R,0,R,0,R,46729,R,0,R,,A,2050120,R,25856012,R
237127,Appalachian Beauty School,54274,R,61936,R,0,Z,0,Z,0,Z,12621,R,,A,4781,R,133612,R
367936,Argosy University-Atlanta,24605634,R,392860,R,13000,R,0,R,0,R,17957,R,0,R,0,R,25029451,R
145770,Argosy University-Chicago,50643206,R,3511176,R,134357,R,0,R,0,R,457540,R,0,R,0,R,54746279,R
442222,Argosy University-Dallas,5363040,R,82289,R,0,R,0,R,0,R,4722,R,0,Z,1,R,5450052,R
448734,Argosy University-Denver,3249912,R,112664,R,0,R,0,R,0,R,0,R,103,R,0,R,3362679,R
366748,Argosy University-Hawaii,6378347,R,46915,R,0,Z,0,R,0,R,7464,R,0,R,1,R,6432727,R
450526,Argosy University-Inland Empire,4253598,R,308824,R,216676,R,0,R,0,R,7791,R,0,R,0,R,4786889,R
447272,Argosy University-Los Angeles,3514324,R,155630,R,92885,R,0,R,0,R,0,R,3382,R,0,R,3766221,R
450535,Argosy University-Nashville,4564388,R,105541,R,2269,R,0,R,0,R,7551,R,0,R,0,R,4679749,R
419457,Argosy University-Northern Virginia,15655884,R,40096,R,0,R,0,R,0,R,15159,R,0,R,0,R,15711139,R
436438,Argosy University-Orange County,9715481,R,142704,R,39962,R,0,R,0,R,0,R,11858,R,0,R,9910005,R
436094,Argosy University-Phoenix,10417901,R,136340,R,16250,R,0,R,0,R,10644,R,0,R,0,R,10581135,R
456348,Argosy University-Phoenix Online Division,9892276,R,958943,R,1079,R,0,R,0,R,82048,R,0,R,0,R,10934346,R
452090,Argosy University-Salt Lake City,1384455,R,45875,R,0,R,0,R,0,R,122,R,0,R,0,R,1430452,R
450544,Argosy University-San Diego,2139318,R,95153,R,25578,R,0,R,0,R,2739,R,0,R,0,R,2262788,R
121983,Argosy University-San Francisco Bay Area,11167454,R,83639,R,32072,R,0,R,0,R,8805,R,0,R,0,R,11291970,R
137148,Argosy University-Sarasota,18480323,R,58524,R,172897,R,0,R,0,R,31927,R,0,R,0,R,18743671,R
420866,Argosy University-Schaumburg,9648873,R,145445,R,156822,R,0,R,0,R,10948,R,0,R,0,R,9962088,R
439057,Argosy University-Seattle,5169434,R,72596,R,0,R,0,R,0,R,4037,R,0,R,0,R,5246067,R
428268,Argosy University-Tampa,9023781,R,111532,R,34213,R,0,R,0,R,12125,R,0,R,0,R,9181651,R
410502,Argosy University-The Art Institute of California-Hollywood,16290323,R,2180029,R,962171,R,0,R,0,R,2143725,R,0,R,0,R,21576248,R
448576,Argosy University-The Art Institute of California-Inland Empire,18771826,R,2668833,R,1409645,R,0,R,0,R,0,R,1603691,R,1,R,24453996,R
432533,Argosy University-The Art Institute of California-Los Angeles,33331442,R,4661091,R,2897260,R,0,R,0,R,0,R,5098091,R,0,R,45987884,R
441973,Argosy University-The Art Institute of California-Orange County,33946194,R,2977005,R,1455492,R,0,R,0,R,0,R,2806490,R,0,R,41185181,R
450094,Argosy University-The Art Institute of California-Sacramento,6900854,R,847813,R,324527,R,0,R,0,R,0,R,490699,R,0,R,8563893,R
117113,Argosy University-The Art Institute of California-San Diego,40134439,R,3758422,R,2296740,R,0,Z,0,Z,0,Z,3184414,R,0,R,49374015,R
117928,Argosy University-The Art Institute of California-San Francisco,24895525,R,2792052,R,1645588,R,0,R,0,R,0,R,4035979,R,1,R,33369145,R
451848,Argosy University-The Art Institute of California-Silicon Valley,5279237,R,519854,R,83827,R,0,R,0,R,0,R,420350,R,0,R,6303268,R
173984,Argosy University-Twin Cities,24343576,R,1714125,R,543519,R,0,R,0,R,1089208,R,0,R,0,R,27690428,R
103954,Arizona Academy of Beauty,438776,R,0,R,0,R,0,R,7475,R,93190,R,,A,0,R,539441,R
262235,Arizona Academy of Beauty-North,484158,R,0,R,0,R,0,R,2867,R,111586,R,,A,0,R,598611,R
421708,Arizona College of Nursing-Tempe,4045667,R,0,R,0,R,0,R,0,R,63404,R,0,Z,0,R,4109071,R
450951,Arizona Culinary Institute,3678806,R,190683,R,0,Z,0,Z,90631,R,126900,R,,A,146767,R,4233787,R
446039,Arizona School of Acupuncture and Oriental Medicine,489147,R,0,R,0,R,0,R,2391,R,0,R,163295,R,3145,R,657978,R
450942,Arizona Summit Law School,9020032,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9020032,R
106324,Arkansas Beauty College,260814,R,0,R,0,R,0,R,0,R,63259,R,,A,0,R,324073,R
371140,Arkansas Beauty School,358958,R,171911,R,16374,R,0,Z,412,R,54341,R,,A,0,R,601996,R
106315,Arkansas Beauty School-Little Rock,10196,R,226967,R,6389,R,0,R,0,R,94286,R,,A,0,R,337838,R
106351,Arkansas Technical School,843644,R,0,R,0,R,0,R,0,R,239480,R,,A,0,R,1083124,R
222886,Arlington Career Institute,3967383,R,0,R,412869,R,0,R,3714,R,0,R,,A,0,R,4383966,R
429100,Arlington Medical Institute,594477,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,594477,R
219587,Arnolds Beauty School,355674,R,0,R,0,R,0,R,1567,R,86795,R,,A,84510,R,528546,R
106360,Arthur's Beauty College,310050,R,0,R,0,R,0,R,0,R,0,R,,A,34430,R,344480,R
106494,Arthur's Beauty College,1033500,R,0,R,0,R,0,R,0,R,0,R,,A,344419,R,1377919,R
414063,Artistic Academy of Hair Design,1977130,R,0,R,0,R,0,R,5108,R,167169,R,,A,0,R,2149407,R
378886,Artistic Nails and Beauty Academy-Tampa,1476477,R,0,R,0,R,0,R,0,R,147087,R,,A,0,R,1623564,R
404994,ASA College,50265728,R,0,R,0,Z,0,R,128664,R,0,R,0,R,0,R,50394392,R
382382,Ascension College,1192274,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,1192274,R
447777,Asher College,2588071,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,2588071,R
234119,Asher Institute of Hampton,157999,R,322485,R,0,R,0,R,0,R,0,Z,,A,4117,R,484601,R
154022,Ashford University,161264032,R,51626115,R,247401,R,0,R,281961,R,0,R,3294362,R,38932,R,216752803,R
393861,Asian-American International Beauty College,61681,R,254329,R,309928,R,0,Z,0,Z,65403,R,,A,231427,R,922768,R
428037,Askins Vo-Tech,75163,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,75163,R
391546,ASM Beauty World Academy,740650,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,740650,R
