UnitID,Institution Name,Tuition and fees (F0102_F3),Imputation/Status Flag For Tuition and fees (F0102_F3),Federal appropriations  grants and contracts (F0102_F3),Imputation/Status Flag For Federal appropriations  grants and contracts (F0102_F3),State and local appropriations  grants and contracts (F0102_F3),Imputation/Status Flag For State and local appropriations  grants and contracts (F0102_F3),Private grants and contracts (F0102_F3),Imputation/Status Flag For Private grants and contracts (F0102_F3),Investment income and investment gains (losses) included in net income (F0102_F3),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F0102_F3),Sales and services of educational activities (F0102_F3),Imputation/Status Flag For Sales and services of educational activities (F0102_F3),Sales and services of auxiliary enterprises (F0102_F3),Imputation/Status Flag For Sales and services of auxiliary enterprises (F0102_F3),Other revenue (F0102_F3),Imputation/Status Flag For Other revenue (F0102_F3),Total revenues and investment return (F0102_F3),Imputation/Status Flag For Total revenues and investment return (F0102_F3)
437608,Advanced Barber College and Hair Design,329733,R,0,R,0,Z,0,R,0,Z,25697,R,0,Z,2722,R,358152,R
439419,ADVANCED CAREER TECHNOLOGIES INSTITUTE,485309,R,0,Z,0,Z,0,Z,0,Z,0,Z,2262,R,0,R,487571,R
441265,ADVANCED COLLEGE OF TECHNOLOGY,921639,R,0,R,0,R,0,R,681,R,10636,R,12199,R,0,R,945155,R
238166,Advanced Institute of Hair Design-Glendale,547124,R,0,Z,0,Z,0,Z,0,Z,466943,R,0,Z,0,R,1014067,R
231411,Advanced Technology Institute,3394032,R,337222,R,0,Z,50740,R,238398,R,0,Z,68420,R,0,R,4088812,R
423397,Advantage Technical College,438001,R,0,Z,0,Z,0,Z,0,Z,77957,R,0,Z,0,R,515958,R
161651,Aesthetics Institute of Cosmetology,195626,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,195626,R
134811,AI Miami International University of Art and Design,10790408,R,1310858,R,0,Z,0,Z,0,Z,0,Z,1029987,R,0,R,13131253,R
419147,Ailano School of Cosmetology,369689,R,87425,R,925,R,0,R,0,R,24081,R,0,R,0,R,482120,R
371034,Alabama State College of Barber Styling,89891,R,0,R,0,R,0,R,432,R,0,R,0,R,14677,R,105000,R
437893,ALABAMA STATE COLLEGE OF BARBER STYLING,25885,P,0,P,0,P,0,P,0,P,0,P,0,P,13156,P,39041,P
103501,Alaska Career College,2359851,R,0,Z,0,Z,0,Z,0,Z,22313,R,0,Z,-1,R,2382163,R
187514,Albuquerque Barber College,73916,R,127688,R,0,R,0,R,1930,R,10839,R,0,R,0,R,214373,R
158079,Alexandria Academy of Beauty Culture,280318,R,0,R,0,R,0,R,0,Z,44181,R,0,R,0,R,324499,R
368036,Alexandria School of Scientific Therapeutics,823666,R,0,R,0,R,0,R,0,R,0,R,70919,R,0,R,894585,R
393524,Alhambra Beauty College,959206,R,0,R,0,R,0,R,0,R,43015,R,96,R,0,R,1002317,R
210599,All-State Career School,3105065,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3105065,R
418658,All-State Career School-Pittsburgh,1346728,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1346728,R
373784,All-State Career-Baltimore,3630420,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3630420,R
231721,Allegiance Beauty School,166186,R,159433,R,0,R,0,R,41825,R,0,R,0,R,-159433,R,208011,R
183901,Allied Medical and Technical Institute,1725523,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1725523,R
248192,Allure Beauty College,36811,R,0,R,0,R,0,R,0,R,19319,R,0,R,56253,R,112383,R
436517,Alternative Conjunction Clinic & Sch of Mass Ther,176917,R,0,R,0,R,0,R,0,R,280132,R,0,R,0,R,457049,R
438647,Altierus Career College-Chesapeake,4704979,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4704979,R
126401,Altierus Career College-Colorado Springs,5235350,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5235350,R
441016,Altierus Career College-Houston Hobby,1354446,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1354446,R
227003,Altierus Career College-San Antonio,6979370,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6979370,R
137801,Altierus Career College-Tampa,7678539,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,4041935,R,11720474,R
127787,Altierus Career College-Thornton,7191667,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7191667,R
171322,Altierus Career Education-Southfield,9630595,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9630595,R
210748,Altoona Beauty School Inc,136324,R,81408,R,0,R,0,R,10533,R,41440,R,0,R,0,R,269705,R
142869,Alvareitas College of Cosmetology-Edwardsville,188662,R,166503,R,0,R,0,R,0,Z,120828,R,314483,R,-475993,R,314483,R
142878,Alvareitas College of Cosmetology-Godfrey,178913,R,0,Z,0,Z,0,Z,0,Z,88804,R,0,Z,16168,R,283885,R
142887,American Academy of Art College,4950016,R,415492,R,0,R,0,R,44442,R,0,R,0,R,0,R,5409950,R
417497,American Academy of Hair Design,676320,R,0,R,0,R,0,R,0,R,267095,R,0,R,0,R,943415,R
431637,American Beauty Academy,36361,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,201447,R,237808,R
108977,American Beauty College,4226,R,107907,R,0,Z,0,Z,0,Z,16304,R,45,R,-3000,R,125482,R
365453,American Beauty Institute,43730,R,33730,R,10000,R,0,R,743,R,24201,R,0,R,0,R,112404,R
206783,American Broadcasting School-Oklahoma City,1535681,R,0,R,0,R,0,R,22918,R,0,R,0,R,0,R,1558599,R
109040,American Career College-Los Angeles,12873716,R,0,R,0,R,0,R,14227,R,0,R,0,R,0,R,12887943,R
213738,American Center for Technical Arts and Sciences,1065535,P,0,P,0,P,0,P,0,P,0,P,0,P,943306,P,2008841,P
372985,AMERICAN COLLEGE HAWAII,20000,R,0,R,3000,R,7000,R,0,R,0,R,0,R,-10000,R,20000,R
429085,American College of Acupuncture and Oriental Med,947196,R,38150,R,0,Z,0,Z,0,Z,226702,R,0,Z,865,R,1212913,R
179229,American College of Hair Design Inc,65974,R,82010,R,0,Z,0,Z,-8630,R,123415,R,0,Z,0,R,262769,R
153092,American College of Hairstyling-Cedar Rapids,94105,R,0,R,0,R,0,R,0,R,108356,R,7943,R,1100,R,211504,R
153588,American College of Hairstyling-Des Moines,144919,R,0,R,0,R,0,R,5289,R,136440,R,5475,R,0,R,292123,R
429216,American College of Medical Technology,996152,R,1592443,R,0,Z,446311,R,0,Z,31493,R,0,Z,18556,R,3084955,R
222673,American Commercial College-San Angelo,2702670,R,1588150,R,567863,R,0,R,61005,R,0,R,0,R,0,R,4919688,R
241146,American Educational College,220769,R,2099694,R,34752,R,0,R,33951,R,0,R,0,R,0,R,2389166,R
441636,American Institute of Alternative Medicine,759578,R,0,R,0,R,0,R,405,R,48464,R,0,Z,0,R,808447,R
103811,American Institute of Trucking,3606770,R,612720,R,0,R,0,R,5406,R,0,R,767477,R,0,R,4992373,R
129482,American Institute-West Hartford,2090605,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2090605,R
109013,American InterContinental University,22068616,R,0,R,0,R,0,R,0,R,0,R,0,R,1302604,R,23371220,R
138725,American InterContinental University,39339809,R,0,Z,0,Z,0,Z,0,Z,0,Z,2640463,R,0,R,41980272,R
438586,American InterContinental University-Atlanta,20787332,R,0,Z,0,Z,0,Z,0,Z,0,Z,1924145,R,0,R,22711477,R
438601,American InterContinental University-South Florida,19325130,R,0,R,0,R,0,R,0,R,0,R,4293641,R,0,R,23618771,R
376987,American National College,322708,R,0,R,0,R,0,R,0,R,118130,R,1987,R,0,R,442825,R
420194,American National College,1094440,R,0,R,0,R,0,R,142,R,75217,R,0,Z,0,R,1169799,R
232797,American National University,9550462,R,126650,R,0,R,0,R,51698,R,1039586,R,295459,R,105240,R,11169095,R
157021,American National University-Pikeville,3872803,R,76091,R,0,R,0,R,97155,R,654709,R,66158,R,2491775,R,7258691,R
158158,American School of Business,1196697,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1196697,R
203225,American School of Technology,1463704,R,0,R,33500,R,14500,R,0,R,0,R,0,R,0,R,1511704,R
441715,American Technological College,413393,R,0,R,0,R,0,R,0,Z,146429,R,0,R,0,R,559822,R
433004,American University of Health Sciences,610088,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,610088,R
229957,AmeriTech College-Provo,2276785,R,0,R,0,R,0,R,1200,R,0,R,0,R,0,R,2277985,R
441399,Angley College,191620,R,0,R,0,R,0,R,0,R,0,R,0,R,604334,R,795954,R
434292,Anson College of Cosmetology,39071,R,0,R,0,R,0,R,0,Z,0,R,8380,R,0,R,47451,R
440110,Anthem Career College-Nashville,9165477,R,0,Z,0,Z,0,Z,25186,R,0,Z,0,Z,25653,R,9216316,R
410539,Anthem College-Denver,6235145,R,0,Z,0,Z,0,Z,17134,R,0,Z,0,Z,17451,R,6269730,R
440129,Anthem College-Irving,5018108,R,0,Z,0,Z,0,Z,13789,R,0,Z,0,Z,14046,R,5045943,R
176549,Anthem College-Maryland Heights,5299875,R,0,R,0,R,0,R,0,R,0,R,0,R,131760,R,5431635,R
430050,Anthem College-Minnesota,7301424,R,0,Z,0,Z,0,Z,20064,R,0,Z,0,Z,20436,R,7341924,R
436225,Anthem College-Orlando,9028605,R,0,Z,0,Z,0,Z,24810,R,0,Z,0,Z,25269,R,9078684,R
104805,Anthem College-Phoenix,42115024,R,0,Z,0,Z,0,Z,115728,R,0,Z,0,Z,117874,R,42348626,R
413635,Anthem College-Sacramento,4659840,R,0,Z,0,Z,0,Z,12805,R,0,Z,0,Z,13042,R,4685687,R
442462,Anthem Institute-Cherry Hill,4198749,R,218260,R,94650,R,0,R,0,R,0,R,0,R,0,R,4511659,R
441584,Anthem Institute-Manhattan,4300776,R,216835,R,155091,R,0,R,0,R,0,R,0,R,0,R,4672702,R
213312,Anthem Institute-Springfield,7279411,R,456902,R,162466,R,0,R,0,R,0,R,0,R,0,R,7898779,R
241182,Antilles School of Technical Careers,1723002,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1723002,R
201016,Antonelli College-Cincinnati,8594247,R,0,R,0,R,0,R,0,R,0,R,0,R,2017,R,8596264,R
210890,Antonelli Institute,2349539,R,0,R,0,R,0,R,13639,R,0,R,-27162,R,0,R,2336016,R
250072,Antonelli Medical and Professional Institute,311174,R,0,Z,0,Z,0,Z,4889,R,0,Z,17240,R,0,R,333303,R
429094,AOMA Graduate School of Integrative Medicine,1381536,R,0,R,0,R,0,R,1000,R,669660,R,348655,R,0,R,2400851,R
150075,Apex Academy of Hair Design Inc,68125,R,38798,R,6000,R,1844,R,0,Z,67070,R,0,R,0,R,181837,R
188890,Apex Technical School,13846069,R,0,Z,0,Z,0,Z,42394,R,0,Z,0,Z,1850538,R,15739001,R
237127,Appalachian Beauty School,13142,R,0,R,0,R,0,R,1057,R,37711,R,0,R,151229,R,203139,R
367936,Argosy University-Atlanta,3448869,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3448869,R
145770,Argosy University-Chicago,4427541,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4427541,R
442222,Argosy University-Dallas,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
366748,Argosy University-Hawaii,1887446,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1887446,R
419457,Argosy University-Northern Virginia,2778811,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2778811,R
436094,Argosy University-Phoenix,1997246,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1997246,R
137148,Argosy University-Sarasota,5814205,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5814205,R
420866,Argosy University-Schaumburg,1570094,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1570094,R
439057,Argosy University-Seattle,894041,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,894041,R
428268,Argosy University-Tampa,1153449,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1153449,R
410502,Argosy University-The Art Institute of California-Hollywood,4363994,R,0,R,0,R,0,R,-94573,R,20462,R,0,R,0,R,4289883,R
432533,Argosy University-The Art Institute of California-Los Angeles,19971173,R,2247140,R,0,R,0,R,0,R,613633,R,1732711,R,-1051885,R,23512772,R
117113,Argosy University-The Art Institute of California-San Diego,3554353,R,0,Z,0,Z,0,Z,549153,R,0,Z,277922,R,2450847,R,6832275,R
117928,Argosy University-The Art Institute of California-San Francisco,4622307,R,392278,R,0,Z,0,Z,0,Z,0,Z,611268,R,0,R,5625853,R
173984,Argosy University-Twin Cities,6493813,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6493813,R
103954,Arizona Academy of Beauty,560857,R,0,Z,0,Z,0,Z,4924,R,126599,R,0,Z,1097,R,693477,R
262235,Arizona Academy of Beauty-North,599730,R,0,Z,0,Z,0,Z,5937,R,103458,R,0,Z,1825,R,710950,R
421708,Arizona College of Nursing-Tempe,1441726,R,0,R,0,R,0,R,0,R,5714,R,0,R,0,R,1447440,R
371140,Arkansas Beauty School,130726,R,0,Z,0,Z,0,Z,0,Z,62021,R,0,Z,0,R,192747,R
106315,Arkansas Beauty School-Little Rock,147217,R,0,Z,0,Z,0,Z,0,Z,58036,R,0,Z,0,R,205253,R
106351,Arkansas Technical School,207962,R,0,R,0,R,0,R,868,R,116315,R,0,R,-868,R,324277,R
222886,Arlington Career Institute,1899262,R,0,R,0,R,0,R,140360,R,0,R,0,R,0,R,2039622,R
429100,Arlington Medical Institute,240000,R,0,R,0,R,0,R,1200,R,267000,R,0,R,93100,R,601300,R
219587,Arnolds Beauty School,293015,R,0,R,0,R,0,R,3772,R,82608,R,262935,R,0,R,642330,R
106360,Arthur's Beauty College,106011,R,0,Z,0,Z,0,Z,0,Z,73553,R,0,Z,92291,R,271855,R
106494,Arthur's Beauty College,0,R,0,Z,0,Z,0,Z,517,R,0,Z,147069,R,301954,R,449540,R
414063,Artistic Academy of Hair Design,263785,R,0,R,0,R,0,R,1338,R,208846,R,0,R,0,R,473969,R
404994,ASA College,30173478,R,0,R,0,R,0,R,51355,R,0,R,0,R,51354,R,30276187,R
382382,Ascension College,1003815,R,0,R,0,R,0,R,0,Z,0,R,0,R,0,R,1003815,R
234119,Asher Institute of Hampton,168585,R,0,Z,0,Z,0,Z,2419,R,0,Z,0,Z,321852,R,492856,R
393861,Asian-American International Beauty College,135056,R,598050,R,479374,R,0,R,4288,R,26366,R,0,R,0,R,1243134,R
428037,Askins Vo-Tech,79650,R,13631,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,93281,R
109721,Associated Technical College-Los Angeles,845045,R,1403618,R,0,R,0,R,0,R,845045,R,0,R,1152592,R,4246300,R
136747,ATI Career Training Center-Oakland Park,18567323,R,0,R,0,R,0,R,85994,R,0,R,0,R,60427,R,18713744,R
222761,ATI Technical Training Center,18369474,R,0,R,0,R,0,R,144835,R,0,R,0,R,129215,R,18643524,R
419244,Atlanta Institute of Music and Media,599603,R,72414,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,672017,R
138938,Atlanta School of Massage,2139460,R,0,R,0,R,0,R,12104,R,534644,R,0,R,473776,R,3159984,R
385929,Audio Recording Technology Institute,0,R,0,R,0,R,0,R,0,R,0,R,0,R,604746,R,604746,R
225867,Austin Business College,0,R,0,R,0,R,0,R,115404,R,0,R,0,R,1741051,R,1856455,R
188988,Austin's School of Spa Technology,506544,R,172880,R,0,R,0,R,65,R,56138,R,0,R,-229018,R,506609,R
418782,Automeca Technical College-Aguadilla,1350668,R,0,Z,0,Z,0,Z,0,Z,2772,R,0,Z,0,R,1353440,R
419703,Automeca Technical College-Bayamon,2604728,R,0,Z,0,Z,0,Z,70409,R,11807,R,0,Z,0,R,2686944,R
419712,Automeca Technical College-Caguas,1063842,R,0,Z,0,Z,0,Z,0,Z,16118,R,0,Z,0,R,1079960,R
419721,Automeca Technical College-Ponce,1509218,R,0,Z,0,Z,0,Z,0,Z,13511,R,0,Z,0,R,1522729,R
211006,Automotive Training Center-Exton,2284782,R,336150,R,359499,R,7380,R,4400,R,94736,R,279055,R,0,R,3366002,R
372356,Avalon Institute-Aurora,761766,R,0,R,0,R,0,R,0,R,279584,R,0,R,0,R,1041350,R
104568,Avalon Institute-Mesa,417196,R,0,R,0,R,0,R,0,Z,169594,R,0,R,0,R,586790,R
108649,Avalon School of Cosmetology-Alameda,269858,R,0,R,0,R,0,R,0,R,186571,R,0,R,0,R,456429,R
393977,Avance Beauty College,76411,R,88776,R,0,Z,0,Z,0,Z,0,Z,27135,R,0,R,192322,R
173744,Aveda Arts & Sciences Institute Minneapolis,6245000,R,0,R,0,R,0,R,2962000,R,3254000,R,0,Z,0,R,12461000,R
159513,Aveda Arts & Sciences Institute-Baton Rouge,443437,N,0,N,0,N,0,N,6595,N,127758,N,0,N,186,N,577976,N
160320,Aveda Arts & Sciences Institute-Covington,95631,P,0,P,0,P,0,P,0,P,453860,P,0,P,667863,P,1217354,P
159522,Aveda Arts & Sciences Institute-Lafayette,220352,N,0,N,0,N,482514,N,617,N,117583,N,0,N,0,N,821066,N
162830,Aveda Institute-Maryland,1120267,N,0,N,0,N,0,N,0,N,430231,N,0,N,0,N,1550498,N
142407,Aveda Institute-Twin Falls,50197,R,0,R,0,R,0,R,1581,R,151814,R,107264,R,16339,R,327195,R
158778,Avery James School of Cosmetology,140435,R,0,R,0,R,0,R,7286,R,25679,R,0,R,0,R,173400,R
440059,Aviation Institute of Maintenance-Atlanta,1459813,R,0,Z,0,Z,0,Z,0,Z,13204,R,0,Z,187796,R,1660813,R
438735,Aviation Institute of Maintenance-Indianapolis,2401816,R,0,R,0,R,0,R,102708,R,210000,R,57264,R,0,R,2771788,R
441496,Aviation Institute of Maintenance-Kansas City,1726328,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1726328,R
427973,Aviation Institute of Maintenance-Norfolk,2188713,R,0,R,0,R,0,R,0,R,42192,R,0,R,0,R,2230905,R
250285,Aviation Institute of Maintenance-Philadelphia,1876489,R,0,R,0,R,0,R,0,R,73628,R,0,R,1650,R,1951767,R
187000,Aviation Institute of Maintenance-Teterboro,1544564,R,0,Z,0,Z,0,Z,3108,R,17597,R,32646,R,0,R,1597915,R
161800,Award Beauty School,215074,R,0,Z,0,Z,0,Z,7977,R,0,Z,0,Z,0,R,223051,R
158246,Ayers Career College,654703,P,0,P,0,P,0,P,15304,P,68792,P,4234,P,45619,P,788652,P
414489,Baldwin Beauty School-North Austin,507020,R,0,Z,0,Z,0,Z,0,Z,213452,R,0,Z,455,R,720927,R
223056,Baldwin Beauty School-South Austin,324169,R,0,Z,0,Z,0,Z,0,Z,165571,R,0,Z,364,R,490104,R
161855,Baltimore Studio of Hair Design,363017,R,0,R,0,R,0,R,17157,R,156307,R,0,R,0,R,536481,R
164599,Bancroft School of Massage Therapy,1300000,R,0,R,0,R,0,R,8070,R,85000,R,240000,R,0,R,1633070,R
156277,Barrett and Company School of Hair Design,144016,R,6630,R,0,R,0,R,715,R,148752,R,0,R,159693,R,459806,R
158282,Bastrop Beauty School Inc,116257,R,0,R,0,R,0,R,-1841,R,31425,R,0,R,1841,R,147682,R
373447,Baton Rouge College,346760,R,354026,R,0,R,0,R,9826,R,65109,R,0,R,-354026,R,421695,R
158343,Baton Rouge School of Computers,426755,R,0,R,0,R,0,R,-9250,R,0,R,0,R,1085813,R,1503318,R
139074,Bauder College,2425939,R,6778208,R,155385,R,38810,R,0,R,0,R,568701,R,15795,R,9982838,R
164678,Bay State School of Technology,2135494,R,20450,R,244174,R,7867,R,438,R,46843,R,4891,R,-272491,R,2187666,R
168892,Bayshire Academy of Beauty Craft Inc,358124,R,0,Z,0,Z,0,Z,497,R,110428,R,0,Z,11434,R,480483,R
160995,Beal University,1235260,R,0,R,0,R,0,R,3405,R,0,R,195904,R,6149,R,1440718,R
201229,Beatrice Academy of Beauty,25222,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,14678,R,39900,R
229984,Beau La Reine College of Beauty,81642,P,0,P,0,P,0,P,1631,P,143462,P,0,P,3332,P,230067,P
208248,Beau Monde College of Hair Design,992058,R,0,R,0,R,0,R,18002,R,176485,R,0,R,251,R,1186796,R
234401,Beauty Academy,151668,R,64900,R,14435,R,0,Z,0,Z,109532,R,0,Z,0,R,340535,R
139092,Beauty College of America,128141,R,145836,R,0,R,0,R,367,R,214405,R,0,R,49617,R,538366,R
374927,Beauty School of Middletown,513320,R,243952,R,0,R,0,R,258,R,205651,R,0,R,0,R,963181,R
419660,Beauty Schools of America-Hialeah,2532056,R,0,Z,0,Z,0,Z,0,Z,209615,R,0,Z,0,R,2741671,R
135771,Beauty Schools of America-Miami,3798085,R,0,Z,0,Z,0,Z,6502,R,314422,R,0,Z,0,R,4119009,R
207272,Beauty Technical College Inc,88416,R,0,R,0,R,0,R,0,R,43573,R,0,R,0,R,131989,R
215336,Beaver Falls Beauty Academy,257979,R,0,R,0,R,0,R,0,R,17729,R,0,R,0,R,275708,R
247065,Beckfield College-Florence,1792145,R,0,R,0,R,0,R,238137,R,0,R,0,R,494921,R,2525203,R
407744,Beckley Beauty Academy,159329,R,0,R,0,R,0,R,0,R,69003,R,0,R,0,R,228332,R
106607,Bee Jays Academy,127185,R,0,R,0,R,0,R,18310,R,164363,R,0,R,0,R,309858,R
441821,Behold Beauty Academy,31150,R,12061,R,0,R,0,R,131331,R,72847,R,0,R,0,R,247389,R
126359,Bel-Rea Institute of Animal Technology,4883303,R,458530,R,0,Z,0,Z,2122,R,0,Z,0,Z,0,R,5343955,R
364760,Bell Mar Beauty College,200659,R,0,Z,0,Z,0,Z,0,Z,27214,R,0,Z,0,R,227873,R
234687,Bellingham Beauty School,231819,R,141323,R,0,Z,0,Z,0,Z,219719,R,0,Z,0,R,592861,R
109934,Bellus Academy-Chula Vista,720859,R,0,Z,0,Z,0,Z,3170,R,291683,R,0,Z,0,R,1015712,R
116563,Bellus Academy-El Cajon,1218067,R,0,Z,0,Z,0,Z,3002,R,473094,R,0,Z,0,R,1694163,R
377722,Bellus Academy-Poway,1415136,R,0,Z,0,Z,0,Z,3630,R,462981,R,0,Z,0,R,1881747,R
137591,Bene's Career Academy,505007,R,0,R,0,R,0,R,129,R,0,R,0,R,213415,R,718551,R
439473,Bennett Career Institute,80000,R,329468,R,55852,R,0,R,0,Z,268774,R,0,R,197810,R,931904,R
189219,Berk Trade and Business School,1185858,R,0,R,0,R,0,R,-127126,R,0,R,0,R,118793,R,1177525,R
189246,BERKELEY COLLEGE,7113846,R,0,Z,0,Z,0,Z,13598,R,0,Z,880066,R,64172,R,8071682,R
189228,Berkeley College-New York,19284642,R,0,Z,0,Z,0,Z,36903,R,0,Z,865034,R,209629,R,20396208,R
183789,Berkeley College-Woodland Park,23573309,R,0,Z,0,Z,0,Z,52922,R,0,Z,1373741,R,160892,R,25160864,R
442213,Birthwise Midwifery School,76500,R,2826,R,0,R,0,R,533,R,12184,R,0,R,0,R,92043,R
236018,BJ's Beauty & Barber College,379238,R,0,R,0,R,0,R,253,R,295965,R,0,R,0,R,675456,R
