UnitID,Institution Name,Tuition and fees (F1112_F3_RV),Imputation/Status Flag For Tuition and fees (F1112_F3_RV),Federal appropriations  grants and contracts (F1112_F3_RV),Imputation/Status Flag For Federal appropriations  grants and contracts (F1112_F3_RV),State and local appropriations  grants and contracts (F1112_F3_RV),Imputation/Status Flag For State and local appropriations  grants and contracts (F1112_F3_RV),Private grants and contracts (F1112_F3_RV),Imputation/Status Flag For Private grants and contracts (F1112_F3_RV),Investment income and investment gains (losses) included in net income (F1112_F3_RV),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F1112_F3_RV),Sales and services of educational activities (F1112_F3_RV),Imputation/Status Flag For Sales and services of educational activities (F1112_F3_RV),Sales and services of auxiliary enterprises (F1112_F3_RV),Imputation/Status Flag For Sales and services of auxiliary enterprises (F1112_F3_RV),Other revenue (F1112_F3_RV),Imputation/Status Flag For Other revenue (F1112_F3_RV),Total revenues and investment return (F1112_F3_RV),Imputation/Status Flag For Total revenues and investment return (F1112_F3_RV)
449852,Academy of Cosmetology,732569,R,0,Z,0,Z,0,Z,0,Z,61196,R,,A,0,R,793765,R
459569,Academy of Cosmetology,129460,R,0,R,0,R,0,R,147,R,39638,R,,A,0,R,169245,R
457855,Academy of Cosmetology and Esthetics NYC,1962718,R,0,R,0,R,0,R,0,R,507682,R,,A,0,R,2470400,R
179991,Academy of Cosmetology Inc,266721,R,0,R,0,R,0,R,116,R,91562,R,,A,0,R,358399,R
454722,Academy of Esthetics and Cosmetology,202733,R,185943,R,0,Z,0,Z,677,R,0,Z,,A,0,R,389353,R
175722,Academy of Hair Design-Grenada,296054,R,0,R,0,R,0,R,539,R,48624,R,,A,0,R,345217,R
374316,Academy of Hair Design-Jackson,663799,R,0,R,0,R,0,R,136,R,114424,R,,A,0,R,778359,R
447449,Academy of Hair Design-Jasper,169300,R,264000,R,9000,R,0,R,0,R,21500,R,,A,0,R,463800,R
181880,Academy of Hair Design-Las Vegas,2118384,R,581678,R,0,R,0,R,0,R,326687,R,,A,0,R,3026749,R
434274,Academy of Hair Design-Lufkin,346800,R,204600,R,0,R,0,R,0,R,57600,R,,A,0,R,609000,R
455929,Academy of Hair Design-Oklahoma City,526079,R,0,R,0,R,0,R,0,R,155660,R,,A,0,R,681739,R
382461,Academy of Hair Design-Pearl,368974,R,0,R,0,R,0,R,246,R,85941,R,,A,0,R,455161,R
208080,Academy of Hair Design-Salem,486262,R,0,R,0,R,0,R,0,R,112802,R,,A,0,R,599064,R
451334,Academy of Hair Design-Springfield,335652,R,270157,R,48744,R,0,R,936,R,145914,R,,A,227342,R,1028745,R
376446,Academy of Hair Technology,902810,R,0,R,0,R,0,R,0,R,82812,R,,A,12979,R,998601,R
451051,Academy of Massage and Bodywork,444583,R,0,R,0,R,0,R,0,R,23705,R,,A,261,R,468549,R
437501,Academy of Massage Therapy,1230601,R,0,R,0,R,0,R,0,R,135509,R,,A,0,R,1366110,R
449454,Academy of Natural Therapy Inc,748098,R,0,Z,0,R,0,R,0,R,98300,R,0,R,0,R,846398,R
136048,Academy of Palm Beach,588719,R,439634,R,0,R,0,R,0,R,152193,R,,A,0,R,1180546,R
107293,Academy of Salon and Spa,727392,R,335584,R,0,R,0,R,0,R,140100,R,,A,14,R,1203090,R
410034,Academy of Somatic Healing Arts,899863,N,796964,N,0,N,0,N,0,N,0,N,,A,0,N,1696827,N
461342,Acaydia School of Aesthetics,213794,R,0,R,0,R,0,R,0,R,213753,R,,A,329583,R,757130,R
476504,Access Careers,639010,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,639010,R
449676,Ace Institute of Technology,1270749,R,0,R,0,R,0,R,0,R,73501,R,,A,0,R,1344250,R
439969,Acupuncture and Massage College,2072863,R,355075,R,14705,R,0,R,0,R,0,R,0,R,149238,R,2591881,R
419314,Adirondack Beauty School,171083,R,110440,R,8525,R,0,R,0,R,24654,R,,A,11830,R,326532,R
262369,Adrian's Beauty College of Turlock,955235,R,450524,R,36744,R,0,R,0,R,103267,R,,A,0,R,1545770,R
400187,Advance Beauty College,2062249,R,0,Z,0,Z,0,Z,0,Z,217511,R,,A,0,R,2279760,R
479974,Advance Beauty Techs Academy,225502,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,225502,R
444334,Advance Science International College,106834,R,296228,R,0,R,0,R,2222,R,0,R,,A,332399,R,737683,R
444352,Advance Tech College,1640124,R,0,R,104850,R,0,R,0,R,0,R,,A,0,R,1744974,R
437608,Advanced Barber College and Hair Design,240855,R,902864,R,0,R,0,R,0,R,21038,R,,A,0,R,1164757,R
458052,Advanced Beauty College,248784,R,134500,R,0,R,14000,R,0,R,18268,R,,A,0,R,415552,R
480019,Advanced Career Institute,524265,R,54247,R,653201,R,0,R,0,R,0,R,,A,302878,R,1534591,R
444343,Advanced College,2643102,R,1303640,R,44751,R,0,R,0,R,0,R,0,R,0,R,3991493,R
461786,Advanced College of Cosmetology,432800,R,0,Z,0,Z,0,Z,1118,R,141960,R,,A,0,R,575878,R
238166,Advanced Institute of Hair Design-Glendale,1025644,R,0,Z,0,Z,0,Z,0,Z,437715,R,,A,0,R,1463359,R
467809,Advanced Institute of Hair Design-Madison,1253574,R,0,Z,0,Z,0,Z,0,Z,744137,R,,A,0,R,1997711,R
231411,Advanced Technology Institute,12045690,R,3122889,R,0,Z,0,Z,61181,R,0,Z,1230235,R,0,R,16459995,R
461430,Advanced Training Institute,2610277,R,0,Z,0,Z,0,Z,70559,R,0,Z,,A,39282,R,2720118,R
456001,Advanced Welding Institute,418257,R,0,R,0,R,0,R,0,R,3294,R,,A,219820,R,641371,R
423397,Advantage Technical College,487499,R,0,R,0,R,0,R,0,R,0,R,,A,12000,R,499499,R
476878,Aesthetic Science Institute,537518,R,0,R,0,R,0,R,0,R,123690,R,,A,0,R,661208,R
161651,Aesthetics Institute of Cosmetology,581829,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,581829,R
134811,AI Miami International University of Art and Design,75410297,R,10499428,R,1151728,R,0,R,0,R,5415792,R,0,R,0,R,92477245,R
457998,Aiken School of Cosmetology and Barbering,54000,R,147089,R,0,R,0,R,0,R,95571,R,,A,6,R,296666,R
419147,Ailano School of Cosmetology,434400,R,152053,R,0,Z,0,Z,0,Z,12706,R,,A,0,R,599159,R
371034,Alabama State College of Barber Styling,145875,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,31647,R,177522,R
103501,Alaska Career College,5315688,R,0,R,0,R,0,R,34646,R,72739,R,0,R,0,R,5423073,R
476735,Alexander Academy,124800,R,11100,R,0,R,0,R,0,R,184661,R,,A,52001,R,372562,R
368036,Alexandria School of Scientific Therapeutics,488817,R,132710,R,6763,R,0,R,0,R,0,R,,A,67477,R,695767,R
393524,Alhambra Beauty College,104960,R,898559,R,0,R,0,R,0,R,323839,R,,A,0,R,1327358,R
459125,All Beauty College,420682,R,0,R,0,R,0,R,0,R,50346,R,,A,0,R,471028,R
210599,All-State Career School,5907271,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,5907271,R
474997,All-State Career School-Health Sciences,5880910,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,5880910,R
418658,All-State Career School-Pittsburgh,3923809,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,3923809,R
373784,All-State Career-Baltimore,29295313,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,29295313,R
231721,Allegiance Beauty School,507276,R,366444,R,0,R,0,R,0,R,110833,R,,A,0,R,984553,R
188650,Allen School-Brooklyn,8788617,R,0,Z,0,Z,0,Z,7243,R,0,Z,,A,0,R,8795860,R
415987,Allen School-Jamaica,8509665,R,0,Z,0,Z,0,Z,2733,R,0,Z,,A,0,R,8512398,R
469610,Allen School-Phoenix,8014159,R,0,Z,0,Z,0,Z,203,R,0,Z,,A,0,R,8014362,R
460729,Allied American University,4002388,R,0,Z,0,Z,0,Z,45944,R,0,Z,0,R,0,R,4048332,R
367316,Allied Health Careers,2685078,R,975605,R,4667,R,0,R,25129,R,0,R,0,R,58082,R,3748561,R
461111,Allstate Hairstyling & Barber College,232649,R,0,Z,0,Z,0,R,0,Z,174334,R,,A,29405,R,436388,R
248192,Allure Beauty College,93585,R,0,R,0,R,0,R,0,R,40355,R,,A,0,R,133940,R
363590,Altierus Career College Everett,8071997,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8071997,R
443854,Altierus Career College-Arlington,9313904,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9313904,R
467784,Altierus Career College-Atlanta West,7685774,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,7685774,R
442727,Altierus Career College-Austin,13985995,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,13985995,R
445461,Altierus Career College-Bissonnet,11116539,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,11116539,R
438647,Altierus Career College-Chesapeake,9088529,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9088529,R
126401,Altierus Career College-Colorado Springs,6182076,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6182076,R
447209,Altierus Career College-Columbus,6466547,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,6466547,R
460358,Altierus Career College-Fort Worth South,6536941,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6536941,R
441016,Altierus Career College-Houston Hobby,8602242,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,8602242,R
443748,Altierus Career College-Norcross,7305549,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7305549,R
445434,Altierus Career College-Orange Park,10404374,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,10404374,R
227003,Altierus Career College-San Antonio,7736689,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,7736689,R
444024,Altierus Career College-Tacoma,14599378,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,14599378,R
137801,Altierus Career College-Tampa,14139514,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,14139514,R
127787,Altierus Career College-Thornton,6133367,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6133367,R
442620,Altierus Career College-Tigard,4687431,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,4687431,R
480329,Altierus Career College-Woodbridge,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,0,R
449269,Altierus Career Education-South Plainfield,9048267,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,9048267,R
171322,Altierus Career Education-Southfield,11976738,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,11976738,R
210748,Altoona Beauty School Inc,643480,R,0,R,0,R,0,R,8042,R,148909,R,,A,0,R,800431,R
447254,Alvareitas College of Cosmetology-Belleville,135143,R,0,R,0,R,0,R,0,R,61514,R,,A,0,R,196657,R
142869,Alvareitas College of Cosmetology-Edwardsville,191353,R,0,R,0,R,0,R,0,R,89343,R,,A,0,R,280696,R
142878,Alvareitas College of Cosmetology-Godfrey,297383,R,0,R,0,R,0,R,0,R,104976,R,,A,0,R,402359,R
476771,Ambiance Beauty & Barber Academy Inc,77423,R,0,R,0,R,0,R,0,R,23379,R,,A,0,R,100802,R
457527,Ambria College of Nursing,4164928,R,0,Z,0,Z,0,Z,4478,R,219207,R,0,Z,0,R,4388613,R
142887,American Academy of Art College,9810474,R,980531,R,680717,R,0,Z,110632,R,0,Z,0,Z,0,R,11582354,R
457396,American Academy of Cosmetology,659829,R,0,R,0,R,0,R,103,R,84716,R,,A,78993,R,823641,R
461290,American Academy of Health and Beauty,664577,R,0,Z,0,Z,0,Z,0,Z,22842,R,,A,0,R,687419,R
446002,American Academy of Health and Wellness,994960,R,0,R,0,R,0,R,23224,R,544192,R,0,R,10868,R,1573244,R
444370,American Advanced Technicians Institute,1445817,R,0,R,0,R,0,R,110,R,345633,R,,A,270756,R,2062316,R
431637,American Beauty Academy,4892031,R,3362794,R,13000,R,0,R,0,R,0,R,,A,0,R,8267825,R
459541,American Beauty Academy,615529,R,0,R,0,R,0,R,0,R,108878,R,,A,0,R,724407,R
108977,American Beauty College,220150,R,0,R,0,R,0,R,0,R,2900,R,,A,13200,R,236250,R
365453,American Beauty Institute,180330,R,0,R,0,R,0,R,0,R,43177,R,,A,0,R,223507,R
189477,American Beauty School,572920,R,919658,R,0,Z,0,Z,0,Z,51740,R,,A,0,R,1544318,R
441195,American Broadcasting School-Arlington,693882,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,693882,R
206783,American Broadcasting School-Oklahoma City,186361,R,0,Z,0,Z,0,Z,2466,R,0,Z,,A,0,R,188827,R
475255,American Broadcasting School-Online Program,699988,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,699988,R
457688,American Business and Technology University,1112597,R,0,R,0,R,0,R,261,R,0,R,0,R,0,R,1112858,R
109040,American Career College-Los Angeles,58119715,R,0,Z,0,Z,0,Z,82297,R,0,Z,0,Z,288965,R,58490977,R
447768,American Career College-Ontario,26306031,R,0,Z,0,Z,0,Z,29447,R,0,Z,0,Z,46533,R,26382011,R
461005,American College for Medical Careers,1222310,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1222310,R
429085,American College of Acupuncture and Oriental Med,1345964,R,0,Z,0,Z,35000,R,0,Z,433285,R,23580,R,0,R,1837829,R
179229,American College of Hair Design Inc,70308,R,141313,R,0,Z,0,Z,8811,R,83576,R,,A,84353,R,388361,R
153092,American College of Hairstyling-Cedar Rapids,114340,R,0,R,0,R,0,R,13684,R,68891,R,,A,0,R,196915,R
153588,American College of Hairstyling-Des Moines,356347,R,0,R,0,R,0,R,0,R,121446,R,,A,0,R,477793,R
422835,American College of Healthcare and Technology,627513,R,4491197,R,0,R,0,R,0,R,0,R,,A,0,R,5118710,R
443599,American College of Healthcare Sciences,1793778,R,0,R,0,R,0,R,128,R,0,R,0,R,228913,R,2022819,R
222691,American Commercial College-Abilene,651616,R,845184,R,24000,R,0,R,5110,R,0,R,,A,0,R,1525910,R
222682,American Commercial College-Lubbock,827094,R,822015,R,5925,R,0,R,6537,R,0,R,,A,0,R,1661571,R
222707,American Commercial College-Odessa,990535,R,450821,R,7000,R,0,R,3612,R,0,R,,A,2900,R,1454868,R
222673,American Commercial College-San Angelo,891375,R,825676,R,3576,R,0,R,6159,R,0,R,,A,0,R,1726786,R
445832,American Commercial College-Shreveport,544676,R,508857,R,20310,R,0,R,3606,R,0,R,,A,0,R,1077449,R
423582,American Commercial College-Wichita Falls,1043641,R,899342,R,41614,R,0,R,6668,R,0,R,,A,0,R,1991265,R
241146,American Educational College,427579,R,5060860,R,146808,R,0,R,17213,R,0,R,,A,180,R,5652640,R
153463,American Hair Academy,399367,R,0,R,0,R,0,R,0,R,64667,R,,A,0,R,464034,R
461670,American Health Institute,44670,R,215078,R,60536,R,0,R,-26137,R,0,Z,,A,0,R,294147,R
441636,American Institute of Alternative Medicine,3668057,R,0,R,0,R,0,R,0,R,224431,R,0,R,0,R,3892488,R
447883,American Institute of Beauty,2207349,R,0,R,0,R,0,R,0,R,115017,R,,A,0,R,2322366,R
404037,American Institute of Interior Design,226441,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,226441,R
447795,American Institute of Massage Therapy,238390,R,0,R,0,R,0,R,0,R,34448,R,,A,0,R,272838,R
455202,American Institute of Medical Sciences & Education,1380159,R,432446,R,69835,R,0,R,1115,R,6012,R,,A,23844,R,1913411,R
476638,American Institute of Medical Sonography,389000,R,9950,R,0,R,0,R,0,R,0,R,,A,13656,R,412606,R
103811,American Institute of Trucking,8599206,R,0,R,0,R,0,R,33934,R,0,R,,A,3244003,R,11877143,R
129482,American Institute-West Hartford,11174560,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,11174560,R
445027,American InterContinental University,297607656,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,1106697,R,298714353,R
438586,American InterContinental University-Atlanta,28646116,R,0,Z,0,Z,0,Z,0,Z,0,Z,1207729,R,1262944,R,31116789,R
445133,American InterContinental University-Houston,8513997,R,0,Z,0,Z,0,Z,0,Z,0,Z,529401,R,3170,R,9046568,R
438601,American InterContinental University-South Florida,12178829,R,0,Z,0,Z,0,Z,0,Z,0,Z,576160,R,138652,R,12893641,R
475714,American Medical Academy,1062603,R,0,R,0,R,0,R,0,R,0,R,0,R,360132,R,1422735,R
461263,American Medical Sciences Center,1334273,R,545083,R,0,R,289238,R,347911,R,0,R,,A,0,R,2516505,R
452841,American Natioanl College,1160761,R,693928,R,0,R,0,R,0,R,0,R,,A,496923,R,2351612,R
376987,American National College,977318,R,501402,R,0,R,0,R,0,R,0,R,,A,14958,R,1493678,R
420194,American National College,1678295,R,1163162,R,0,R,0,R,0,R,0,R,,A,16371,R,2857828,R
232797,American National University,15956465,R,16520577,R,412794,R,0,R,44089,R,2812249,R,0,R,24281,R,35770455,R
453473,American National University-Cincinnati,1835452,R,2011431,R,9028,R,0,R,2668,R,308230,R,0,R,3292,R,4170101,R
457004,American National University-Columbus,836830,R,758241,R,19506,R,0,R,1145,R,132306,R,0,R,1,R,1748029,R
453455,American National University-Dayton,1640548,R,2006579,R,28165,R,0,R,2596,R,276739,R,0,R,19985,R,3974612,R
157021,American National University-Pikeville,13142575,R,10906363,R,2352291,R,0,R,317809,R,2164127,R,0,R,46558,R,28929723,R
453464,American National University-Youngstown,2634918,R,2868598,R,255226,R,0,R,3972,R,372622,R,0,R,91227,R,6226563,R
449339,American Public University System,258320000,R,0,R,0,R,0,R,109000,R,2057000,R,0,R,0,R,260486000,R
158158,American School of Business,304673,R,329515,R,0,R,0,R,0,R,0,R,,A,0,R,634188,R
203225,American School of Technology,3930794,R,0,R,0,R,0,R,0,R,3829,R,,A,0,R,3934623,R
460738,American Sentinel College of Nursing and Health Sciences,9108044,R,0,R,0,R,0,R,0,R,0,R,0,R,501437,R,9609481,R
461625,American Technical Institute,366000,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,366000,R
461573,American Trade School,525894,R,0,R,0,R,0,R,0,Z,0,Z,,A,576042,R,1101936,R
433004,American University of Health Sciences,6260973,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6260973,R
229957,AmeriTech College-Provo,12089346,R,0,R,0,R,0,R,2235,R,0,Z,,A,2222772,R,14314353,R
444389,Anamarc College-El Paso Central,5303148,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5303148,R
480152,Anamarc College-El Paso East,895737,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,895737,R
459815,Anamarc College-Santa Teresa,1360461,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1360461,R
457299,Angeles College,307862,R,1565518,R,0,R,0,R,622,R,0,R,0,R,0,R,1874002,R
457314,Angeles Institute,1994069,R,429530,R,0,R,0,R,0,R,0,R,,A,0,R,2423599,R
410256,Ann Arbor Institute of Massage Therapy,708570,R,133554,R,0,R,0,R,0,R,200438,R,,A,0,R,1042562,R
455248,Ann Marie's World of Beauty School,129778,R,0,R,0,Z,0,Z,0,Z,5805,R,,A,0,R,135583,R
445601,Anthem Career College-Memphis,8434612,R,0,Z,0,Z,0,Z,0,Z,0,Z,189255,R,0,R,8623867,R
440110,Anthem Career College-Nashville,4858497,R,0,Z,0,Z,0,Z,0,Z,0,Z,149629,R,0,R,5008126,R
460668,Anthem College-Atlanta,2518320,R,0,Z,0,Z,0,Z,0,Z,0,Z,56628,R,0,R,2574948,R
450155,Anthem College-Brookfield,3480716,R,0,Z,0,Z,0,Z,0,Z,0,Z,98443,R,0,R,3579159,R
410539,Anthem College-Denver,3962979,R,0,Z,0,Z,0,Z,0,Z,0,Z,92803,R,1,R,4055783,R
443739,Anthem College-Fenton,4232543,R,0,Z,0,Z,0,Z,0,Z,0,Z,126302,R,0,R,4358845,R
440129,Anthem College-Irving,3899419,R,0,Z,0,Z,0,Z,0,Z,0,Z,108433,R,0,R,4007852,R
445610,Anthem College-Kansas City,3621479,R,0,Z,0,Z,0,Z,0,Z,0,Z,85906,R,0,R,3707385,R
176549,Anthem College-Maryland Heights,3756659,R,0,Z,0,Z,0,Z,0,Z,0,Z,88907,R,0,R,3845566,R
430050,Anthem College-Minnesota,4225736,R,0,Z,0,Z,0,Z,0,Z,0,Z,109987,R,0,R,4335723,R
436225,Anthem College-Orlando,4976574,R,0,Z,0,Z,0,Z,0,Z,0,Z,123014,R,0,R,5099588,R
104805,Anthem College-Phoenix,29223949,R,0,Z,0,Z,0,Z,0,Z,0,Z,242133,R,0,R,29466082,R
446853,Anthem College-Portland,4232543,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,524020,R,4756563,R
413635,Anthem College-Sacramento,5888786,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,148399,R,6037185,R
442462,Anthem Institute-Cherry Hill,4367735,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,66331,R,4434066,R
442648,Anthem Institute-Las Vegas,6500522,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,151031,R,6651553,R
213312,Anthem Institute-Springfield,2884961,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,86387,R,2971348,R
241182,Antilles School of Technical Careers,2144140,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,2144140,R
201016,Antonelli College-Cincinnati,29979173,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,29979173,R
210890,Antonelli Institute,3486370,R,0,R,0,R,0,R,0,R,0,R,766520,R,28313,R,4281203,R
250072,Antonelli Medical and Professional Institute,536204,R,0,R,0,R,0,R,667,R,0,R,,A,100766,R,637637,R
429094,AOMA Graduate School of Integrative Medicine,2239903,R,0,R,0,R,0,R,5721,R,942971,R,312967,R,32658,R,3534220,R
150075,Apex Academy of Hair Design Inc,64435,R,34692,R,0,R,0,R,0,R,0,R,,A,0,R,99127,R
188890,Apex Technical School,27115874,R,0,Z,0,Z,0,Z,16286,R,0,Z,,A,4238998,R,31371158,R
237127,Appalachian Beauty School,32400,R,89950,R,0,Z,0,Z,0,Z,29537,R,,A,6,R,151893,R
367936,Argosy University-Atlanta,26819375,R,2217656,R,13063,R,0,R,0,R,0,R,607988,R,0,R,29658082,R
145770,Argosy University-Chicago,17902165,R,1418291,R,50047,R,0,R,0,R,0,R,381567,R,0,R,19752070,R
442222,Argosy University-Dallas,5696010,R,967474,R,17618,R,0,R,0,R,0,R,166237,R,0,R,6847339,R
448734,Argosy University-Denver,5886259,R,765750,R,0,R,0,R,0,R,0,R,156575,R,0,R,6808584,R
366748,Argosy University-Hawaii,6344184,R,1217059,R,0,R,0,R,0,R,0,R,150768,R,0,R,7712011,R
450526,Argosy University-Inland Empire,7227878,R,1628300,R,268834,R,0,R,0,R,0,R,285049,R,1,R,9410062,R
447272,Argosy University-Los Angeles,6763590,R,1280977,R,104068,R,0,R,0,R,0,R,247380,R,0,R,8396015,R
450535,Argosy University-Nashville,6194583,R,913434,R,0,R,0,R,0,R,0,R,164998,R,0,R,7273015,R
419457,Argosy University-Northern Virginia,15600636,R,1018060,R,0,R,0,R,0,R,0,R,183237,R,0,R,16801933,R
436438,Argosy University-Orange County,11129157,R,1219489,R,65197,R,0,R,0,R,0,R,252929,R,0,R,12666772,R
436094,Argosy University-Phoenix,10997450,R,936299,R,0,R,0,R,0,R,0,R,200128,R,0,R,12133877,R
456348,Argosy University-Phoenix Online Division,117517489,R,40449180,R,51238,R,0,R,0,R,0,R,1239622,R,0,R,159257529,R
452090,Argosy University-Salt Lake City,3765849,R,642785,R,14514,R,0,R,0,R,0,R,116100,R,0,R,4539248,R
450544,Argosy University-San Diego,3934946,R,2052138,R,19194,R,0,R,0,R,0,R,180767,R,0,R,6187045,R
121983,Argosy University-San Francisco Bay Area,9506614,R,714684,R,30681,R,0,R,0,R,0,R,142055,R,0,R,10394034,R
137148,Argosy University-Sarasota,16203127,R,709271,R,142717,R,0,R,0,R,0,R,273597,R,0,R,17328712,R
420866,Argosy University-Schaumburg,9673067,R,743738,R,12820,R,0,R,0,R,0,R,184907,R,0,R,10614532,R
439057,Argosy University-Seattle,5508000,R,798563,R,0,R,0,R,0,R,0,R,119910,R,0,R,6426473,R
428268,Argosy University-Tampa,7254416,R,793958,R,73286,R,0,R,0,R,0,R,151774,R,0,R,8273434,R
410502,Argosy University-The Art Institute of California-Hollywood,33597203,R,9186310,R,2465826,R,0,R,0,R,0,R,4595850,R,0,R,49845189,R
448576,Argosy University-The Art Institute of California-Inland Empire,36342299,R,10509235,R,2395267,R,0,R,0,R,0,R,3153293,R,0,R,52400094,R
432533,Argosy University-The Art Institute of California-Los Angeles,33084972,R,9112680,R,3614018,R,0,R,0,R,0,R,5490411,R,0,R,51302081,R
