UnitID,Institution Name,Tuition and fees (F1112_F3_RV),Imputation/Status Flag For Tuition and fees (F1112_F3_RV),Federal appropriations  grants and contracts (F1112_F3_RV),Imputation/Status Flag For Federal appropriations  grants and contracts (F1112_F3_RV),State and local appropriations  grants and contracts (F1112_F3_RV),Imputation/Status Flag For State and local appropriations  grants and contracts (F1112_F3_RV),Private grants and contracts (F1112_F3_RV),Imputation/Status Flag For Private grants and contracts (F1112_F3_RV),Investment income and investment gains (losses) included in net income (F1112_F3_RV),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F1112_F3_RV),Sales and services of educational activities (F1112_F3_RV),Imputation/Status Flag For Sales and services of educational activities (F1112_F3_RV),Sales and services of auxiliary enterprises (F1112_F3_RV),Imputation/Status Flag For Sales and services of auxiliary enterprises (F1112_F3_RV),Other revenue (F1112_F3_RV),Imputation/Status Flag For Other revenue (F1112_F3_RV),Total revenues and investment return (F1112_F3_RV),Imputation/Status Flag For Total revenues and investment return (F1112_F3_RV)
139214,Brown College of Court Reporting,2293294,R,13036,R,0,Z,0,Z,0,Z,257859,R,0,Z,10,R,2564199,R
205647,Brown Mackie College-Akron,10562653,R,4519557,R,441875,R,0,R,0,R,0,R,488262,R,0,R,16012347,R
460039,Brown Mackie College-Albuquerque,5235505,R,3244814,R,391281,R,0,R,0,R,0,R,785992,R,0,R,9657592,R
410283,Brown Mackie College-Atlanta,9493064,R,5357251,R,0,R,0,R,0,R,0,R,669594,R,0,R,15519909,R
470162,Brown Mackie College-Birmingham,3219976,R,2366723,R,1000,R,0,R,0,R,0,R,664410,R,0,R,6252109,R
455600,Brown Mackie College-Boise,5296710,R,3090271,R,29335,R,0,R,0,R,0,R,590377,R,0,R,9006693,R
205610,Brown Mackie College-Cincinnati,12714137,R,7671975,R,712421,R,0,R,0,R,0,R,801363,R,0,R,21899896,R
375489,Brown Mackie College-Findlay,7090815,R,3197403,R,840730,R,0,R,0,R,0,R,721843,R,0,R,11850791,R
408039,Brown Mackie College-Fort Wayne,12126442,R,6431889,R,154920,R,0,R,0,R,0,R,1204359,R,0,R,19917610,R
456791,Brown Mackie College-Greenville,7656767,R,4744782,R,20293,R,0,R,0,R,0,R,1034534,R,0,R,13456376,R
451699,Brown Mackie College-Indianapolis,12663945,R,6573884,R,45181,R,0,R,0,R,0,R,1154788,R,0,R,20437798,R
154767,Brown Mackie College-Kansas City,5568666,R,2519782,R,203930,R,0,R,0,R,0,R,599021,R,0,R,8891399,R
157599,Brown Mackie College-Louisville,16251435,R,10134503,R,1096628,R,0,R,0,R,0,R,1401978,R,0,R,28884544,R
151616,Brown Mackie College-Merrillville,6069224,R,3028289,R,17072,R,0,R,0,R,0,R,661251,R,0,R,9775836,R
447290,Brown Mackie College-Miami,11411496,R,5794609,R,124026,R,0,R,0,R,0,R,735380,R,0,R,18065511,R
151625,Brown Mackie College-Michigan City,3555044,R,1978623,R,13949,R,0,R,0,R,0,R,408280,R,0,R,5955896,R
204316,Brown Mackie College-North Canton,7504426,R,4061964,R,105520,R,0,R,0,R,0,R,698794,R,0,R,12370704,R
157696,Brown Mackie College-Northern Kentucky,7328253,R,3701983,R,369105,R,0,R,0,R,0,R,615995,R,0,R,12015336,R
475042,Brown Mackie College-Oklahoma City,697007,R,642147,R,2250,R,0,R,0,R,0,R,160619,R,0,R,1502023,R
456612,Brown Mackie College-Phoenix,4906947,R,2753676,R,0,R,0,R,0,R,0,R,513480,R,0,R,8174103,R
154776,Brown Mackie College-Salina,5232232,R,2738011,R,19596,R,0,R,0,R,0,R,482586,R,0,R,8472425,R
460613,Brown Mackie College-San Antonio,3231107,R,2867872,R,3828,R,0,R,0,R,0,R,643900,R,0,R,6746707,R
151944,Brown Mackie College-South Bend,8276633,R,3829890,R,63769,R,0,R,0,R,0,R,930858,R,0,R,13101150,R
460048,Brown Mackie College-St Louis,4232951,R,2280380,R,37019,R,0,R,0,R,0,R,693602,R,0,R,7243952,R
104364,Brown Mackie College-Tucson,7203943,R,3905911,R,0,R,0,R,0,R,0,R,961054,R,0,R,12070908,R
455619,Brown Mackie College-Tulsa,4013275,R,2524777,R,9800,R,0,R,0,R,0,R,727587,R,0,R,7275439,R
110194,Brownson Technical School,1502815,R,818748,R,0,R,0,R,0,R,11147,R,,A,0,R,2332710,R
439826,Bryan College-Gold River,8919357,R,0,R,0,R,0,R,0,R,337000,R,0,R,1,R,9256358,R
110219,Bryan University,16765960,R,0,R,0,R,0,R,0,R,345203,R,0,R,26306,R,17137469,R
154794,Bryan University,3087774,R,0,R,0,R,0,R,0,R,0,R,0,R,28035,R,3115809,R
369516,Bryan University,6196768,R,22570,R,0,R,0,R,0,R,0,R,0,R,480753,R,6700091,R
454458,Bryan University,3198571,R,0,R,0,R,0,R,0,R,0,R,0,R,16555,R,3215126,R
475583,Bryan University,2058346,R,0,R,0,R,0,R,0,R,0,R,0,R,1775,R,2060121,R
475699,Bryant & Stratton College-Akron,80,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,80,R
188517,Bryant & Stratton College-Albany,12570843,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,12570843,R
189556,Bryant & Stratton College-Amherst,7429964,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7429964,R
458502,Bryant & Stratton College-Bayshore,6520241,R,0,Z,0,Z,0,Z,0,Z,0,Z,1512,R,0,R,6521753,R
189583,Bryant & Stratton College-Buffalo,14155024,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,14155024,R
202684,Bryant & Stratton College-Cleveland,14191974,R,0,Z,0,Z,0,Z,0,Z,0,Z,26641,R,0,R,14218615,R
189592,Bryant & Stratton College-Greece,6996080,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6996080,R
459107,Bryant & Stratton College-Hampton,4431176,R,0,Z,0,Z,0,Z,0,Z,0,Z,390,R,0,R,4431566,R
410496,Bryant & Stratton College-Henrietta,7152036,R,0,Z,0,Z,0,Z,0,Z,0,Z,54694,R,0,R,7206730,R
239929,Bryant & Stratton College-Milwaukee,12215400,R,0,Z,0,Z,0,Z,0,Z,0,Z,486,R,0,R,12215886,R
480091,Bryant & Stratton College-Online,26265874,R,0,Z,0,Z,0,Z,0,Z,0,Z,15273030,R,1,R,41538905,R
201469,Bryant & Stratton College-Parma,13487372,R,0,Z,0,Z,0,Z,0,Z,0,Z,2589,R,1,R,13489962,R
231828,Bryant & Stratton College-Richmond,14669842,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,14669842,R
369905,Bryant & Stratton College-Solon,14672002,R,0,Z,0,Z,0,Z,0,Z,0,Z,25087,R,0,R,14697089,R
374972,Bryant & Stratton College-Southtowns,8364920,R,0,Z,0,Z,0,Z,0,Z,0,Z,5046,R,0,R,8369966,R
189574,Bryant & Stratton College-Syracuse,11246496,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,11246496,R
189565,Bryant & Stratton College-Syracuse North,8936286,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8936286,R
231785,Bryant & Stratton College-Virginia Beach,11746691,R,0,Z,0,Z,0,Z,0,Z,0,Z,978,R,0,R,11747669,R
451750,Bryant & Stratton College-Wauwatosa,13096563,R,0,Z,0,Z,0,Z,0,Z,0,Z,1659,R,0,R,13098222,R
446075,Buchanan Beauty College,195106,R,0,R,0,R,0,Z,0,R,18512,R,,A,962,R,214580,R
469993,Buchanan Beauty College of Tullahoma,180859,R,0,R,0,R,0,Z,0,Z,16952,R,,A,20715,R,218526,R
461740,Buckner Barber School,289946,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,289946,R
211316,Bucks County School of Beauty Culture Inc,786778,R,0,Z,0,Z,0,Z,4430,R,72433,R,0,Z,0,R,863641,R
189653,Business Informatics Center Inc,679883,R,0,R,0,R,0,R,0,R,0,R,0,R,379831,R,1059714,R
211334,Butler Beauty Academy,595466,R,0,R,0,R,0,R,0,R,47517,R,,A,0,R,642983,R
213330,Butler Beauty Academy-Kittanning Beauty Academy,115945,R,0,R,0,R,0,R,0,R,42561,R,,A,0,R,158506,R
367431,Butler Beauty Academy-New Castle Beauty Academy,174183,R,0,R,0,R,0,R,0,R,23784,R,,A,0,R,197967,R
180063,Butte Academy of Beauty Culture,367233,R,0,R,0,R,0,R,0,R,106463,R,,A,0,R,473696,R
421665,Cadillac Institute of Cosmetology,183312,R,0,R,0,R,0,R,0,R,95671,R,,A,77475,R,356458,R
379135,Cain's Barber College Inc,303027,R,643927,R,0,R,0,R,0,R,152313,R,,A,0,R,1099267,R
446084,CALC Institute of Technology,1319254,R,0,R,0,R,0,R,12238,R,151247,R,,A,0,R,1482739,R
433420,California Aeronautical University,6195999,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6195999,R
110875,California Beauty School,629173,R,0,R,0,R,0,R,842,R,103317,R,,A,391870,R,1125202,R
447713,California Career College,768620,R,313864,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,1082484,R
262402,California Career School,2293522,R,486285,R,322589,R,152395,R,29766,R,2556,R,,A,0,R,3287113,R
443429,California College of Vocational Careers,853078,R,0,R,0,R,60000,R,0,R,0,R,,A,514750,R,1427828,R
110945,California College San Diego,29963069,R,0,R,0,R,0,R,23120,R,0,R,0,R,80740,R,30066929,R
474890,California College San Diego-CollegeAmerica-Phoenix,5999371,R,0,R,0,R,0,R,139,R,0,R,0,R,4033,R,6003543,R
111054,California Hair Design Academy,2659418,R,0,R,0,R,0,R,0,R,234194,R,,A,0,R,2893612,R
442985,California Healing Arts College,1586623,R,371914,R,0,R,0,R,0,R,199409,R,,A,0,R,2157946,R
455734,California Nurses Educational Institute,2003720,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,2003720,R
428329,Cambria-Rowe Business College-Indiana,1410473,R,0,R,0,R,0,R,-13456,R,0,R,0,R,121950,R,1518967,R
211398,Cambria-Rowe Business College-Johnstown,2115709,R,0,R,0,R,0,R,-20184,R,0,R,0,R,182925,R,2278450,R
454865,Cambridge College of Healthcare & Technology,2696588,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2696588,R
446109,Cambridge Institute of Allied Health & Technology,1372117,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,1372117,R
444264,Cambridge Technical Institute,824895,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,824895,R
417549,Camelot College,1280036,R,1177540,R,0,Z,0,Z,6783,R,7795,R,,A,271068,R,2743222,R
143464,Cameo Beauty Academy,819285,R,0,R,0,R,0,R,0,R,344402,R,,A,393711,R,1557398,R
230065,Cameo College of Essential Beauty,3097677,R,0,R,0,R,0,R,0,R,164188,R,,A,824908,R,4086773,R
158440,Cameron College,1475408,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1475408,R
401481,Cannella School of Hair Design-Blue Island,493433,R,0,Z,0,Z,0,Z,0,Z,30192,R,,A,0,R,523625,R
143482,Cannella School of Hair Design-Chicago,694111,R,0,Z,0,Z,0,Z,0,Z,42472,R,,A,0,R,736583,R
143491,Cannella School of Hair Design-Chicago,626353,R,0,Z,0,Z,0,Z,0,Z,38326,R,,A,0,R,664679,R
364812,Cannella School of Hair Design-Chicago,491066,R,0,Z,0,Z,0,Z,0,Z,30048,R,,A,0,R,521114,R
143516,Cannella School of Hair Design-Elgin,455824,R,0,Z,0,Z,0,Z,0,Z,27891,R,,A,0,R,483715,R
143473,Cannella School of Hair Design-Villa Park,481208,R,0,Z,0,Z,0,Z,0,Z,29444,R,,A,0,R,510652,R
458025,Cannon Institute of Higher Learning,101536,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,101536,R
413413,Capella University,425975000,R,0,R,0,R,0,R,1786000,R,0,R,0,R,2129000,R,429890000,R
461704,Capilo School of Hair Design,1072670,R,0,R,0,R,0,R,12497,R,163392,R,,A,59460,R,1308019,R
223667,Capitol City Careers,476902,R,473888,R,0,R,0,R,1696,R,0,R,0,R,27517,R,980003,R
223658,Capitol City Trade and Technical School,3759451,R,797765,R,90621,R,0,R,14359,R,0,R,,A,111601,R,4773797,R
365693,Capitol School of Hairstyling and Esthetics,1435200,R,356911,R,0,R,0,R,0,R,828997,R,,A,0,R,2621108,R
143534,Capri Beauty College,880546,R,0,R,0,R,0,R,0,R,133063,R,,A,540513,R,1554122,R
143552,Capri Beauty College,1238210,R,0,R,0,R,0,R,0,R,250258,R,,A,0,R,1488468,R
457031,Capri Beauty College,1041511,R,0,R,0,Z,0,R,0,R,191553,R,,A,0,R,1233064,R
153083,Capri College-Cedar Rapids,1744468,R,0,R,0,R,0,R,0,R,1079591,R,,A,0,R,2824059,R
154448,Capri College-Davenport,1366983,R,0,R,0,R,0,R,0,R,866200,R,,A,0,R,2233183,R
153074,Capri College-Dubuque,1194599,R,0,R,0,R,0,R,0,R,904107,R,,A,0,R,2098706,R
189714,Capri Cosmetology Learning Centers,3069233,R,8483,R,0,R,0,R,0,R,370829,R,,A,0,R,3448545,R
407391,Capri Institute of Hair Design-Brick,2146678,R,546095,R,18975,R,0,R,1775,R,78136,R,,A,0,R,2791659,R
363077,Capri Institute of Hair Design-Clifton,3394715,R,974130,R,0,R,0,R,458,R,115989,R,,A,0,R,4485292,R
407407,Capri Institute of Hair Design-Kenilworth,1664683,R,543740,R,0,R,0,R,452,R,41574,R,,A,0,R,2250449,R
407425,Capri Institute of Hair Design-Paramus,2170432,R,419297,R,12000,R,0,R,1700,R,75546,R,,A,0,R,2678975,R
377759,Capstone College,542113,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,542113,R
455707,Cardiac and Vascular Institute of Ultrasound,901397,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,901397,R
111513,Career Academy of Beauty,1951721,R,0,R,0,R,0,R,0,R,523297,R,,A,0,R,2475018,R
107220,Career Academy of Hair Design,1715405,R,0,R,0,R,0,R,0,R,503905,R,,A,0,R,2219310,R
444468,Career Beauty College,182523,R,147321,R,0,R,0,R,0,R,52834,R,,A,0,R,382678,R
446118,Career Care Institute,9032791,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,759749,R,9792540,R
449436,Career College of California,2410086,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,2410086,R
181941,Career College of Northern Nevada,5430447,R,2627709,R,5890,R,0,Z,25983,R,0,Z,0,Z,0,R,8090029,R
400637,Career Colleges of America,21531018,R,0,R,0,R,0,R,64491,R,0,R,,A,12311,R,21607820,R
454801,Career Development Institute Inc,579784,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,579784,R
418162,Career Institute of Health and Technology,4630138,R,3989162,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,8619300,R
443553,Career Institute of Health and Technology,2297709,R,65788,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,2363497,R
433013,Career Networks Institute,6999496,R,2305030,R,0,R,0,R,0,R,0,R,0,R,0,R,9304526,R
224439,Career Point College,23857137,R,0,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,23857137,R
469975,Career Quest Learning Center-Kalamazoo,1092909,R,0,Z,0,Z,0,Z,-117033,R,0,Z,0,Z,117033,R,1092909,R
454306,Career Quest Learning Centers-Jackson,3289325,R,0,Z,0,Z,0,Z,2095,R,0,Z,0,Z,0,R,3291420,R
446136,Career Quest Learning Centers-Lansing,6698267,R,0,Z,0,Z,0,Z,1660,R,0,Z,0,Z,435,R,6700362,R
420370,Career Technical Institute,4090380,R,1716776,R,152147,R,0,Z,0,Z,0,Z,,A,0,R,5959303,R
210951,Career Training Academy-Lower Burrell,479640,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,447132,R,926772,R
408312,Career Training Academy-Monroeville,456815,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,324897,R,781712,R
440174,Career Training Academy-Pittsburgh,465220,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,156927,R,622147,R
448239,Careers Unlimited,3768392,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3768392,R
449746,Carib Technological Institute,1204198,R,1920381,R,0,R,0,R,0,R,0,R,,A,0,R,3124579,R
441706,Caribbean Forensic and Technical College,705629,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,705629,R
451194,Carlson College of Massage Therapy,393348,R,0,R,0,R,0,R,648,R,70510,R,,A,29670,R,494176,R
169187,Carnegie Institute,1983882,R,627440,R,11427,R,2000,R,1982,R,0,R,,A,0,R,2626731,R
460765,Carolina College of Hair Design,9025,R,153892,R,0,R,0,R,-19077,R,165677,R,,A,210104,R,519621,R
198190,Carolina School of Broadcasting,542887,R,105452,R,0,R,0,R,11642,R,0,R,,A,0,R,659981,R
201618,Carousel Beauty College-Dayton,455601,R,698971,R,0,R,0,R,0,R,281449,R,,A,0,R,1436021,R
201609,Carousel Beauty College-Middletown,143168,R,171715,R,0,R,0,R,0,R,76759,R,,A,0,R,391642,R
201627,Carousel of Miami Valley Beauty College,104715,R,175181,R,0,R,0,R,0,R,68230,R,,A,0,R,348126,R
442602,Carrington College-Albuquerque,10061480,R,0,R,0,R,0,R,13156,R,0,R,504437,R,0,R,10579073,R
142054,Carrington College-Boise,8268106,R,0,R,0,R,0,R,14653,R,0,R,519483,R,0,R,8802242,R
457101,Carrington College-Las Vegas,3040262,R,0,R,0,R,0,R,6726,R,0,R,191149,R,0,R,3238137,R
103909,Carrington College-Mesa,10919577,R,0,R,0,R,0,R,13963,R,0,R,946585,R,0,R,11880125,R
475750,Carrington College-Mesquite,332320,R,0,R,0,R,0,R,7,R,0,R,,A,81309,R,413636,R
250601,Carrington College-Phoenix East,9820899,R,0,R,0,R,0,R,11004,R,0,R,549412,R,0,R,10381315,R
103893,Carrington College-Phoenix North,8012113,R,0,R,0,R,0,R,6392,R,0,R,403742,R,0,R,8422247,R
246035,Carrington College-Portland,7362985,R,0,R,0,R,0,R,17086,R,0,R,281093,R,0,R,7661164,R
457110,Carrington College-Reno,4706146,R,0,R,0,R,0,R,5503,R,0,R,338915,R,0,R,5050564,R
125532,Carrington College-Sacramento,70919418,R,0,R,0,R,0,R,341936,R,0,R,3781390,R,1,R,75042745,R
439118,Carrington College-Spokane,6302515,R,0,R,0,R,0,R,12027,R,0,R,305329,R,0,R,6619871,R
103927,Carrington College-Tucson,6099510,R,0,R,0,R,0,R,8122,R,0,R,360822,R,0,R,6468454,R
409166,Carson City Beauty Academy,411051,R,501019,R,0,R,0,R,0,R,78723,R,,A,0,R,990793,R
419156,Carsten Institute of Cosmetology,2351809,R,0,R,0,R,0,R,0,R,766804,R,,A,129831,R,3248444,R
203438,Casal Aveda Institute,1514926,R,393553,R,0,R,0,R,0,R,0,R,,A,1,R,1908480,R
455211,Casal Institute of Nevada,1710035,R,0,R,0,R,0,R,9035,R,533513,R,,A,0,R,2252583,R
165255,Catherine Hinds Institute of Esthetics,1968396,R,310743,R,0,Z,1200,R,0,Z,705699,R,,A,0,R,2986038,R
375647,CC's Cosmetology College,1731273,R,0,R,0,R,0,R,10268,R,177751,R,,A,0,R,1919292,R
449773,CCI Training Center-Arlington,1720479,R,621077,R,0,R,0,R,0,R,0,R,,A,0,R,2341556,R
461467,CCIC Beauty College,573115,N,0,N,0,N,0,N,0,N,90769,N,,A,0,N,663884,N
447874,CDA Technical Institute,6804893,R,0,R,0,R,0,R,0,R,0,R,,A,2216527,R,9021420,R
451495,CDE Career Institute,393655,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,393655,R
454917,Celebrity School of Beauty,75570,R,984672,R,0,R,0,R,0,R,166234,R,,A,460455,R,1686931,R
160126,Celebrity Stylist Beauty School,146922,R,135800,R,0,R,0,R,0,R,63085,R,,A,0,R,345807,R
379782,Center for Advanced Legal Studies,2787200,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2787200,R
455910,Center for Massage,724756,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,724756,R
449667,Center for Natural Wellness School of Massage Therapy,1550615,R,0,Z,0,Z,0,Z,10775,R,182481,R,,A,53242,R,1797113,R
457651,CenterPoint Massage & Shiatsu Therapy School & Clinic,1128650,R,0,R,0,R,0,R,-2576,R,309027,R,,A,0,R,1435101,R
419183,Central California School of Continuing Education,3503155,R,767225,R,15000,R,0,R,0,R,0,R,,A,0,R,4285380,R
436003,Central Career Institute LLC,1481014,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,1481014,R
378105,Central Coast College,1346771,R,820857,R,75024,R,0,R,-8842,R,0,R,,A,8842,R,2242652,R
417725,Central College of Cosmetology,30555,R,425557,R,0,R,0,R,0,R,58612,R,,A,0,R,514724,R
439525,Central Florida Institute,6781650,R,0,R,0,R,0,R,0,R,0,R,0,R,8467,R,6790117,R
425870,Central Mass School of Massage and Therapy Inc,312286,R,0,R,0,R,0,Z,6535,R,40014,R,,A,0,R,358835,R
455743,Central Nursing College,2146638,R,598600,R,0,R,0,R,0,R,0,R,,A,0,R,2745238,R
206932,Central Oklahoma College,669518,R,629218,R,0,R,0,R,0,R,190164,R,,A,0,R,1488900,R
211477,Central Penn College,18740251,R,0,R,0,R,0,R,77729,R,0,R,1754313,R,296958,R,20869251,R
446145,Central State Massage Academy,356324,R,0,R,0,R,0,R,0,R,164641,R,,A,0,R,520965,R
383464,Central Texas Beauty College-Temple,1108528,R,0,R,5000,R,0,R,0,R,360938,R,,A,21702,R,1496168,R
451592,Centura College-Alexandria,469166,R,126316,R,0,Z,0,Z,337,R,0,Z,,A,0,R,595819,R
420024,Centura College-Chesapeake,3061130,R,1429094,R,11367,R,7000,R,758,R,0,Z,0,Z,0,R,4509349,R
444972,Centura College-Columbia,2901052,R,1207151,R,0,Z,0,Z,1001,R,0,Z,0,Z,0,R,4109204,R
377449,Centura College-Newport News,4339486,R,2239738,R,10250,R,1100,R,1137,R,0,Z,0,Z,0,R,6591711,R
377458,Centura College-Norfolk,4369332,R,1904693,R,41572,R,9486,R,1043,R,0,Z,0,Z,0,R,6326126,R
434812,Centura College-North Charleston,2595461,R,1100045,R,3311,R,550,R,887,R,0,Z,,A,0,R,3700254,R
427982,Centura College-Richmond Main,3609420,R,1890974,R,14403,R,0,Z,1189,R,0,Z,0,Z,0,R,5515986,R
440378,Centura College-Richmond Westend,2029105,R,880380,R,0,Z,13035,R,640,R,0,Z,0,Z,0,R,2923160,R
232016,Centura College-Virginia Beach,26637744,R,11008428,R,6350,R,10602,R,6540,R,0,R,0,R,0,R,37669664,R
446446,Centura Institute,2294589,R,880383,R,5755,R,404,R,886,R,0,Z,0,Z,0,R,3182017,R
436553,Century College,124653,R,1226129,R,68015,R,15441,R,0,R,0,R,,A,15441,R,1449679,R
454218,Chamberlain University-Administrative Office,44482,R,0,R,0,R,0,R,93862,R,0,R,0,R,0,R,138344,R
454245,Chamberlain University-Arizona,8640869,R,0,R,0,R,0,R,0,R,0,R,87747,R,0,R,8728616,R
457129,Chamberlain University-Florida,6893751,R,0,R,0,R,0,R,0,R,0,R,80910,R,0,R,6974661,R
475732,Chamberlain University-Georgia,248660,R,0,R,0,R,0,R,0,R,0,R,3730,R,0,R,252390,R
454227,Chamberlain University-Illinois,42255063,R,0,R,0,R,0,R,-180,R,0,R,378539,R,0,R,42633422,R
475741,Chamberlain University-Indiana,82929,R,0,R,0,R,0,R,0,R,0,R,1940,R,0,R,84869,R
466921,Chamberlain University-Missouri,107292317,R,0,R,0,R,0,R,0,R,0,R,1661424,R,0,R,108953741,R
454236,Chamberlain University-Ohio,10905098,R,0,R,0,R,0,R,0,R,0,R,105450,R,0,R,11010548,R
466930,Chamberlain University-Texas,2484006,R,0,R,0,R,0,R,0,R,0,R,36351,R,0,R,2520357,R
460871,Chamberlain University-Virginia,4827165,R,0,R,0,R,0,R,0,R,0,R,55430,R,0,R,4882595,R
449782,Champion Beauty College,70492,R,140746,R,0,R,0,R,0,R,20446,R,,A,0,R,231684,R
422190,Champion Institute of Cosmetology,227476,R,188818,R,0,Z,0,Z,0,Z,25877,R,,A,0,R,442171,R
202611,Chancellor University,3188673,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3188673,R
223852,Charles and Sues School of Hair Design,803940,R,0,R,0,R,0,R,21,R,155856,R,,A,0,R,959817,R
104391,Charles of Italy Beauty College,562857,R,0,R,0,R,0,R,0,R,24528,R,,A,0,R,587385,R
418171,Charles Stuart School of Diamond Setting,299769,R,125794,R,0,R,0,R,0,R,0,R,,A,0,R,425563,R
217794,Charleston Cosmetology Institute,1270189,R,0,R,0,R,0,R,6082,R,224730,R,,A,25623,R,1526624,R
237303,Charleston School of Beauty Culture,274874,R,417299,R,5300,R,0,R,0,R,141900,R,,A,0,R,839373,R
451510,Charleston School of Law,23171662,R,0,R,0,R,0,R,8877,R,0,R,61371,R,45290,R,23287200,R
443951,Charlie's Guard-Detective Bureau and Academy Inc,6400,R,810861,R,37414,R,0,R,0,R,0,R,,A,112940,R,967615,R
455169,Charlotte School of Law,38362000,R,0,R,0,R,220000,R,0,Z,135000,R,0,Z,0,R,38717000,R
102845,Charter College,56267227,R,0,Z,0,Z,0,Z,4266,R,0,Z,0,Z,0,R,56271493,R
434317,Charter College-Canyon Country,28277193,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,28277193,R
217828,Charzanne Beauty College,31680,R,332433,R,0,R,0,R,365,R,11889,R,,A,0,R,376367,R
220118,Chattanooga College Medical Dental and Technical Careers,3970076,R,0,Z,0,Z,0,Z,0,Z,596529,R,0,Z,0,R,4566605,R
240709,Cheeks Beauty Academy,499637,R,640703,R,13000,R,0,R,0,R,109910,R,,A,3372,R,1266622,R
189954,Cheryl Fells School of Business,405198,R,0,R,0,R,0,R,0,R,0,R,,A,41459,R,446657,R
437769,Chester Career College,2568128,R,1996914,R,60729,R,0,R,0,R,0,R,0,R,0,R,4625771,R
417798,Cheveux School of Hair Design,54239,R,53113,R,0,R,0,R,0,R,51641,R,,A,49107,R,208100,R
437732,Chicago School of Professional Psychology-College of Nursing,19785018,R,0,R,0,R,0,R,3012,R,570,R,0,R,34222,R,19822822,R
176992,Chillicothe Beauty Academy Inc,130899,R,0,R,0,R,0,R,1635,R,0,R,,A,38890,R,171424,R
175494,Chris Beauty College,403430,R,391327,R,5325,R,0,R,0,R,114873,R,,A,0,R,914955,R
475510,Christie's Education,2341809,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2341809,R
475468,Christine Valmy International School of Esthetics & Cosmetology,626704,R,0,R,0,R,0,R,0,R,84991,R,,A,0,R,711695,R
461829,Cinta Aveda Institute,2505062,R,481188,R,0,R,0,R,0,R,539005,R,,A,0,R,3525255,R
112181,Citrus Heights Beauty College,592000,R,0,R,0,R,0,R,63000,R,330000,R,,A,0,R,985000,R
206969,Claremore Beauty College,127393,R,0,R,0,R,0,R,0,R,24936,R,,A,467,R,152796,R
237321,Clarksburg Beauty Academy and School of Massage Therapy,578575,R,528173,R,90819,R,0,R,3807,R,80193,R,,A,349152,R,1630719,R
450401,Clary Sage College,4353132,R,0,R,0,R,0,R,0,R,614572,R,37744,R,6266,R,5011714,R
202055,Cleveland Institute of Dental-Medical Assistants-Cleveland,2947091,R,2595543,R,29250,R,53625,R,28307,R,396087,R,,A,0,R,6049903,R
366155,Cloyd's Barber School 2 Inc,285215,R,0,R,0,R,0,R,0,R,34471,R,,A,0,R,319686,R
158538,Cloyd's Beauty School 1 Inc,276046,R,0,R,0,Z,0,Z,0,Z,24295,R,,A,0,R,300341,R
248527,Cloyd's Beauty School 3 Inc,348024,R,0,R,0,R,0,R,0,R,44360,R,,A,0,R,392384,R
449393,Coachella Valley Beauty College,663886,R,0,R,0,R,0,R,0,R,92267,R,,A,0,R,756153,R
