UnitID,Institution Name,Tuition and fees (F9798_F3),Imputation/Status Flag For Tuition and fees (F9798_F3),Federal appropriations  grants and contracts (F9798_F3),Imputation/Status Flag For Federal appropriations  grants and contracts (F9798_F3),State and local appropriations  grants and contracts (F9798_F3),Imputation/Status Flag For State and local appropriations  grants and contracts (F9798_F3),Private grants and contracts (F9798_F3),Imputation/Status Flag For Private grants and contracts (F9798_F3),Investment income and investment gains (losses) included in net income (F9798_F3),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F9798_F3),Sales and services of educational activities (F9798_F3),Imputation/Status Flag For Sales and services of educational activities (F9798_F3),Sales and services of auxiliary enterprises (F9798_F3),Imputation/Status Flag For Sales and services of auxiliary enterprises (F9798_F3),Other revenue (F9798_F3),Imputation/Status Flag For Other revenue (F9798_F3),Total revenues and investment return (F9798_F3),Imputation/Status Flag For Total revenues and investment return (F9798_F3)
123110,SCHOOL OF COMMUNICATIONS ELECTRONICS,411232,R,27864,R,0,R,0,R,0,R,0,R,0,R,0,R,439096,R
197151,School of Visual Arts,46093000,R,0,R,0,R,0,R,488000,R,0,R,0,R,534000,R,47115000,R
215895,Schuylkill Institute of Business Technology,2266934,N,0,N,0,N,0,N,18682,N,148842,N,17309,N,0,N,2451767,N
219134,SI TANKA UNIVERSITY-HURON CAMPUS,1644434,R,1455318,R,0,R,0,R,0,R,0,R,1253701,R,0,R,4353453,R
195492,Simmons Institute of Funeral Service Inc,654031,R,0,R,0,R,0,R,733,R,0,R,27213,R,0,R,681977,R
248943,Skyline College-Richmond,5883420,R,918987,R,60139,R,0,R,215760,R,0,R,0,R,12624,R,7090930,R
261931,Skyline College-Roanoke,2201773,N,0,N,0,N,0,N,628,N,0,N,0,N,7524,N,2209925,N
421920,Sonoma College,683909,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,683909,R
123642,South Coast College,1509350,R,443862,R,5645,R,0,R,22920,R,42818,R,0,R,3089,R,2027684,R
220552,South College,3885256,R,0,R,0,R,0,R,31998,R,0,R,384506,R,13201,R,4314961,R
198242,South College-Asheville,782396,R,0,R,0,R,0,R,33679,R,0,R,105981,R,3884,R,925940,R
216083,South Hills School of Business & Technology,1140995,R,1313415,R,508148,R,8777,R,30167,R,24940,R,369923,R,248476,R,3644841,R
251312,South University-Columbia,1453647,R,0,R,0,R,0,R,114,R,0,R,148975,R,1358,R,1604094,R
101116,South University-Montgomery,1550342,R,0,R,0,R,0,R,33787,R,0,R,150053,R,3629,R,1737811,R
139579,South University-Savannah,3328927,R,0,R,0,R,0,R,37951,R,0,R,304705,R,150364,R,3821947,R
133465,South University-West Palm Beach,2856044,R,0,R,0,R,0,R,20507,R,0,R,234888,R,1382,R,3112821,R
399869,Southern California Institute of Technology,1535926,N,186538,N,4936,N,0,N,0,N,149629,N,0,N,24594,N,1901623,N
367787,SOUTHERN CALIFORNIA INTERNATIONAL COLLEGE-BREA,1608281,R,58404,R,10829,R,0,R,9737,R,0,R,0,R,0,R,1687251,R
137403,SOUTHERN COLLEGE,1197675,N,410177,N,18475,N,0,N,0,N,0,N,132119,N,0,N,1758446,N
366605,Southwest Acupuncture College-Santa Fe,1566060,R,0,R,0,R,0,R,0,R,351824,R,208969,R,0,R,2126853,R
228291,Southwest Institute of Technology,1102911,A,137435,R,0,R,0,R,0,R,0,R,65861,R,20861,R,1327068,R
402776,Southwest University of Visual Arts-Albuquerque,2444241,L,0,L,0,L,0,L,0,L,0,L,0,L,0,L,2444241,L
104188,Southwest University of Visual Arts-Tucson,6196567,N,1747750,N,0,N,0,N,8034,N,0,N,0,N,95654,N,8048005,N
126605,Spartan College of Aeronautics and Technology,435029,R,0,R,0,R,0,R,2071,R,0,R,0,R,1392049,R,1829149,R
207254,Spartan College of Aeronautics and Technology,2751806,R,0,R,0,R,0,R,0,R,1328580,R,0,R,4697079,R,8777465,R
157766,Spencerian College-Louisville,3935393,R,0,R,0,R,0,R,0,R,0,R,279085,R,51827,R,4266305,R
205887,Stautzenberger College-Maumee,2050381,R,0,R,0,R,0,R,0,R,0,R,0,R,374192,R,2424573,R
230630,Stevens-Henager College,1641611,R,1636000,R,0,R,0,R,0,R,0,R,0,R,5200,R,3282811,R
178767,Stevens-The Institute of Business & Arts,761593,R,103963,R,24698,R,0,R,0,R,0,R,0,R,5496,R,895750,R
131803,Strayer University-District of Columbia,50961047,R,0,R,0,R,0,R,2003052,R,695012,R,0,R,661694,R,54320805,R
157270,Sullivan College of Technology and Design,3932529,R,0,R,0,R,0,R,0,R,0,R,287659,R,147170,R,4367358,R
157793,Sullivan University,15819239,R,0,R,0,R,0,R,0,R,0,R,1423851,R,162837,R,17405927,R
133261,SUMMIT INSTITUTE,1129020,R,0,R,0,R,0,R,9687,R,0,R,0,R,0,R,1138707,R
149310,Taylor Business Institute,2751806,N,0,N,0,N,0,N,0,N,1328580,N,0,N,4697079,N,8777465,N
196477,Technical Career Institutes,26281000,R,9480000,R,9983000,R,0,R,0,R,1851000,R,0,R,343000,R,47938000,R
430704,Texas Health and Science University,206661,R,0,R,0,R,0,R,380,R,8356,R,0,R,97890,R,313287,R
406307,THE ACADEMY,2347362,N,0,N,0,N,0,N,24262,N,270962,N,0,N,47011,N,2689597,N
138813,The Art Institute of Atlanta,14167697,R,0,R,0,R,0,R,0,R,0,R,1947710,R,0,R,16115407,R
200624,The Art Institute of Cincinnati-AIC College of Design,424772,R,0,R,0,R,0,R,0,R,0,R,5996,R,0,R,430768,R
126702,The Art Institute of Colorado,18180523,R,925414,R,0,R,0,R,0,R,2308013,R,0,R,0,R,21413950,R
132338,The Art Institute of Fort Lauderdale,3051464,N,101074,N,0,N,0,N,47514,N,0,N,0,N,1554,N,3201606,N
222938,The Art Institute of Houston,15732549,R,1076996,R,0,R,0,R,0,R,0,R,1754863,R,0,R,18564408,R
182111,The Art Institute of Las Vegas,1138861,N,0,N,0,N,0,N,0,N,0,N,0,N,9248,N,1148109,N
210942,The Art Institute of Philadelphia,19818347,R,1969755,R,1356333,R,0,R,0,R,0,R,3189697,R,0,R,26334132,R
428444,The Art Institute of Phoenix,6582876,R,463679,R,0,R,0,R,0,R,0,R,395396,R,215449,R,7657400,R
210960,The Art Institute of Pittsburgh,20189555,R,2580531,R,2743147,R,1175296,R,0,R,0,R,4199750,R,411900,R,31300179,R
208239,The Art Institute of Portland,310558,R,715678,R,0,R,0,R,16,R,48979,R,0,R,0,R,1075231,R
234492,The Art Institute of Seattle,26489382,R,1443699,R,0,R,0,R,0,R,0,R,3694486,R,0,R,31627567,R
173887,The Art Institutes International-Minnesota,2147293,R,116593,R,0,R,0,R,0,R,0,R,187965,R,0,R,2451851,R
210906,The Art Institutes of York-PA,2723942,R,0,R,0,R,0,R,22464,R,0,R,42424,R,18376,R,2807206,R
384209,The Bryman School of Arizona,9340322,R,0,R,0,R,0,R,23244,R,0,R,0,R,17868,R,9381434,R
143075,The College of Office Technology,3916403,N,0,N,0,N,0,N,0,N,0,N,56784,N,34757,N,4007944,N
197285,The College of Westchester,7521897,R,1004423,R,0,R,0,R,0,R,0,R,0,R,20504,R,8546824,R
148177,The Illinois Institute of Art-Chicago,9254555,R,0,R,0,R,0,R,0,R,1043080,R,0,R,53600,R,10351235,R
167321,The New England Institute of Art,3191761,R,240651,R,44725,R,39535,R,29530,R,0,R,0,R,0,R,3546202,R
206394,The North Coast College,900582,R,137845,R,23478,R,0,R,2091,R,70743,R,0,R,95626,R,1230365,R
126049,Thomas Jefferson School of Law,8494881,R,0,R,0,R,0,R,186093,R,0,R,33806,R,94154,R,8808934,R
156019,TOPEKA TECHNICAL COLLEGE,1475497,R,0,R,0,R,0,R,0,R,0,R,0,R,192370,R,1667867,R
211325,Triangle Tech Carpentry Inc,598226,R,0,R,0,R,0,R,1779,R,65011,R,0,R,0,R,665016,R
216436,Triangle Tech Inc-Pittsburgh,8243742,R,0,R,0,R,0,R,100468,R,711126,R,0,R,79048,R,9134384,R
206224,Trumbull Business College,1353276,R,0,R,0,R,0,R,27527,R,0,R,0,R,0,R,1380803,R
363934,University of Advancing Technology,8133577,R,0,R,0,R,0,R,42771,R,0,R,0,R,17316,R,8193664,R
406006,University of Phoenix-Bay Area Campus,32940317,R,472507,R,0,R,0,R,0,R,1876264,R,0,R,429918,R,35719006,R
432232,University of Phoenix-Central Florida Campus,4711198,R,87501,R,0,R,0,R,0,R,34631,R,0,R,67080,R,4900410,T
405988,University of Phoenix-Colorado Campus,21756719,R,622713,R,0,R,0,R,0,R,194449,R,0,R,780871,R,23354752,R
421018,University of Phoenix-Detroit Campus,12034212,R,186324,R,0,R,0,R,0,R,66798,R,0,R,210585,R,12497919,R
420042,University of Phoenix-Hawaii,5947592,R,189120,R,0,R,0,R,0,R,24957,R,0,R,76621,R,6238290,R
416962,University of Phoenix-Las Vegas Campus,7520571,R,0,R,0,R,0,R,0,R,52113,R,0,R,15004,R,7587688,A
421009,University of Phoenix-Louisiana Campus,3821107,R,156285,R,0,R,0,R,0,R,25507,R,0,R,55133,R,4058032,R
405997,University of Phoenix-New Mexico,12657420,R,743435,A,0,R,0,R,0,R,105065,R,0,R,60525,R,13566445,R
372213,University of Phoenix-Online Campus,31104196,R,163293,R,0,R,0,R,0,R,451414,R,0,R,4301,R,31723204,R
432241,University of Phoenix-Oregon,1250473,R,25318,R,0,R,0,R,0,R,12426,A,0,R,0,R,1288217,R
105516,University of Phoenix-Phoenix Campus,40697098,R,842010,R,0,R,0,R,0,R,3314155,R,0,R,697294,R,45550557,R
382063,University of Phoenix-Puerto Rico,4335002,R,50400,R,0,R,0,R,0,R,206027,R,0,R,499105,R,5090534,R
419509,University of Phoenix-Sacramento Valley Campus,11826367,R,372155,R,0,R,0,R,0,R,768280,R,0,R,125934,R,13092736,R
372222,University of Phoenix-San Diego Campus,20284982,R,651695,R,0,R,0,R,0,R,181915,R,0,R,143156,R,21261748,R
405979,University of Phoenix-Southern Arizona Campus,12165607,R,379388,R,0,R,0,R,0,R,894370,R,0,R,158296,R,13597661,R
406015,University of Phoenix-Southern California Campus,51792024,R,1121728,R,0,R,0,R,0,R,292525,R,0,R,343852,R,53550129,R
380465,University of Phoenix-Utah,10971495,R,379388,R,0,R,0,R,0,R,640817,R,0,R,70986,A,12062686,R
432223,University of Phoenix-Washington,1309555,R,21590,R,0,R,0,R,0,R,18096,R,0,R,0,R,1349241,R
384412,University of the Potomac-Washington DC Campus,1091557,R,0,R,0,R,0,R,0,R,57174,A,0,A,0,R,1148731,R
197081,Utica School of Commerce,2888156,R,0,R,0,R,0,R,0,R,0,R,45336,R,0,R,2933492,R
245342,Vatterott College-Berkeley,13749416,R,0,R,0,R,0,R,-302404,R,64689,R,11310,R,0,R,13523011,R
213914,Vet Tech Institute,1197965,R,585397,R,121178,R,0,R,0,R,0,R,0,R,0,R,1904540,R
420307,Virginia College-Birmingham,3351481,R,0,R,0,R,0,R,0,R,0,R,0,R,108595,R,3460076,R
420316,Virginia College-Huntsville,1481148,R,0,R,0,R,0,R,0,R,0,R,0,R,10775,R,1491923,R
230074,Vista College,2823152,N,0,N,0,N,0,N,0,N,0,N,0,N,1210996,N,4034148,N
377342,Vista College-Online,1648240,N,0,N,0,N,0,N,0,N,1280,N,0,N,2828,N,1652348,N
403399,Volunteer Beauty Academy-System Office,402532,R,298574,R,0,R,0,R,0,R,237027,R,0,R,5021,R,943154,R
226879,Wade College,1485748,R,0,R,0,R,0,R,34490,R,0,R,25606,R,0,R,1545844,R
125231,Walden University,14564174,R,0,R,0,R,0,R,92843,R,0,R,0,R,785602,R,15442619,R
215637,Walnut Hill College,5080835,R,526732,R,194965,R,0,R,48919,R,0,R,376148,R,27279,R,6254878,R
206473,WEST SIDE INSTITUTE OF TECHNOLOGY,9699089,N,2217328,N,0,N,0,N,96000,N,0,N,0,N,370946,N,12383363,N
405526,WEST VIRGINIA BUSINESS COLLEGE-NUTTER FORT,141692,R,308324,R,0,R,0,R,0,R,0,R,0,R,101940,R,551956,R
237978,West Virginia Business College-Wheeling,23990116,N,0,N,0,N,0,N,0,N,0,N,0,N,717535,N,24707651,N
237996,West Virginia Junior College-Morgantown,2221038,R,0,R,0,R,0,R,10059,R,0,R,0,R,0,R,2231097,R
417114,Western Career College-Fremont,10348578,R,0,R,0,R,0,R,34400,R,0,R,0,R,18180,R,10401158,R
126030,Western State College of Law at Argosy University,10794291,A,162358,R,162358,R,0,R,0,R,0,R,79756,R,184726,R,11383489,R
224660,Western Technical College,2204511,R,710630,R,76156,R,0,R,26670,R,0,R,0,R,0,R,3017967,R
224679,Western Technical College,1879743,R,362944,R,95586,R,0,R,20119,R,0,R,0,R,0,R,2358392,R
381787,Westwood College-Aurora Campus,866807,A,0,R,0,R,0,R,0,R,0,R,0,R,533213,A,1400020,A
127024,Westwood College-Denver North,2195488,R,0,R,0,R,0,R,0,R,0,R,0,R,1973278,R,4168766,R
197522,Wood Tobe-Coburn School,4569510,R,0,R,0,R,0,R,0,R,2070,R,356062,R,2546,R,4930188,R
240718,WyoTech,13864251,R,0,R,0,R,0,R,0,R,0,R,2404894,R,0,R,16269145,R
123208,Wyotech-Fremont,8731357,R,1712295,R,0,R,0,R,0,R,0,R,-101081,R,180194,R,10522765,R
217086,Yorktowne Business Institute,701051,R,276051,R,216823,R,0,R,13361,R,0,R,0,R,8445,R,1215731,R
217077,YTI Career Institute-York,8043338,R,0,R,0,R,0,R,96611,R,0,R,0,R,221153,R,8361102,R
