UnitID,Institution Name,Tuition and fees (F0304_F3_RV),Imputation/Status Flag For Tuition and fees (F0304_F3_RV),Federal appropriations  grants and contracts (F0304_F3_RV),Imputation/Status Flag For Federal appropriations  grants and contracts (F0304_F3_RV),State and local appropriations  grants and contracts (F0304_F3_RV),Imputation/Status Flag For State and local appropriations  grants and contracts (F0304_F3_RV),Private grants and contracts (F0304_F3_RV),Imputation/Status Flag For Private grants and contracts (F0304_F3_RV),Investment income and investment gains (losses) included in net income (F0304_F3_RV),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F0304_F3_RV),Sales and services of educational activities (F0304_F3_RV),Imputation/Status Flag For Sales and services of educational activities (F0304_F3_RV),Sales and services of auxiliary enterprises (F0304_F3_RV),Imputation/Status Flag For Sales and services of auxiliary enterprises (F0304_F3_RV),Other revenue (F0304_F3_RV),Imputation/Status Flag For Other revenue (F0304_F3_RV),Total revenues and investment return (F0304_F3_RV),Imputation/Status Flag For Total revenues and investment return (F0304_F3_RV)
227003,Altierus Career College-San Antonio,8864107,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,8864107,R
137801,Altierus Career College-Tampa,20070160,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,20070160,R
127787,Altierus Career College-Thornton,9918373,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9918373,R
171322,Altierus Career Education-Southfield,11641387,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,11641387,R
210748,Altoona Beauty School Inc,221368,R,115321,R,0,R,0,R,22860,R,72794,R,0,R,0,R,432343,R
142869,Alvareitas College of Cosmetology-Edwardsville,87409,R,0,R,0,R,0,R,2,R,62956,R,0,R,378816,R,529183,R
142878,Alvareitas College of Cosmetology-Godfrey,110671,R,0,R,0,R,0,R,4796,R,368308,R,0,Z,-110671,R,373104,R
365107,America's Career Institute,125117,N,147801,N,0,N,0,N,0,N,5892,N,0,N,0,N,278810,N
142887,American Academy of Art College,5186922,R,381268,R,0,R,0,R,44389,R,0,R,0,R,0,R,5612579,R
417497,American Academy of Hair Design,911613,R,0,R,0,R,0,R,0,R,341323,R,0,R,0,R,1252936,R
444370,American Advanced Technicians Institute,562464,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,562464,R
431637,American Beauty Academy,649302,R,0,R,0,R,0,R,0,Z,0,Z,33835,R,0,R,683137,R
108977,American Beauty College,13131,R,108871,R,0,R,0,R,0,R,14556,R,0,R,1140,R,137698,R
365453,American Beauty Institute,48000,R,0,R,13075,R,0,R,72840,R,0,R,0,R,56328,R,190243,R
206783,American Broadcasting School-Oklahoma City,2081040,R,0,R,0,R,0,R,6346,R,0,R,0,R,0,R,2087386,R
109040,American Career College-Los Angeles,20292205,R,0,R,0,R,0,R,6845,R,0,R,0,R,0,R,20299050,R
444176,American Career Institute-Wheaton,563098,R,21275,R,0,R,0,R,0,R,0,R,0,R,0,R,584373,R
429085,American College of Acupuncture and Oriental Med,960560,R,0,R,0,R,98126,R,826,R,278086,R,0,R,0,R,1337598,R
179229,American College of Hair Design Inc,91611,R,213118,R,0,R,0,R,6328,R,85366,R,0,R,0,R,396423,R
153092,American College of Hairstyling-Cedar Rapids,150759,R,0,R,0,R,0,R,0,R,118592,R,10915,R,0,R,280266,R
153588,American College of Hairstyling-Des Moines,175663,R,0,R,0,R,0,R,16372,R,137636,R,10164,R,0,R,339835,R
422835,American College of Healthcare and Technology,929951,R,0,R,0,R,0,R,0,R,0,R,0,R,250,R,930201,R
429216,American College of Medical Technology,1689871,R,1021527,R,0,R,376526,R,2431,R,0,R,0,R,100000,R,3190355,R
222691,American Commercial College-Abilene,804328,R,414689,R,62080,R,0,R,9545,R,0,R,0,R,0,R,1290642,R
222682,American Commercial College-Lubbock,967313,R,442433,R,82567,R,0,R,9454,R,0,R,0,R,30,R,1501797,R
222707,American Commercial College-Odessa,474892,R,454877,R,18355,R,0,R,7620,R,0,R,0,R,0,R,955744,R
222673,American Commercial College-San Angelo,572303,R,323564,R,55244,R,0,R,7481,R,0,R,0,R,0,R,958592,R
423582,American Commercial College-Wichita Falls,552829,R,313073,R,258142,R,0,Z,9588,R,0,Z,0,Z,0,R,1133632,R
241146,American Educational College,367040,R,2799378,R,0,Z,0,Z,3818,R,0,Z,0,Z,0,R,3170236,R
441636,American Institute of Alternative Medicine,1546568,R,0,R,0,Z,0,Z,614,R,509676,R,0,Z,-214077,R,1842781,R
103811,American Institute of Trucking,4517321,R,0,R,0,R,0,R,60182,R,0,R,0,R,682007,R,5259510,R
129482,American Institute-West Hartford,2548167,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2548167,R
109013,American InterContinental University,25788541,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,25788541,R
138725,American InterContinental University,153415910,R,0,R,0,Z,0,Z,0,Z,0,Z,12896305,R,1383368,R,167695583,R
438586,American InterContinental University-Atlanta,25655230,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,25655231,R
445133,American InterContinental University-Houston,52307,R,76495,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,128802,R
438601,American InterContinental University-South Florida,27596118,R,0,R,0,R,0,R,0,R,0,R,4317556,R,0,R,31913674,R
376987,American National College,216534,R,0,R,0,R,0,R,0,R,75067,R,0,R,0,R,291601,R
420194,American National College,587396,R,460302,R,0,R,0,R,95698,R,0,Z,0,R,0,R,1143396,R
232797,American National University,7292688,R,8547898,R,103138,R,1159466,R,94741,R,1897484,R,484736,R,124768,R,19704919,R
157021,American National University-Pikeville,4561822,R,4851917,R,1091843,R,638141,R,49326,R,1182966,R,0,R,128733,R,12504748,R
158158,American School of Business,294516,R,442237,R,0,Z,0,Z,485,R,0,Z,0,Z,0,R,737238,R
203225,American School of Technology,1746322,R,0,R,52500,R,16300,R,31450,R,0,R,0,R,619855,R,2466427,R
441715,American Technological College,488657,R,0,R,0,R,0,R,0,R,100905,R,0,R,-84234,R,505328,R
433004,American University of Health Sciences,837000,R,0,R,0,R,0,R,0,R,0,R,0,R,402,R,837402,R
229957,AmeriTech College-Provo,3436580,R,0,R,0,R,0,R,67,R,0,R,0,R,0,R,3436647,R
444389,Anamarc College-El Paso Central,1568187,R,118605,R,172747,R,0,R,0,R,0,R,0,R,0,R,1859539,R
441399,Angley College,405519,R,0,R,0,R,0,R,0,R,500598,R,0,R,99075,R,1005192,R
434292,Anson College of Cosmetology,25000,R,8150,R,0,R,6700,R,0,R,8150,R,0,Z,0,R,48000,R
445601,Anthem Career College-Memphis,1502730,R,0,R,0,R,0,R,4974,R,0,R,0,R,7200,R,1514904,R
440110,Anthem Career College-Nashville,11139653,R,0,R,0,R,0,R,36873,R,0,R,0,R,53375,R,11229901,R
410539,Anthem College-Denver,6100514,R,0,R,0,R,0,R,20193,R,0,R,0,R,29230,R,6149937,R
443739,Anthem College-Fenton,2211875,R,0,R,0,R,0,R,6360,R,0,R,0,R,2426,R,2220661,R
440129,Anthem College-Irving,8925663,R,0,R,0,R,0,R,29545,R,0,R,0,R,42766,R,8997974,R
445610,Anthem College-Kansas City,4193331,R,0,R,0,R,0,R,13880,R,0,R,0,R,20093,R,4227304,R
176549,Anthem College-Maryland Heights,7250161,R,0,R,0,R,0,R,20846,R,0,R,0,R,7952,R,7278959,R
430050,Anthem College-Minnesota,7781107,R,0,R,0,R,0,R,25756,R,0,R,0,R,37283,R,7844146,R
436225,Anthem College-Orlando,10940908,R,0,R,0,R,0,R,36215,R,0,R,0,R,52424,R,11029547,R
104805,Anthem College-Phoenix,54261164,R,0,R,0,R,0,R,165729,R,0,R,0,R,239898,R,54666791,R
413635,Anthem College-Sacramento,5971614,R,0,R,0,R,0,R,19767,R,0,R,0,R,28612,R,6019993,R
442462,Anthem Institute-Cherry Hill,3590000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3590000,R
442648,Anthem Institute-Las Vegas,4507663,R,0,R,0,R,0,R,14921,R,0,R,0,R,21598,R,4544182,R
441584,Anthem Institute-Manhattan,16189000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,16189000,R
213312,Anthem Institute-Springfield,8062000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,8062000,R
241182,Antilles School of Technical Careers,1839629,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1839629,R
201016,Antonelli College-Cincinnati,9661907,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9661907,R
210890,Antonelli Institute,2588690,R,0,R,0,R,0,R,392,R,0,R,11508,R,0,R,2600590,R
250072,Antonelli Medical and Professional Institute,535015,R,0,R,0,Z,0,Z,2109,R,0,Z,75995,R,0,R,613119,R
429094,AOMA Graduate School of Integrative Medicine,1478934,R,0,R,0,R,0,R,2734,R,1190117,R,0,R,0,R,2671785,R
150075,Apex Academy of Hair Design Inc,114337,R,25741,R,0,Z,0,Z,0,Z,73787,R,0,Z,203,R,214068,R
188890,Apex Technical School,21179380,R,0,R,0,Z,0,Z,33815,R,0,Z,0,Z,2156753,R,23369948,R
237127,Appalachian Beauty School,19963,R,142825,R,0,R,0,R,1092,R,27887,R,0,R,10200,R,201967,R
367936,Argosy University-Atlanta,10628777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,10628777,R
145770,Argosy University-Chicago,9761072,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9761072,R
366748,Argosy University-Hawaii,3968762,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3968762,R
419457,Argosy University-Northern Virginia,7944793,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,7944793,R
436094,Argosy University-Phoenix,4298181,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4298181,R
121983,Argosy University-San Francisco Bay Area,4434050,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4434050,R
137148,Argosy University-Sarasota,16024721,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,16024721,R
420866,Argosy University-Schaumburg,4422822,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4422822,R
439057,Argosy University-Seattle,3155391,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3155391,R
428268,Argosy University-Tampa,4426573,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4426573,R
410502,Argosy University-The Art Institute of California-Hollywood,4250780,R,908773,R,0,R,0,R,0,R,0,R,24450,R,-26881,R,5157122,R
432533,Argosy University-The Art Institute of California-Los Angeles,27939069,R,3358583,R,0,Z,0,Z,0,Z,0,Z,2752094,R,0,R,34049746,R
441973,Argosy University-The Art Institute of California-Orange County,22945540,R,2001545,R,0,Z,0,Z,0,Z,0,Z,2019461,R,0,R,26966546,R
117113,Argosy University-The Art Institute of California-San Diego,21651741,R,1511414,R,0,Z,0,Z,0,Z,0,Z,1668880,R,0,R,24832035,R
117928,Argosy University-The Art Institute of California-San Francisco,13988472,R,1176350,R,0,Z,0,Z,0,Z,0,Z,2231041,R,0,R,17395863,R
173984,Argosy University-Twin Cities,14850886,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,14850886,R
103954,Arizona Academy of Beauty,630817,R,0,R,0,R,0,R,4235,R,128684,R,1668,R,0,R,765404,R
262235,Arizona Academy of Beauty-North,558918,R,0,R,0,R,0,R,3499,R,117031,R,5046,R,0,R,684494,R
421708,Arizona College of Nursing-Tempe,1876880,R,0,R,0,R,0,R,3788,R,38310,R,0,R,750000,R,2668978,R
371140,Arkansas Beauty School,45494,R,178311,R,0,R,0,Z,0,Z,85321,R,0,Z,0,R,309126,R
106315,Arkansas Beauty School-Little Rock,23697,R,204979,R,4124,R,0,R,0,R,87457,R,0,R,0,R,320257,R
106351,Arkansas Technical School,300511,R,0,R,0,R,0,R,0,R,114619,R,0,R,0,R,415130,R
222886,Arlington Career Institute,2324647,R,0,R,159946,R,0,R,7024,R,0,R,0,R,0,R,2491617,R
429100,Arlington Medical Institute,220573,R,0,R,0,R,0,R,1700,R,0,R,0,R,373928,R,596201,R
219587,Arnolds Beauty School,412395,R,0,R,0,R,0,R,1965,R,93836,R,318374,R,16763,R,843333,R
106360,Arthur's Beauty College,222581,R,0,R,0,R,0,R,144,R,0,R,0,R,149024,R,371749,R
106494,Arthur's Beauty College,316316,R,0,R,0,R,0,R,309,R,0,R,0,R,496109,R,812734,R
414063,Artistic Academy of Hair Design,948180,R,0,R,0,R,0,R,455,R,51509,R,0,R,0,R,1000144,R
378886,Artistic Nails and Beauty Academy-Tampa,493802,R,0,R,0,R,0,R,0,R,86363,R,0,R,273,R,580438,R
404994,ASA College,33680055,R,0,R,0,R,0,R,59511,R,0,R,0,R,0,R,33739566,R
382382,Ascension College,1549405,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1549405,R
234119,Asher Institute of Hampton,510150,R,0,R,0,R,0,R,300,R,0,R,0,R,2700,R,513150,R
393861,Asian-American International Beauty College,198306,R,490707,R,404694,R,0,R,0,R,0,R,50124,R,8265,R,1152096,R
428037,Askins Vo-Tech,55597,R,19600,R,15800,R,0,Z,0,Z,0,Z,0,Z,0,R,90997,R
391546,ASM Beauty World Academy,246536,R,255175,R,0,R,0,R,0,R,0,R,0,R,0,R,501711,R
109749,Associated Technical College,291302,R,59946,R,0,R,0,R,0,R,0,R,0,R,0,R,351248,R
109721,Associated Technical College-Los Angeles,1793863,R,2153663,R,0,R,0,R,0,R,1793863,R,0,R,618798,R,6360187,R
109730,Associated Technical College-San Diego,2280062,R,438768,R,0,R,0,R,0,R,1793863,R,0,R,0,R,4512693,R
444361,ATA College,311883,R,0,R,0,R,0,R,2088,R,0,R,0,R,0,R,313971,R
249247,ATI Career Training Center-Dallas,9700312,R,0,R,0,R,0,R,63954,R,0,R,0,R,32178,R,9796444,R
137892,ATI Career Training Center-Fort Lauderdale,3950010,R,0,R,0,R,0,R,9668,R,0,R,0,R,21968,R,3981646,R
136738,ATI Career Training Center-Miami,4358115,R,0,R,0,R,0,R,13469,R,0,R,0,R,9318,R,4380902,R
250920,ATI Career Training Center-North Richland Hills,6815027,R,0,R,0,R,0,R,27098,R,0,R,0,R,16006,R,6858131,R
136747,ATI Career Training Center-Oakland Park,3712950,R,0,R,0,R,0,R,6526,R,0,R,0,R,2463,R,3721939,R
134875,ATI College of Health,4358272,R,0,R,0,R,0,R,41733,R,0,R,0,R,-1459440,R,2940565,R
444325,ATI College-Whittier,1114064,R,0,R,0,R,0,R,0,R,0,R,0,R,76450,R,1190514,R
222761,ATI Technical Training Center,6876565,R,0,R,0,R,0,R,35440,R,0,R,0,R,79138,R,6991143,R
419244,Atlanta Institute of Music and Media,637758,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,637758,R
138938,Atlanta School of Massage,2577425,R,0,R,0,R,0,R,8231,R,618175,R,0,R,302605,R,3506436,R
385929,Audio Recording Technology Institute,1002087,R,0,R,0,R,0,R,0,R,0,R,0,R,2173,R,1004260,R
444556,Auguste Escoffier School of Culinary Arts-Austin,105991,R,0,R,0,R,439,R,0,R,0,R,0,R,207334,R,313764,R
225867,Austin Business College,805874,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,805874,R
188988,Austin's School of Spa Technology,384653,R,217453,R,0,R,0,R,0,R,55064,R,0,R,4286,R,661456,R
418782,Automeca Technical College-Aguadilla,1316482,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1316482,R
419703,Automeca Technical College-Bayamon,3036284,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3036284,R
419712,Automeca Technical College-Caguas,1118693,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1118693,R
419721,Automeca Technical College-Ponce,1392292,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1392292,R
211006,Automotive Training Center-Exton,5144436,R,392503,R,414864,R,33180,R,8338,R,130205,R,608933,R,42557,R,6775016,R
372356,Avalon Institute-Aurora,1292514,R,0,R,0,R,0,R,0,R,368386,R,0,R,0,R,1660900,R
104568,Avalon Institute-Mesa,717314,R,0,R,0,R,0,R,0,R,250449,R,0,R,0,R,967763,R
108649,Avalon School of Cosmetology-Alameda,423620,R,0,R,0,R,0,R,929,R,177793,R,0,R,0,R,602342,R
393977,Avance Beauty College,52987,R,106840,R,0,Z,46250,R,1463,R,26520,R,0,Z,0,R,234060,R
173744,Aveda Arts & Sciences Institute Minneapolis,7090000,R,0,R,0,R,0,R,2438000,R,3118000,R,0,R,0,R,12646000,R
160320,Aveda Arts & Sciences Institute-Covington,3754580,R,0,R,0,Z,0,Z,0,Z,2231014,R,0,Z,89148,R,6074742,R
162830,Aveda Institute-Maryland,144088,R,111806,R,4500,R,1000,R,0,R,67381,R,0,R,0,R,328775,R
142407,Aveda Institute-Twin Falls,105812,R,0,R,0,R,0,R,491,R,209453,R,102323,R,127482,R,545561,R
158778,Avery James School of Cosmetology,179226,R,0,R,0,R,0,R,4451,R,26258,R,1085,R,0,R,211020,R
440059,Aviation Institute of Maintenance-Atlanta,2001485,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2001485,R
441788,Aviation Institute of Maintenance-Dallas,574796,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,574796,R
227748,Aviation Institute of Maintenance-Houston,5371045,R,0,R,0,R,0,R,0,R,216970,R,0,R,0,R,5588015,R
438735,Aviation Institute of Maintenance-Indianapolis,1289951,R,0,R,0,R,0,R,0,R,242413,R,51637,R,0,R,1584001,R
441496,Aviation Institute of Maintenance-Kansas City,1457709,R,0,R,0,R,0,R,0,R,0,R,0,R,140729,R,1598438,R
427973,Aviation Institute of Maintenance-Norfolk,2356602,R,0,R,0,R,0,R,0,R,7394,R,0,R,262105,R,2626101,R
250285,Aviation Institute of Maintenance-Philadelphia,1747200,R,0,R,0,R,0,R,0,R,73600,R,0,R,423772,R,2244572,R
187000,Aviation Institute of Maintenance-Teterboro,1248545,R,0,R,0,R,0,R,82,R,10697,R,24876,R,0,R,1284200,R
161800,Award Beauty School,226089,R,0,R,0,Z,0,Z,0,Z,274274,R,0,Z,0,R,500363,R
158246,Ayers Career College,656576,R,469658,R,0,R,2175,R,4358,R,0,R,0,R,0,R,1132767,R
414489,Baldwin Beauty School-North Austin,656624,R,0,R,0,R,0,R,0,R,281645,R,0,Z,0,R,938269,R
223056,Baldwin Beauty School-South Austin,535405,R,0,R,0,Z,0,Z,0,Z,180058,R,0,Z,12037,R,727500,R
161855,Baltimore Studio of Hair Design,165990,R,506657,R,0,R,0,R,0,R,155263,R,0,R,37057,R,864967,R
164599,Bancroft School of Massage Therapy,1336352,R,0,R,0,R,0,R,15000,R,95000,R,0,R,42378,R,1488730,R
445586,Banner Institute-Chicago,2822000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2822000,R
156277,Barrett and Company School of Hair Design,157996,R,270080,R,0,R,0,R,4577,R,164567,R,0,R,67418,R,664638,R
158282,Bastrop Beauty School Inc,149401,R,0,R,0,R,0,R,1667,R,29880,R,0,R,4012,R,184960,R
373447,Baton Rouge College,344428,R,0,R,0,R,0,R,12526,R,67503,R,0,R,0,R,424457,R
158343,Baton Rouge School of Computers,389952,R,0,R,0,R,0,R,5010,R,0,R,0,R,893982,R,1288944,R
