UnitID,Institution Name,Tuition and fees (F9900F3),Imputation/Status Flag For Tuition and fees (F9900F3),Federal appropriations  grants and contracts (F9900F3),Imputation/Status Flag For Federal appropriations  grants and contracts (F9900F3),State and local appropriations  grants and contracts (F9900F3),Imputation/Status Flag For State and local appropriations  grants and contracts (F9900F3),Private grants and contracts (F9900F3),Imputation/Status Flag For Private grants and contracts (F9900F3),Investment income and investment gains (losses) included in net income (F9900F3),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F9900F3),Sales and services of educational activities (F9900F3),Imputation/Status Flag For Sales and services of educational activities (F9900F3),Sales and services of auxiliary enterprises (F9900F3),Imputation/Status Flag For Sales and services of auxiliary enterprises (F9900F3),Other revenue (F9900F3),Imputation/Status Flag For Other revenue (F9900F3),Total revenues and investment return (F9900F3),Imputation/Status Flag For Total revenues and investment return (F9900F3)
414461,Mech-Tech College,2530000,R,0,R,0,R,0,R,0,R,12000,R,0,R,1057461,R,3599461,R
141848,Med-Assist School of Hawaii Inc,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
436650,Medical Training College,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
231642,MedSpa Careers Institute,1580800,R,411200,R,25198,R,21572,R,47731,R,133,R,0,R,111867,R,2198501,R
131742,Medtech Institute,2633240,R,1925105,R,0,R,456902,R,72139,R,0,R,0,R,0,R,5087386,R
415011,Medvance Institute-Baton Rouge,192167,P,73355,P,41556,P,0,P,0,P,0,P,0,P,122958,P,430036,P
372833,Melbourne Beauty School,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
237552,Meredith Manor International Equestrian Center,853248,R,0,R,0,R,0,R,0,R,189192,R,0,R,79,R,1042519,R
244279,Meridian College,196360,R,0,R,0,R,0,R,0,R,68114,R,0,R,0,R,264474,R
151874,Merrillville Beauty College,45477,R,347484,R,0,R,0,R,0,R,58632,R,0,R,0,R,451593,R
178110,Metro Business College-Cape Girardeau,517117,R,0,R,0,R,0,R,0,R,517117,R,0,R,1367207,R,2401441,R
411790,METRO TECHNICAL INSTITUTE,458462,R,0,R,183000,R,0,R,0,R,20000,R,0,R,694,R,662156,R
226772,Metroplex Beauty School,0,R,146321,R,24487,R,0,R,59497,R,146400,R,0,R,18981,R,395686,R
413565,Metropolitan College,272992,R,436411,R,0,R,0,R,0,R,709403,R,0,R,-709403,R,709403,R
437671,Metropolitan Community College,44001,R,0,R,0,R,0,R,0,R,1,R,0,R,8570,R,52572,R
185527,METROPOLITAN TECHNICAL INSTITUTE,1578545,I,0,I,0,I,0,I,0,I,0,I,0,I,1355304,I,2933849,I
428000,Miami Ad School,2160418,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2160418,R
140827,Miami Ad School-Atlanta,3546863,R,0,R,0,R,0,R,32727,R,0,R,0,R,1429,R,3581019,R
224776,Miami International University of Art & Design-Art Institute Dallas,16431783,R,1094692,R,0,R,0,R,0,R,0,R,1280540,R,0,R,18807015,R
423139,MIAMI TECHNICAL INSTITUTE,3711031,I,1622723,I,386951,I,0,I,0,I,0,I,0,I,-1938664,I,3782041,I
369853,Miami-Jacobs Career College,1030499,R,0,R,0,R,10782,R,0,R,0,R,163931,R,3756049,R,4961261,R
369862,Miami-Jacobs Career College-Columbus,902553,R,0,R,0,R,10782,R,19024,R,0,R,139289,R,3889613,R,4961261,R
204060,Miami-Jacobs Career College-Dayton,3951230,R,0,R,0,R,0,R,0,R,0,R,0,R,-178133,R,3773097,R
200633,Miami-Jacobs Career College-Independence,1458612,R,0,R,0,R,10782,R,19024,R,0,R,291474,R,3181369,R,4961261,R
169655,MIAT College of Technology,2614293,R,395565,R,68410,R,0,R,24212,R,456128,R,0,R,0,R,3558608,R
182953,Michael's School of Hair Design & Esthetics,348298,R,69517,R,0,R,0,R,4285,R,134199,R,230329,R,0,R,786628,R
170611,Michigan College of Beauty-Monroe,205639,R,0,R,0,R,0,R,0,R,131472,R,0,R,0,R,337111,R
381370,Michigan College of Beauty-Troy,1400406,I,176280,I,0,I,0,I,526,I,167,I,31275,I,-699248,I,909406,I
411860,MICHIGAN SCHOOL OF CANINE COSMETOLOGY,123694,R,0,R,0,R,0,R,-274,R,164035,R,0,R,274,R,287729,R
423412,Mid Cities Barber College,25589,R,61942,R,0,R,0,R,5616,R,7232,R,5616,R,61997,R,167992,R
161396,MID-STATE COLLEGE,800441,R,0,R,0,R,0,R,0,R,21100,R,0,R,86441,R,907982,R
161402,MID-STATE COLLEGE,652430,R,0,R,0,R,0,R,0,R,16500,R,0,R,0,R,668930,R
147165,Midstate College,1999059,R,0,R,0,R,0,R,0,R,0,R,172117,R,0,R,2171176,R
193186,Midway Paris Beauty School,302195,R,0,R,0,R,0,R,0,R,7481,R,0,R,6,R,309682,R
383020,Midwest College of Oriental Medicine-Racine,1795946,R,0,R,0,R,0,R,23569,R,15818,R,0,R,0,R,1835333,R
178183,Midwest Institute,696957,R,178601,R,18220,R,0,R,0,R,0,R,0,R,65150,R,958928,R
437556,Midwest Technical Institute-Illinois,822907,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,822907,R
385549,Milan Institute of Cosmetology,195240,I,170771,I,30362,I,3000,I,0,I,500,I,0,I,-138282,I,261591,I
437778,Milan Institute-San Antonio Ingram,174426,R,0,R,0,R,0,R,292,R,82227,R,0,R,0,R,256945,R
112288,Milan Institute-Visalia,2134034,R,0,R,0,R,0,R,0,R,25472,R,0,R,0,R,2159506,R
193201,Mildred Elley School-Albany Campus,5011395,R,1536658,R,1846704,R,25350,R,68581,R,7391,R,0,R,-3191561,R,5304518,R
103963,Miller-Motte College-Arizona Automotive Institute,13046336,R,0,R,0,R,0,R,381119,R,0,R,0,R,0,R,13427455,R
213534,Miller-Motte College-Berks Technical Institute,3918267,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3918267,R
367112,Miller-Motte College-McCann-Monroe,1398151,R,0,R,0,R,0,R,0,R,24504,R,0,R,0,R,1422655,R
428143,Miller-Motte College-Platt College-Lawton,455525,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,455525,R
245962,Miller-Motte College-Platt College-Tulsa,2014978,R,0,R,140753,R,0,R,100,R,43039,R,0,R,1082176,R,3281046,R
228219,Miller-Motte College-STVT-McAllen,2562530,R,0,R,0,R,0,R,0,R,0,R,0,R,21143,R,2583673,R
198978,Miller-Motte College-Wilmington,2513960,R,0,R,0,R,0,R,40551,R,23999,R,312005,R,0,R,2890515,R
382771,Miller-Motte Technical College-Clarksville,1472896,R,522036,R,60498,R,0,R,0,R,0,R,267059,R,0,R,2322489,R
233091,Miller-Motte Technical College-Lynchburg,962549,R,0,R,0,R,0,R,0,R,1,R,124270,R,-1,R,1086819,R
174118,Minneapolis Business College,3503907,R,0,R,0,R,0,R,0,R,0,R,836767,R,0,R,4340674,R
174279,Minnesota School of Business-Richfield,2975886,R,0,R,132594,R,0,R,0,R,7800715,R,0,R,0,R,10909195,R
174190,Minnesota School of Cosmetology-Woodbury Campus,76050,R,48916,R,77182,R,6395,R,8514,R,157409,R,0,R,2400,R,376866,R
178305,Missouri College,3991663,R,50588,R,113953,R,37205,R,46025,R,20655,R,73790,R,5,R,4333884,R
178077,Missouri College of Cosmetology and Esthetics,104096,R,0,R,0,R,0,R,0,R,39040,R,0,R,26134,R,169270,R
178314,Missouri School of Barbering,23153,I,11850,I,8100,I,0,I,0,I,14385,I,0,I,299283,I,356771,I
178350,Missouri Tech,1904187,R,0,R,0,R,0,R,0,R,3650,R,0,R,52995,R,1960832,R
199005,Mitchells Academy,776398,R,0,R,0,R,0,R,0,R,1066678,R,165226,R,17042,R,2025344,R
413972,Mitchells Academy,776398,R,0,R,0,R,0,R,0,R,1066678,R,0,R,165225,R,2008301,R
374440,Mitchells Hairstyling Academy-Goldsboro,776398,R,0,R,0,R,0,R,0,R,1066678,R,165226,R,17042,R,2025344,R
198996,Mitchells Hairstyling Academy-Greenville,776398,R,0,R,0,R,0,R,0,R,1066678,R,165225,R,17044,R,2025345,R
174321,Model College of Hair Design,467496,R,0,R,0,R,0,R,4749,R,356543,R,12339,R,0,R,841127,R
118958,Modern Beauty Academy,145214,R,0,R,0,R,0,R,0,R,68046,R,0,R,59132,R,272392,R
180391,Modern Beauty School Inc,146452,R,0,R,0,R,0,R,0,R,73535,R,0,R,0,R,219987,R
242936,MODERN HAIRSTYLING INSTITUTE,151604,I,390196,I,39199,I,0,I,9983,I,0,I,0,I,0,I,590982,I
242945,Modern Hairstyling Institute-Bayamon,1109000,R,0,R,0,R,0,R,0,R,0,R,0,R,313000,R,1422000,R
438337,Modern Hairstyling Institute-Carolina,1109000,R,0,R,0,R,0,R,0,R,0,R,0,R,313000,R,1422000,R
371928,Modern Technology School,1461791,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1461791,R
193265,Modern Welding School,457778,R,0,R,0,R,0,R,0,R,1,R,0,R,227706,R,685485,R
118994,Moler Barber College,12016,R,17923,R,8785,R,5363,R,0,R,0,R,5907,R,177616,R,227610,R
200262,Moler Barber College,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
159780,Moler Beauty College,404709,R,0,R,0,R,0,R,0,R,10980,R,0,R,1002,R,416691,R
159799,MOLER BEAUTY COLLEGE,4805,R,306863,R,0,R,0,R,0,R,1,R,0,R,160385,R,472054,R
382018,MOLER BEAUTY COLLEGE,537948,I,0,I,0,I,0,I,0,I,31810,I,0,I,-77184,I,492574,I
204121,Moler Hollywood Beauty Academy,313848,R,0,R,0,R,0,R,131475,R,99643,R,0,R,0,R,544966,R
250902,Moler-Pickens Beauty Academy,313848,R,0,R,0,R,0,R,131475,R,99643,R,0,R,0,R,544966,R
193308,Monroe College,30881963,R,0,R,0,R,0,R,178912,R,0,R,0,R,320217,R,31381092,R
364566,Montebello Beauty College,273498,R,0,R,0,R,0,R,0,R,214010,R,0,R,0,R,487508,R
423661,MONTEREY PARK COLLEGE,2610913,R,0,R,0,R,0,R,0,R,48399,R,0,R,0,R,2659312,R
119128,MONTESSORI WESTERN TEACHER TRAINING PROGRAM,33704,R,0,R,0,R,0,R,70,R,0,R,0,R,3125,R,36899,R
163408,Montgomery Beauty School,735128,R,0,R,0,R,0,R,0,R,0,R,0,R,27747,R,762875,R
204167,Moore University of Hair Design,109106,I,0,I,0,I,0,I,7153,I,204437,I,0,I,183157,I,503853,I
437714,MORENO VALLEY TECHNICAL SKILLS CENTER,1899,R,1974,R,0,R,0,R,0,R,600,R,0,R,440527,R,445000,R
237570,Morgantown Beauty College Inc,88885,R,71417,R,0,R,0,R,0,R,90661,R,0,R,0,R,250963,R
119155,MORO BEAUTY COLLEGE,1487249,I,0,I,0,I,0,I,80337,I,93027,I,0,I,1,I,1660614,I
182430,Morrison University,798725,R,0,R,0,R,0,R,0,R,74797,R,0,R,-63256,R,810266,R
421601,Motif Beauty Academy,68163,R,0,R,0,R,0,R,0,R,0,R,0,R,58838,R,127001,R
414124,Motoring Technical Training Institute,1187653,R,0,R,98497,R,0,R,3031,R,0,R,0,R,0,R,1289181,R
182865,Mount Washington College,15579391,R,2466594,R,314065,R,0,R,0,R,126770,R,3127433,R,-2608400,R,19005853,R
237598,Mountain State College,972547,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,972547,R
419439,Mountaineer Beauty College,142191,R,0,R,0,R,0,R,0,R,124343,R,0,R,0,R,266534,R
171261,Mr Bela's School of Cosmetology Inc,225781,R,137828,R,0,R,0,R,0,R,57956,R,0,R,-137828,R,283737,R
417576,Mr Bernard's School of Hair Fashion Inc,242425,R,0,R,0,R,0,R,0,R,39871,R,0,R,5272,R,287568,R
373906,Mr Davids School of Cosmetology Ltd,48860,I,130147,I,0,I,0,I,0,I,37210,I,0,I,200441,I,416658,I
157395,Mr Jim's College of Cosmetology,37132,R,0,R,0,R,0,R,0,R,39664,R,0,R,37283,R,114079,R
407106,Mr John's School of Cosmetology & Nails,130048,R,0,R,0,R,0,R,0,R,43100,R,0,R,75059,R,248207,R
147439,Mr John's School of Cosmetology Esthetics & Nails-Decatur,184430,R,0,R,0,R,0,R,0,R,166492,R,0,R,179382,R,530304,R
436100,Mr Leon's School of Hair Design-Lewiston,1003654,I,0,I,0,I,0,I,2936,I,0,I,0,I,6268,I,1012858,I
142416,Mr Leon's School of Hair Design-Moscow,228513,R,0,R,0,R,0,R,0,R,138000,R,0,R,162,R,366675,R
376631,Mr Wayne's School of Unisex Hair Design,45282,R,55565,R,0,R,0,R,0,R,163461,R,0,R,0,R,264308,R
249061,Ms Roberts Academy of Beauty Culture,122927,I,0,I,0,I,0,I,0,I,39478,I,0,I,-50385,I,112020,I
398130,Mt Sierra College,6240085,R,729902,R,0,R,0,R,0,R,77666,R,0,R,22118,R,7069771,R
118189,MTI Business College Inc,333520,R,0,R,0,R,0,R,0,R,8143,R,0,R,437680,R,779343,R
118198,MTI College,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
226790,MTI College of Business and Technology,2619680,R,5749465,R,0,R,0,R,15799,R,101115,R,0,R,0,R,8486059,R
105242,Mundus Institute,580600,R,47000,R,16709,R,0,R,0,R,40000,R,30000,R,-63384,R,650925,R
119270,Musicians Institute,6341184,R,0,R,0,R,0,R,0,R,100000,R,70817,R,2757,R,6514758,R
406486,Myotherapy College of Utah,604539,R,91580,R,29782,R,0,R,14900,R,147423,R,0,R,-72281,R,815943,R
221157,Nashville College of Medical Careers,404691,R,372521,R,58440,R,0,R,16436,R,28937,R,0,R,0,R,881025,R
142489,Nathan Layne Institute of Cosmetology,166945,R,0,R,0,R,0,R,0,R,121079,R,0,R,0,R,288024,R
178262,National Academy of Beauty Arts-Farmington,41334,I,0,I,0,I,18318,I,0,I,58014,I,0,I,36883,I,154549,I
178484,National Academy of Beauty Arts-St Louis,2334119,I,0,I,0,I,0,I,0,I,41600,I,0,I,-758589,I,1617130,I
248882,National American University-Albuquerque,3164818,R,0,R,0,R,0,R,-8127,R,0,R,119080,R,0,R,3275771,R
436483,National American University-Bloomington,7191488,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,7191488,I
127680,National American University-Colorado Springs,1956771,R,0,R,0,R,0,R,3639,R,0,R,20227,R,0,R,1980637,R
127699,National American University-Denver,2522925,R,0,R,0,R,0,R,1920,R,0,R,30916,R,0,R,2555761,R
247700,National American University-Independence,2008678,R,0,R,0,R,0,R,3653,R,0,R,80779,R,0,R,2093110,R
219204,National American University-Rapid City,6304788,R,0,R,0,R,0,R,78858,R,0,R,970291,R,0,R,7353937,R
174385,National American University-Roseville,3621153,R,0,R,0,R,0,R,7251,R,0,R,91699,R,0,R,3720103,R
219213,National American University-Sioux Falls,1936513,R,0,R,0,R,0,R,10960,R,0,R,73180,R,0,R,2020653,R
165635,National Aviation Academy of New England,2385194,R,0,R,0,R,0,R,5303,R,0,R,15820,R,49446,R,2455763,R
378956,National Aviation Academy of Tampa Bay,2025875,R,0,R,0,R,0,R,0,R,0,R,0,R,23229,R,2049104,R
204334,National Beauty College,204141,R,34112,R,0,R,0,R,0,R,74577,R,0,R,4653,R,317483,R
371964,National Career Education,54844,I,1119643,I,0,I,0,I,0,I,135426,I,7290,I,133436,I,1450639,I
388043,National College-Nashville,1429459,R,17465,R,0,R,0,R,7748,R,165285,R,0,R,21484,R,1641441,R
119553,National Holistic Institute,3686227,R,0,R,0,R,0,R,35950,R,636001,R,0,R,2167,R,4360345,R
412003,National Institute of Massotherapy,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
430953,NATIONAL INSTITUTE OF TECHNOLOGY,3227999,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3227999,R
438188,National Institute of Technology,2908880,R,0,R,0,R,0,R,0,R,0,R,0,R,485,R,2909365,R
122010,NATIONAL INSTITUTE OF TECHNOLOGY-LONG BEACH,3258324,I,0,I,0,I,0,I,0,I,503,I,40292,I,-20980,I,3278139,I
112516,National Polytechnic College of Science,568409,R,3581846,R,18316,R,0,R,0,R,141265,R,0,R,401961,R,4711797,R
367334,National Tractor Trailer School Inc-Liverpool,2772766,R,0,R,0,R,0,R,0,R,0,R,0,R,157831,R,2930597,R
414197,NATIONAL TRAINING INSTITUTE-BAKERSFIELD,4144700,I,7632557,I,0,I,2731867,I,37173,I,0,I,0,I,15693,I,14561990,I
398325,NATIONAL TRAINING INSTITUTE-FRESNO,6600,I,0,I,0,I,0,I,0,I,55987,I,0,I,98608,I,161195,I
420486,NATIONAL TRAINING INSTITUTE-MODESTO,5435,I,0,I,0,I,0,I,0,I,41965,I,0,I,114107,I,161507,I
403098,NATIONAL TRAINING INSTITUTE-OAKLAND,370807,I,95096,I,0,I,0,I,23569,I,216531,I,0,I,2783,I,708786,I
403061,NATIONAL TRAINING INSTITUTE-STOCKTON,60421,I,0,I,0,I,0,I,3191,I,15482,I,0,I,35503,I,114597,I
204361,NATIONWIDE BEAUTY ACADEMY,185687,I,0,I,0,I,0,I,1820,I,833,I,0,I,138173,I,326513,I
227155,Neilson Beauty College,93169,R,0,R,0,R,0,R,0,R,0,R,0,R,166063,R,259232,R
178527,Neosho Beauty College,169154,R,0,R,0,R,0,R,0,R,98338,R,0,R,966,R,268458,R
414939,Nevada Career Institute,9099271,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,9099272,R
368328,NEVADA INSTITUTE OF TECHNOLOGY,1362252,I,228285,I,1677474,I,1775,I,0,I,0,I,0,I,1744057,I,5013843,I
214290,New Castle School of Trades,1614320,R,1026991,R,432099,R,0,R,0,R,34333,R,460481,R,0,R,3568224,R
437723,New Community Career & Technical Institute,1034000,R,0,R,267079,R,130000,R,0,R,7000,R,0,R,110263,R,1548342,R
103246,NEW CONCEPTS BEAUTY SCHOOL INC,298770,I,0,I,0,I,0,I,3120,I,20142,I,0,I,-40698,I,281334,I
419280,New Dimensions School of Hair Design,133879,R,96824,R,0,R,0,R,0,R,53281,R,0,R,-53450,R,230534,R
431664,New Directions Hair Academy,134091,R,401618,R,0,R,0,R,0,R,60234,R,0,R,1742507,R,2338450,R
230977,New England Culinary Institute,14883588,R,0,R,0,R,0,R,0,R,1080073,R,10794113,R,0,R,26757774,R
373678,New England Hair Academy,342484,I,111718,I,0,I,0,I,1030,I,83303,I,0,I,-94135,I,444400,I
182999,New England School of Hair Design,225152,R,0,R,0,R,0,R,550,R,123639,R,0,R,32171,R,381512,R
167224,New England School of Photography,1860832,R,0,R,0,R,0,R,0,R,14303,R,0,R,121215,R,1996350,R
129932,New England Tractor Trailer Training School of Connecticut,823172,R,0,R,0,R,0,R,0,R,0,R,0,R,1626930,R,2450102,R
434469,New Professions Technical Institute,71960,R,0,R,0,R,0,R,0,R,0,R,0,R,159336,R,231296,R
107442,New Tyler Barber College Inc,0,R,294435,R,0,R,0,R,0,R,38704,R,0,R,-38704,R,294435,R
379685,New Wave Hair Academy,730338,R,1340318,R,0,R,0,R,0,R,259910,R,0,R,7884,R,2338450,R
403405,New Wave Hair Academy,11727,R,515790,R,0,R,0,R,0,R,14696,R,0,R,1796237,R,2338450,R
220747,New Wave Hair Academy-Jackson,152320,R,513945,R,0,R,0,R,0,R,74548,R,0,R,1597637,R,2338450,R
193690,NEW YORK BEAUTY SCHOOL,55267,I,51141,I,0,I,0,I,3035,I,67202,I,0,I,13432,I,190077,I
195845,New York Career Institute,2900000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2900000,R
421841,New York Conservatory for Dramatic Arts,1863735,R,50100,R,0,R,0,R,3255,R,33625,R,182775,R,0,R,2133490,R
431071,New York Institute of Massage Inc,1158796,R,0,R,0,R,0,R,7957,R,345406,R,0,R,0,R,1512159,R
390394,New York International Beauty School Ltd,1018194,R,378665,R,12000,R,800,R,0,R,56409,R,0,R,-389965,R,1076103,R
421647,New York Paralegal School,1431000,I,640000,I,62000,I,0,I,0,I,30000,I,0,I,0,I,2163000,I
193858,New York School for Medical and Dental Assistants,2378437,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2378437,R
141857,New York Technical Institute of Hawaii,571470,R,0,R,0,R,0,R,0,R,0,R,43551,R,56711,R,671732,R
119836,NEWBERRY SCHOOL OF BEAUTY,717735,R,0,R,0,R,0,R,0,R,306236,R,35309,R,127051,R,1186331,R
436076,Newbridge College-Burbank,400000,R,0,R,0,R,0,R,0,R,21038,R,0,R,0,R,421038,R
419688,Newbridge College-Monterey Park,2610913,R,0,R,0,R,0,R,0,R,48399,R,0,R,0,R,2659312,R
384184,Newbridge College-Santa Ana,1891806,R,798000,R,165126,R,0,R,79,R,2400,R,23480,R,0,R,2880891,R
437945,Newbridge College-Stanton,2610913,R,0,R,0,R,0,R,0,R,48399,R,0,R,0,R,2659312,R
214315,Newport Business Institute-Lower Burrell,476874,R,228134,R,212916,R,27158,R,5011,R,112583,R,0,R,0,R,1062676,R
216986,Newport Business Institute-Williamsport,472229,R,222114,R,175337,R,19905,R,7127,R,88167,R,0,R,0,R,984879,R
217369,Newport School of Hairdressing,6800,R,0,R,0,R,0,R,2115,R,21296,R,0,R,119978,R,150189,R
217350,Newport School of Hairdressing-Main Campus,6800,R,0,R,0,R,0,R,3928,R,39550,R,0,R,228644,R,278922,R
119775,Newschool of Architecture and Design,1882777,R,14928,R,0,R,0,R,2779,R,0,R,0,R,12944,R,1913428,R
119951,North Adrian's College of Beauty Inc,244519,R,118207,R,0,R,0,R,0,R,175760,R,0,R,0,R,538486,R
218432,NORTH AMERICAN INSTITUTE OF AVIATION,3823605,R,0,R,0,R,0,R,0,R,0,R,0,R,115609,R,3939214,R
422181,NORTH AMERICAN TECHNICAL COLLEGE,1339761,R,385255,R,0,R,0,R,0,R,0,R,0,R,0,R,1725016,R
162371,North American Trade Schools,1195350,R,0,R,0,R,0,R,21888,R,0,R,0,R,19693,R,1236931,R
418889,North Central Institute,875279,R,82793,R,3276,R,0,R,0,R,48213,R,0,R,163379,R,1172940,R
417415,North Fulton Beauty College,59008,I,0,I,0,I,0,I,5211,I,72084,I,0,I,2766,I,139069,I
372028,North-West College-Glendale,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
120069,North-West College-Pomona,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
120087,North-West College-Van Nuys,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
120078,North-West College-West Covina,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
204431,Northern Institute of Cosmetology,94200,R,0,R,0,R,0,R,0,R,47347,R,3240,R,0,R,144787,R
182315,NORTHERN NEVADA BEAUTY ACADEMY INC,416041,I,54557,I,23325,I,0,I,362,I,0,I,0,I,0,I,494285,I
377546,Northwest College of Art & Design,893199,R,0,R,0,R,0,R,24536,R,11450,R,0,R,42513,R,971698,R
209083,Northwest College-Beaverton,112841,I,0,I,0,I,0,I,1652,I,97195,I,0,I,4340,I,216028,I
209205,Northwest College-Clackamas,582255,R,0,R,0,R,0,R,0,R,184725,R,0,R,0,R,766980,R
369686,Northwest Educational Center,340946,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,340946,R
236027,Northwest Hair Academy,215948,R,0,R,0,R,0,R,0,R,88500,R,0,R,34,R,304482,R
209348,Northwest Nannies Institute,53256,R,0,R,0,R,0,R,18,R,0,R,0,R,296706,R,349980,R
174482,Northwest Technical Institute,1378486,R,36823,R,0,R,0,R,32451,R,14457,R,0,R,237830,R,1700047,R
147749,Northwestern College-Chicago Campus,4804314,R,1549697,R,3647930,R,0,R,3784,R,223376,R,660045,R,0,R,10889146,R
168573,Northwestern Technological Institute,1351633,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1351633,R
368452,Nossi College of Art,929874,R,0,R,0,R,0,R,0,R,10,R,0,R,3631,R,933515,R
409032,Nouvelle Institute,400571,I,0,I,0,I,0,I,0,I,1,I,0,I,140684,I,541256,I
428055,Nova College de Puerto Rico,200659,R,8748,R,9914,R,0,R,0,R,0,R,0,R,21978,R,241299,R
242972,NUC University,10138231,R,0,R,0,R,0,R,0,R,231556,R,0,R,0,R,10369787,R
157456,Nutek Academy of Beauty Inc,44769,R,57269,R,0,R,0,R,1190,R,102961,R,0,R,-65959,R,140230,R
377272,Nuvani Institute,14551,I,53529,I,6091,I,0,I,0,I,53999,I,0,I,12126,I,140296,I
377281,Nuvani Institute,870221,I,0,I,0,I,0,I,0,I,214010,I,0,I,-596723,I,487508,I
231004,O'Briens Aveda Institute,180127,R,52918,R,62811,R,0,R,1102,R,84292,R,0,R,0,R,381250,R
376039,Oakbridge Academy of Arts,249722,R,193101,R,136655,R,10100,R,0,R,48953,R,0,R,0,R,638531,R
227298,Ocean Corporation,2135810,R,0,R,0,R,0,R,35502,R,0,R,0,R,25444,R,2196756,R
120272,Oceanside College of Beauty,322568,R,0,R,0,R,0,R,7082,R,200740,R,0,R,0,R,530390,R
147819,Oehrlein School of Cosmetology,270006,R,0,R,0,R,0,R,0,R,84150,R,0,R,0,R,354156,R
227313,Ogle School Hair Skin Nails-Arlington,1390112,I,0,I,98497,I,0,I,3031,I,0,I,0,I,-202459,I,1289181,I
381404,Ogle School Hair Skin Nails-Dallas,921479,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,921479,I
227322,Ogle School Hair Skin Nails-Ft Worth,1467969,I,0,I,0,I,0,I,0,I,0,I,0,I,982133,I,2450102,I
248703,Ogle School Hair Skin Nails-Hurst,532495,I,0,I,0,I,0,I,0,I,179895,I,0,I,256366,I,968756,I
203739,Ohio Business College-Sandusky,720373,R,0,R,0,R,0,R,0,R,0,R,0,R,4796,R,725169,R
203720,Ohio Business College-Sheffield,957063,R,0,R,0,R,0,R,199,R,0,R,0,R,9269,R,966531,R
202204,Ohio Institute of Health Careers,505272,R,0,R,0,R,0,R,0,R,530,R,0,R,0,R,505802,R
418269,Ohio Media School-Cincinnati,584256,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,584256,R
410797,Ohio Media School-Valley View,1503146,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1503146,R
204714,Ohio State Beauty Academy,108960,I,0,I,0,I,0,I,0,I,59620,I,0,I,63311,I,231891,I
204723,Ohio State College of Barber Styling,264215,R,217648,R,0,R,0,R,0,R,0,R,0,R,13229,R,495092,R
405021,Ohio State School of Cosmetology,1898051,I,0,I,0,I,0,I,0,I,45769,I,0,I,-195971,I,1747849,I
204741,Ohio State School of Cosmetology & Experts Barber School,1628705,I,0,I,0,I,0,I,0,I,680536,I,0,I,22621,I,2331862,I
204778,Ohio State School of Cosmetology-Canal Winchester,0,I,0,I,0,I,0,I,9136,I,0,I,0,I,1026746,I,1035882,I
405003,Ohio State School of Cosmetology-Columbus,593244,I,0,I,0,I,0,I,0,I,124343,I,0,I,-451053,I,266534,I
405012,Ohio State School of Cosmetology-Heath,0,I,0,I,0,I,0,I,9136,I,0,I,0,I,1026746,I,1035882,I
204608,Ohio Technical College,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3727289,R,3727289,R
248615,OKLAHOMA FARRIERS COLLEGE INC,86690,I,0,I,0,I,0,I,0,I,68383,I,0,I,0,I,155073,I
437583,Oklahoma Health Academy-Moore,0,R,0,R,0,R,0,R,0,R,0,R,0,R,229830,R,229830,R
437565,Oklahoma Health Academy-Tulsa,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
207537,Oklahoma School of Photography,206364,R,0,R,0,R,0,R,0,R,7,R,0,R,0,R,206371,R
155353,Old Town Barber College-Wichita,26651,R,150708,R,11990,R,0,R,7195,R,168994,R,0,R,0,R,365538,R
194204,Olean Business Institute,319424,R,233830,R,371374,R,0,R,0,R,0,R,97189,R,0,R,1021817,R
