UnitID,Institution Name,Tuition and fees (F1213_F3_RV),Imputation/Status Flag For Tuition and fees (F1213_F3_RV),Federal appropriations  grants and contracts (F1213_F3_RV),Imputation/Status Flag For Federal appropriations  grants and contracts (F1213_F3_RV),State and local appropriations  grants and contracts (F1213_F3_RV),Imputation/Status Flag For State and local appropriations  grants and contracts (F1213_F3_RV),Private grants and contracts (F1213_F3_RV),Imputation/Status Flag For Private grants and contracts (F1213_F3_RV),Investment income and investment gains (losses) included in net income (F1213_F3_RV),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F1213_F3_RV),Sales and services of educational activities (F1213_F3_RV),Imputation/Status Flag For Sales and services of educational activities (F1213_F3_RV),Sales and services of auxiliary enterprises (F1213_F3_RV),Imputation/Status Flag For Sales and services of auxiliary enterprises (F1213_F3_RV),Other revenue (F1213_F3_RV),Imputation/Status Flag For Other revenue (F1213_F3_RV),Total revenues and investment return (F1213_F3_RV),Imputation/Status Flag For Total revenues and investment return (F1213_F3_RV)
441195,American Broadcasting School-Arlington,710404,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,710404,R
206783,American Broadcasting School-Oklahoma City,277820,R,0,R,0,R,0,R,1261,R,0,R,,A,0,R,279081,R
475255,American Broadcasting School-Online Program,563539,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,563539,R
457688,American Business and Technology University,1694878,R,0,R,0,R,0,R,55,R,0,R,0,R,0,R,1694933,R
109040,American Career College-Los Angeles,58965272,R,0,Z,0,Z,0,Z,136669,R,0,Z,0,Z,1005623,R,60107564,R
439905,American Career College-Lynwood,662886,R,0,R,0,R,0,R,337,R,0,R,,A,1909,R,665132,R
447768,American Career College-Ontario,25580067,R,0,Z,0,Z,0,Z,56360,R,0,Z,0,Z,31063,R,25667490,R
461005,American College for Medical Careers,359059,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,359059,R
429085,American College of Acupuncture and Oriental Med,1343595,R,0,R,0,R,44000,R,0,Z,473594,R,10871,R,0,R,1872060,R
179229,American College of Hair Design Inc,16800,R,131006,R,0,Z,0,Z,2363,R,87781,R,,A,88771,R,326721,R
153092,American College of Hairstyling-Cedar Rapids,137493,R,0,R,0,R,0,R,0,R,65142,R,,A,0,R,202635,R
153588,American College of Hairstyling-Des Moines,296383,R,0,R,0,R,0,R,109925,R,73035,R,,A,0,R,479343,R
422835,American College of Healthcare and Technology,717675,R,5310259,R,0,R,0,R,0,R,0,R,,A,0,R,6027934,R
443599,American College of Healthcare Sciences,1943535,R,14608,R,0,R,0,R,554,R,0,R,0,R,239016,R,2197713,R
222707,American Commercial College-Odessa,253319,R,314977,R,0,R,0,R,0,R,0,R,,A,0,R,568296,R
222673,American Commercial College-San Angelo,391785,R,633816,R,0,R,0,R,0,R,0,R,,A,0,R,1025601,R
423582,American Commercial College-Wichita Falls,167213,R,644566,R,124382,R,0,R,0,Z,0,R,,A,30,R,936191,R
241146,American Educational College,406068,R,4674480,R,128244,R,0,Z,11590,R,0,R,,A,15943,R,5236325,R
153463,American Hair Academy,209443,R,152295,R,950,R,0,R,0,R,64470,R,,A,0,R,427158,R
461670,American Health Institute,88851,R,248933,R,47428,R,0,Z,-36381,R,0,Z,,A,0,R,348831,R
441636,American Institute of Alternative Medicine,3505505,R,0,Z,0,Z,0,Z,0,Z,234217,R,0,Z,0,R,3739722,R
447883,American Institute of Beauty,3042736,R,0,R,0,R,0,R,0,R,142140,R,,A,100000,R,3284876,R
404037,American Institute of Interior Design,222894,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,222894,R
447795,American Institute of Massage Therapy,176618,R,0,R,0,R,0,R,0,R,50918,R,,A,0,R,227536,R
455202,American Institute of Medical Sciences & Education,1436149,R,467770,R,90424,R,0,R,910,R,7162,R,,A,8968,R,2011383,R
476638,American Institute of Medical Sonography,87742,N,57259,N,0,N,0,N,0,N,134791,N,,A,0,N,279792,N
103811,American Institute of Trucking,9893571,R,0,R,0,R,0,R,60730,R,0,R,,A,2729398,R,12683699,R
129482,American Institute-West Hartford,10428082,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,10428082,R
445027,American InterContinental University,249673236,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,1466185,R,251139421,R
438586,American InterContinental University-Atlanta,22854988,R,0,Z,0,Z,0,Z,0,Z,0,Z,874063,R,1193229,R,24922280,R
445133,American InterContinental University-Houston,8439561,R,0,Z,0,Z,0,Z,0,Z,0,Z,424760,R,3532,R,8867853,R
438601,American InterContinental University-South Florida,9589566,R,0,Z,0,Z,0,Z,0,Z,0,Z,371902,R,180734,R,10142202,R
475714,American Medical Academy,866908,R,222939,R,0,R,0,R,0,R,0,R,0,R,0,R,1089847,R
461263,American Medical Sciences Center,1383157,R,515734,R,43950,R,0,R,0,Z,0,Z,,A,0,R,1942841,R
452841,American Natioanl College,618641,R,575218,R,0,R,0,R,0,R,0,R,,A,452298,R,1646157,R
376987,American National College,987224,R,510411,R,0,R,0,R,0,R,0,R,,A,4976,R,1502611,R
420194,American National College,1548241,R,1162452,R,0,R,0,R,0,R,0,R,,A,30665,R,2741358,R
232797,American National University,15857630,R,13910337,R,517142,R,0,R,84370,R,2673226,R,0,R,100189,R,33142894,R
480480,American National University-Canton,164630,R,30617,R,0,R,0,R,440,R,26988,R,0,R,877,R,223552,R
453473,American National University-Cincinnati,1505341,R,743077,R,89052,R,0,R,5350,R,172045,R,0,R,52561,R,2567426,R
457004,American National University-Columbus,1031781,R,411124,R,7209,R,0,R,3214,R,145626,R,0,R,27316,R,1626270,R
453455,American National University-Dayton,1659135,R,955954,R,68731,R,0,R,6143,R,230027,R,0,R,11372,R,2931362,R
157021,American National University-Pikeville,9518053,R,8599664,R,1364116,R,0,R,254130,R,1680421,R,0,R,57653,R,21474037,R
453464,American National University-Youngstown,2220843,R,1013831,R,173421,R,0,R,8115,R,284827,R,0,R,58771,R,3759808,R
449339,American Public University System,310751000,R,0,R,0,R,0,R,49000,R,2765000,R,0,R,0,R,313565000,R
158158,American School of Business,291369,R,207707,R,0,R,0,R,0,R,0,R,,A,52029,R,551105,R
203225,American School of Technology,4239122,R,0,R,0,R,0,R,0,R,2866,R,,A,0,R,4241988,R
460738,American Sentinel College of Nursing and Health Sciences,14442381,R,0,R,0,R,0,R,0,R,0,R,0,R,1138468,R,15580849,R
461625,American Technical Institute,72975,R,146625,R,0,R,0,R,0,R,0,R,,A,0,R,219600,R
461573,American Trade School,676434,R,0,Z,0,Z,0,Z,0,R,104536,R,,A,933030,R,1714000,R
433004,American University of Health Sciences,8254687,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,8254687,R
229957,AmeriTech College-Provo,10298627,R,0,Z,0,Z,0,Z,1800,R,0,R,,A,0,R,10300427,R
444389,Anamarc College-El Paso Central,3521012,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3521012,R
480152,Anamarc College-El Paso East,3102142,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3102142,R
459815,Anamarc College-Santa Teresa,1404849,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1404849,R
457299,Angeles College,1361717,R,381186,R,43148,R,0,Z,1764,R,0,Z,0,Z,0,R,1787815,R
457314,Angeles Institute,2520786,R,622130,R,0,R,0,R,0,R,0,R,,A,0,R,3142916,R
410256,Ann Arbor Institute of Massage Therapy,624328,R,124890,R,0,Z,0,Z,0,Z,178553,R,,A,0,R,927771,R
455248,Ann Marie's World of Beauty School,66688,R,0,R,0,R,0,R,0,R,7750,R,,A,0,R,74438,R
445601,Anthem Career College-Memphis,9262437,R,0,Z,0,Z,0,Z,5903,R,0,Z,643248,R,0,R,9911588,R
440110,Anthem Career College-Nashville,5926766,R,0,Z,0,Z,0,Z,2396,R,0,Z,387209,R,0,R,6316371,R
460668,Anthem College-Atlanta,3902753,R,0,Z,0,Z,0,Z,2811,R,0,Z,375631,R,1,R,4281196,R
450155,Anthem College-Brookfield,3233546,R,0,Z,0,Z,0,Z,3724,R,0,Z,216368,R,0,R,3453638,R
410539,Anthem College-Denver,3391043,R,0,Z,0,Z,0,Z,3662,R,0,Z,200762,R,0,R,3595467,R
443739,Anthem College-Fenton,3495234,R,0,Z,0,Z,0,Z,2779,R,0,Z,207990,R,0,R,3706003,R
440129,Anthem College-Irving,3159705,R,0,Z,0,Z,0,Z,2443,R,0,Z,229907,R,0,R,3392055,R
445610,Anthem College-Kansas City,3002155,R,0,Z,0,Z,0,Z,1016,R,0,Z,189505,R,1,R,3192677,R
176549,Anthem College-Maryland Heights,3529325,R,0,Z,0,Z,0,Z,2177,R,0,Z,180356,R,0,R,3711858,R
430050,Anthem College-Minnesota,3589511,R,0,Z,0,Z,0,Z,542,R,0,Z,194347,R,0,R,3784400,R
436225,Anthem College-Orlando,5737108,R,0,Z,0,Z,0,Z,4153,R,0,Z,353421,R,0,R,6094682,R
104805,Anthem College-Phoenix,26301926,R,0,Z,0,Z,0,Z,5853,R,0,Z,2111795,R,0,R,28419574,R
446853,Anthem College-Portland,4029005,R,0,Z,0,Z,0,Z,4818,R,231177,R,,A,1,R,4265001,R
413635,Anthem College-Sacramento,4484450,R,0,Z,0,Z,0,Z,2136,R,264739,R,,A,0,R,4751325,R
442462,Anthem Institute-Cherry Hill,4019759,R,0,Z,0,Z,0,Z,3476,R,240202,R,,A,0,R,4263437,R
442648,Anthem Institute-Las Vegas,5905622,R,0,Z,0,Z,0,Z,1906,R,326813,R,,A,0,R,6234341,R
213312,Anthem Institute-Springfield,3557305,R,0,Z,0,Z,0,Z,5473,R,305698,R,,A,0,R,3868476,R
241182,Antilles School of Technical Careers,2442750,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,2442750,R
201016,Antonelli College-Cincinnati,26681641,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,26681641,R
210890,Antonelli Institute,3509200,R,0,Z,0,Z,0,Z,0,Z,0,Z,789567,R,38684,R,4337451,R
250072,Antonelli Medical and Professional Institute,536333,R,0,R,0,R,0,R,249,R,0,R,,A,78445,R,615027,R
429094,AOMA Graduate School of Integrative Medicine,2275008,R,0,R,0,R,0,R,5487,R,902706,R,336056,R,35494,R,3554751,R
150075,Apex Academy of Hair Design Inc,35112,R,35113,R,0,R,0,R,0,R,0,R,,A,0,R,70225,R
188890,Apex Technical School,24074222,R,0,R,0,R,0,R,32225,R,0,R,,A,3717209,R,27823656,R
237127,Appalachian Beauty School,54275,R,97225,R,0,R,0,R,0,R,27632,R,,A,5,R,179137,R
367936,Argosy University-Atlanta,24316316,R,2770199,R,3913,R,0,R,0,R,0,R,551102,R,0,R,27641530,R
145770,Argosy University-Chicago,15208063,R,1474883,R,0,R,0,R,0,R,0,R,319225,R,0,R,17002171,R
442222,Argosy University-Dallas,4939590,R,1014195,R,12510,R,0,R,0,R,0,R,153714,R,0,R,6120009,R
448734,Argosy University-Denver,4611414,R,970700,R,0,R,0,R,0,R,0,R,142570,R,0,R,5724684,R
366748,Argosy University-Hawaii,7581679,R,1858803,R,0,R,0,R,0,R,0,R,213614,R,0,R,9654096,R
450526,Argosy University-Inland Empire,7030098,R,1989578,R,429823,R,0,R,0,R,0,R,299731,R,0,R,9749230,R
447272,Argosy University-Los Angeles,6517678,R,1670073,R,176268,R,0,R,0,R,0,R,270377,R,0,R,8634396,R
450535,Argosy University-Nashville,6211058,R,1181149,R,0,R,0,R,0,R,0,R,185538,R,0,R,7577745,R
419457,Argosy University-Northern Virginia,14168165,R,1673067,R,0,R,0,R,0,R,0,R,176914,R,0,R,16018146,R
436438,Argosy University-Orange County,9659426,R,1398928,R,101972,R,0,R,0,R,0,R,241304,R,0,R,11401630,R
436094,Argosy University-Phoenix,9516033,R,1175824,R,0,R,0,R,0,R,0,R,192777,R,0,R,10884634,R
456348,Argosy University-Phoenix Online Division,101024676,R,37934909,R,18225,R,0,R,0,R,0,R,760358,R,0,R,139738168,R
452090,Argosy University-Salt Lake City,3554756,R,605065,R,0,R,0,R,0,R,0,R,117606,R,0,R,4277427,R
450544,Argosy University-San Diego,3552570,R,2889574,R,49325,R,0,R,0,R,0,R,188328,R,0,R,6679797,R
121983,Argosy University-San Francisco Bay Area,7356469,R,839186,R,47897,R,0,R,0,R,0,R,136153,R,0,R,8379705,R
137148,Argosy University-Sarasota,12641905,R,688476,R,108674,R,0,R,0,R,0,R,225796,R,0,R,13664851,R
420866,Argosy University-Schaumburg,7696859,R,746923,R,0,R,0,R,0,R,0,R,137802,R,0,R,8581584,R
439057,Argosy University-Seattle,3909469,R,952872,R,0,R,0,R,0,R,0,R,110690,R,0,R,4973031,R
428268,Argosy University-Tampa,6763215,R,1126229,R,35132,R,0,R,0,R,0,R,128951,R,0,R,8053527,R
410502,Argosy University-The Art Institute of California-Hollywood,31096651,R,9810661,R,2125602,R,0,R,0,R,0,R,4763319,R,0,R,47796233,R
448576,Argosy University-The Art Institute of California-Inland Empire,35216131,R,11485681,R,2647589,R,0,R,0,R,0,R,3083524,R,0,R,52432925,R
