UnitID,Institution Name,Tuition and fees (F1011_F3_RV),Imputation/Status Flag For Tuition and fees (F1011_F3_RV),Federal appropriations  grants and contracts (F1011_F3_RV),Imputation/Status Flag For Federal appropriations  grants and contracts (F1011_F3_RV),State and local appropriations  grants and contracts (F1011_F3_RV),Imputation/Status Flag For State and local appropriations  grants and contracts (F1011_F3_RV),Private grants and contracts (F1011_F3_RV),Imputation/Status Flag For Private grants and contracts (F1011_F3_RV),Investment income and investment gains (losses) included in net income (F1011_F3_RV),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F1011_F3_RV),Sales and services of educational activities (F1011_F3_RV),Imputation/Status Flag For Sales and services of educational activities (F1011_F3_RV),Sales and services of auxiliary enterprises (F1011_F3_RV),Imputation/Status Flag For Sales and services of auxiliary enterprises (F1011_F3_RV),Other revenue (F1011_F3_RV),Imputation/Status Flag For Other revenue (F1011_F3_RV),Total revenues and investment return (F1011_F3_RV),Imputation/Status Flag For Total revenues and investment return (F1011_F3_RV)
459903,American Career Institute–Springfield,2322206,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,2322206,R
459921,American Career Institute–Woburn,1430571,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,1430571,R
461005,American College for Medical Careers,660000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,660000,R
429085,American College of Acupuncture and Oriental Med,1202775,R,0,Z,0,Z,30000,R,0,Z,408110,R,41680,R,0,R,1682565,R
179229,American College of Hair Design Inc,145752,R,289220,R,0,R,0,R,7052,R,91852,R,,A,0,R,533876,R
153092,American College of Hairstyling-Cedar Rapids,54698,R,106478,R,994,R,0,R,0,R,82353,R,,A,0,R,244523,R
153588,American College of Hairstyling-Des Moines,119935,R,183722,R,0,R,0,R,0,R,122941,R,,A,0,R,426598,R
422835,American College of Healthcare and Technology,717726,R,5236678,R,0,R,0,R,0,R,0,R,,A,0,R,5954404,R
222691,American Commercial College-Abilene,1272760,R,1302973,R,115931,R,0,R,6434,R,0,R,,A,0,R,2698098,R
222682,American Commercial College-Lubbock,1161137,R,1308244,R,90250,R,0,R,6118,R,0,R,,A,0,R,2565749,R
222707,American Commercial College-Odessa,906356,R,808583,R,7500,R,0,R,4117,R,0,R,,A,0,R,1726556,R
222673,American Commercial College-San Angelo,993529,R,887235,R,61621,R,0,R,4643,R,0,R,,A,0,R,1947028,R
445832,American Commercial College-Shreveport,598541,R,646422,R,24212,R,0,R,3034,R,0,R,,A,0,R,1272209,R
423582,American Commercial College-Wichita Falls,872537,R,1089294,R,176923,R,0,R,5112,R,0,R,,A,0,R,2143866,R
241146,American Educational College,453914,R,4419998,R,97595,R,0,R,28149,R,0,R,,A,27500,R,5027156,R
153463,American Hair Academy,410086,R,0,R,0,R,0,R,0,R,67132,R,,A,0,R,477218,R
461670,American Health Institute,23118,R,22482,R,149916,R,1920,R,-8103,R,0,R,,A,0,R,189333,R
441636,American Institute of Alternative Medicine,2601173,R,0,R,0,R,0,R,86,R,328052,R,0,R,0,R,2929311,R
447883,American Institute of Beauty,1983578,R,0,R,0,R,0,R,0,R,136070,R,,A,0,R,2119648,R
404037,American Institute of Interior Design,179141,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,179141,R
447795,American Institute of Massage Therapy,196482,R,0,R,0,R,0,R,0,R,78361,R,,A,0,R,274843,R
455202,American Institute of Medical Sciences & Education,1257673,R,228614,R,144973,R,0,R,2341,R,4426,R,,A,0,R,1638027,R
103811,American Institute of Trucking,8258131,R,0,R,0,R,0,R,41791,R,0,R,,A,3779179,R,12079101,R
129482,American Institute-West Hartford,12610012,R,0,Z,0,R,0,R,0,R,0,R,,A,0,R,12610012,R
445027,American InterContinental University,374632398,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1208696,R,375841094,R
438586,American InterContinental University-Atlanta,31705962,R,0,Z,0,Z,0,Z,0,Z,0,Z,847607,R,1297836,R,33851405,R
445133,American InterContinental University-Houston,8773009,R,0,Z,0,Z,0,Z,0,Z,0,Z,595144,R,18430,R,9386583,R
438601,American InterContinental University-South Florida,14117823,R,0,Z,0,Z,0,Z,0,Z,0,Z,410292,R,159432,R,14687547,R
461263,American Medical Sciences Center,193032,R,85585,R,0,R,1571,R,26221,R,0,R,,A,0,R,306409,R
452841,American Natioanl College,1728616,R,746160,R,0,R,0,R,0,R,0,R,,A,53840,R,2528616,R
376987,American National College,1050880,R,539142,R,0,R,0,R,0,R,0,R,,A,9893,R,1599915,R
420194,American National College,1804619,R,1211628,R,0,R,0,R,0,R,0,Z,,A,56687,R,3072934,R
232797,American National University,27684881,R,32729502,R,736927,R,0,R,70229,R,5859296,R,0,R,228875,R,67309710,R
453473,American National University-Cincinnati,2287403,R,3315173,R,15749,R,0,R,4148,R,516598,R,0,R,30799,R,6169870,R
457004,American National University-Columbus,758382,R,882980,R,10577,R,0,R,1227,R,189469,R,0,R,8893,R,1851528,R
453455,American National University-Dayton,2001817,R,2953877,R,80094,R,0,R,3702,R,471153,R,0,R,26929,R,5537572,R
157021,American National University-Pikeville,10616468,R,20163011,R,3023078,R,0,R,789347,R,3177353,R,0,R,105669,R,37874926,R
453464,American National University-Youngstown,3411906,R,4451396,R,331448,R,0,R,5973,R,754828,R,0,R,48215,R,9003766,R
449339,American Public University System,197028000,R,0,R,0,R,0,R,111000,R,1146000,R,0,R,0,R,198285000,R
158158,American School of Business,508688,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,508688,R
203225,American School of Technology,4642446,R,0,R,0,R,0,R,0,R,3886,R,,A,0,R,4646332,R
460738,American Sentinel College of Nursing and Health Sciences,5218902,R,0,R,0,R,0,R,0,R,0,R,0,R,126775,R,5345677,R
461625,American Technical Institute,162464,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,162464,R
461573,American Trade School,1445287,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,53575,R,1498862,R
433004,American University of Health Sciences,3968942,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3968942,R
461209,Americana College,305390,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,305390,R
229957,AmeriTech College-Provo,8096032,R,0,R,0,R,0,R,5302,R,0,R,,A,1169051,R,9270385,R
444389,Anamarc College-El Paso Central,6435262,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,82017,R,6517279,R
459815,Anamarc College-Santa Teresa,988219,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,78549,R,1066768,R
457299,Angeles College,296077,R,1003787,R,0,R,0,R,34754,R,0,R,,A,0,R,1334618,R
457314,Angeles Institute,1488939,R,545386,R,0,Z,0,Z,0,Z,0,Z,,A,7009,R,2041334,R
410256,Ann Arbor Institute of Massage Therapy,676772,R,131226,R,0,R,0,R,0,R,229128,R,,A,0,R,1037126,R
455248,Ann Marie's World of Beauty School,57607,R,0,Z,0,Z,0,Z,0,Z,4680,R,,A,275,R,62562,R
445601,Anthem Career College-Memphis,8769102,R,0,R,0,R,0,R,11970,R,0,R,0,R,63685,R,8844757,R
440110,Anthem Career College-Nashville,5990639,R,0,R,0,R,0,R,8178,R,0,R,0,R,43506,R,6042323,R
460668,Anthem College-Atlanta,706329,R,0,R,0,R,0,R,964,R,0,R,0,R,5130,R,712423,R
450155,Anthem College-Brookfield,4212605,R,0,R,0,R,0,R,5750,R,0,R,0,R,30593,R,4248948,R
410539,Anthem College-Denver,3760447,R,0,R,0,R,0,R,5133,R,0,R,0,R,27310,R,3792890,R
443739,Anthem College-Fenton,6796368,R,0,R,0,R,0,R,9277,R,0,R,0,R,49358,R,6855003,R
440129,Anthem College-Irving,6102503,R,0,R,0,R,0,R,8330,R,0,R,0,R,44319,R,6155152,R
445610,Anthem College-Kansas City,3281462,R,0,R,0,R,0,R,4479,R,0,R,0,R,23831,R,3309772,R
176549,Anthem College-Maryland Heights,5524119,R,0,R,0,R,0,R,7541,R,0,R,0,R,40118,R,5571778,R
430050,Anthem College-Minnesota,4578638,R,0,R,0,R,0,R,6250,R,0,R,0,R,33252,R,4618140,R
436225,Anthem College-Orlando,6081509,R,0,R,0,R,0,R,8302,R,0,R,0,R,44166,R,6133977,R
104805,Anthem College-Phoenix,23282838,R,0,R,0,R,0,R,31782,R,0,R,0,R,169089,R,23483709,R
446853,Anthem College-Portland,6285698,R,0,R,0,R,0,R,8580,R,0,R,,A,45650,R,6339928,R
413635,Anthem College-Sacramento,6840543,R,0,R,0,R,0,R,9338,R,0,R,,A,49679,R,6899560,R
442462,Anthem Institute-Cherry Hill,6035509,R,0,R,0,R,0,R,23457,R,0,R,,A,84538,R,6143504,R
442648,Anthem Institute-Las Vegas,8745755,R,0,R,0,R,0,R,11938,R,0,R,,A,63515,R,8821208,R
441584,Anthem Institute-Manhattan,8354029,R,0,R,0,R,0,R,32468,R,0,R,,A,117013,R,8503510,R
213312,Anthem Institute-Springfield,4092321,R,0,R,0,R,0,R,15905,R,0,R,,A,57320,R,4165546,R
241182,Antilles School of Technical Careers,2203485,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,0,R,2203485,R
201016,Antonelli College-Cincinnati,31086856,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,31086856,R
210890,Antonelli Institute,3748713,R,0,R,0,R,0,R,0,R,0,R,689965,R,50425,R,4489103,R
250072,Antonelli Medical and Professional Institute,517007,R,0,R,0,R,0,R,1991,R,0,R,,A,98428,R,617426,R
429094,AOMA Graduate School of Integrative Medicine,2379949,R,0,R,0,R,0,R,11604,R,959033,R,283908,R,32418,R,3666912,R
150075,Apex Academy of Hair Design Inc,100138,R,27188,R,0,R,0,R,0,R,0,R,,A,0,R,127326,R
188890,Apex Technical School,29178838,R,0,R,0,R,0,R,20392,R,0,R,,A,3760076,R,32959306,R
237127,Appalachian Beauty School,32400,R,68650,R,0,Z,0,Z,0,Z,15041,R,,A,21362,R,137453,R
367936,Argosy University-Atlanta,28018399,R,1677110,R,967950,R,0,R,0,R,0,R,578513,R,0,R,31241972,R
145770,Argosy University-Chicago,18605338,R,1357730,R,593551,R,0,R,0,R,0,R,309522,R,0,R,20866141,R
442222,Argosy University-Dallas,6627860,R,680674,R,453041,R,0,R,0,R,0,R,181353,R,1,R,7942929,R
448734,Argosy University-Denver,6217037,R,680409,R,365456,R,0,R,0,R,0,R,170214,R,0,R,7433116,R
366748,Argosy University-Hawaii,5612208,R,445355,R,1044085,R,0,R,0,R,0,R,110837,R,0,R,7212485,R
450526,Argosy University-Inland Empire,7082300,R,1282256,R,596918,R,0,R,0,R,0,R,275783,R,0,R,9237257,R
447272,Argosy University-Los Angeles,6391386,R,673107,R,508196,R,0,R,0,R,0,R,203302,R,0,R,7775991,R
450535,Argosy University-Nashville,5456981,R,627367,R,183587,R,0,R,0,R,0,R,144487,R,0,R,6412422,R
419457,Argosy University-Northern Virginia,16494703,R,300813,R,961346,R,0,Z,0,Z,0,Z,191036,R,0,R,17947898,R
436438,Argosy University-Orange County,11698776,R,696329,R,572286,R,0,R,0,R,0,R,221453,R,0,R,13188844,R
436094,Argosy University-Phoenix,12382563,R,626934,R,548594,R,0,R,0,R,0,R,193466,R,0,R,13751557,R
456348,Argosy University-Phoenix Online Division,120567357,R,46693335,R,1870005,R,0,R,0,R,0,R,5211785,R,0,R,174342482,R
452090,Argosy University-Salt Lake City,3531305,R,607117,R,174043,R,0,R,0,R,0,R,110094,R,0,R,4422559,R
450544,Argosy University-San Diego,2977156,R,397349,R,1985355,R,0,R,0,R,0,R,134265,R,0,R,5494125,R
121983,Argosy University-San Francisco Bay Area,11602812,R,339186,R,202029,R,0,R,0,R,0,R,148424,R,0,R,12292451,R
137148,Argosy University-Sarasota,18468012,R,429441,R,447764,R,0,R,0,R,0,R,295650,R,0,R,19640867,R
420866,Argosy University-Schaumburg,11044424,R,625206,R,524628,R,0,R,0,R,0,R,195949,R,0,R,12390207,R
439057,Argosy University-Seattle,6546088,R,373429,R,668467,R,0,R,0,R,0,R,134699,R,0,R,7722683,R
428268,Argosy University-Tampa,8207459,R,405653,R,421142,R,0,R,0,R,0,R,145904,R,0,R,9180158,R
410502,Argosy University-The Art Institute of California-Hollywood,28217749,R,6552473,R,4224631,R,0,R,0,R,0,R,4012391,R,0,R,43007244,R
