UnitID,Institution Name,Tuition and fees (F0910_F3_RV),Imputation/Status Flag For Tuition and fees (F0910_F3_RV),Federal appropriations  grants and contracts (F0910_F3_RV),Imputation/Status Flag For Federal appropriations  grants and contracts (F0910_F3_RV),State and local appropriations  grants and contracts (F0910_F3_RV),Imputation/Status Flag For State and local appropriations  grants and contracts (F0910_F3_RV),Private grants and contracts (F0910_F3_RV),Imputation/Status Flag For Private grants and contracts (F0910_F3_RV),Investment income and investment gains (losses) included in net income (F0910_F3_RV),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F0910_F3_RV),Sales and services of educational activities (F0910_F3_RV),Imputation/Status Flag For Sales and services of educational activities (F0910_F3_RV),Sales and services of auxiliary enterprises (F0910_F3_RV),Imputation/Status Flag For Sales and services of auxiliary enterprises (F0910_F3_RV),Other revenue (F0910_F3_RV),Imputation/Status Flag For Other revenue (F0910_F3_RV),Total revenues and investment return (F0910_F3_RV),Imputation/Status Flag For Total revenues and investment return (F0910_F3_RV)
449463,Academy Di Capelli-School of Cosmetology,449774,R,137373,R,0,Z,0,Z,0,Z,79408,R,,A,0,R,666555,R
108232,Academy of Art University,229570992,R,0,R,0,R,0,R,310045,R,0,Z,17980357,R,0,R,247861394,R
451097,Academy of Career Training,752738,R,0,R,0,R,0,R,0,R,229705,R,,A,2041,R,984484,R
372462,Academy of Cosmetology,604588,R,423584,R,0,Z,0,Z,0,Z,218647,R,,A,0,R,1246819,R
409209,Academy of Cosmetology,828571,R,0,R,0,R,0,R,0,R,185984,R,,A,0,R,1014555,R
449852,Academy of Cosmetology,363956,R,138621,R,16921,R,0,Z,0,Z,105983,R,,A,0,R,625481,R
459569,Academy of Cosmetology,115226,R,0,R,0,R,0,R,421,R,76793,R,,A,0,R,192440,R
457855,Academy of Cosmetology and Esthetics NYC,1324615,R,0,R,0,R,0,R,0,R,226898,R,,A,0,R,1551513,R
179991,Academy of Cosmetology Inc,318255,R,0,R,0,R,0,R,1704,R,108269,R,,A,6148,R,434376,R
450438,Academy of Court Reporting and Technology-Pittsburgh,1886136,R,0,Z,0,Z,0,Z,0,Z,0,Z,237764,R,11160,R,2135060,R
363457,Academy of Court Reporting-Clawson,4065282,R,0,Z,0,Z,0,Z,0,Z,0,Z,,A,267840,R,4333122,R
454722,Academy of Esthetics and Cosmetology,109040,R,83611,R,0,Z,0,Z,0,Z,6059,R,,A,0,R,198710,R
154633,Academy of Hair Design Inc,411896,R,0,R,0,R,0,R,0,R,81983,R,,A,0,R,493879,R
175722,Academy of Hair Design-Grenada,265887,R,0,R,0,R,0,R,0,R,51098,R,,A,0,R,316985,R
374316,Academy of Hair Design-Jackson,665864,R,0,R,0,R,0,R,0,R,139867,R,,A,0,R,805731,R
447449,Academy of Hair Design-Jasper,337600,R,8700,R,9000,R,0,R,0,R,43100,R,,A,0,R,398400,R
181880,Academy of Hair Design-Las Vegas,2508488,R,0,R,0,R,0,R,0,R,325068,R,,A,0,R,2833556,R
434274,Academy of Hair Design-Lufkin,316000,R,0,R,0,R,0,R,0,R,53450,R,,A,44980,R,414430,R
455929,Academy of Hair Design-Oklahoma City,111866,R,0,R,0,Z,0,R,0,R,252693,R,,A,0,R,364559,R
382461,Academy of Hair Design-Pearl,373585,R,0,R,0,R,0,R,0,R,93970,R,,A,0,R,467555,R
208080,Academy of Hair Design-Salem,616752,R,0,R,0,R,0,R,0,R,138632,R,,A,0,R,755384,R
451334,Academy of Hair Design-Springfield,1096487,R,0,Z,0,R,0,R,6235,R,191148,R,,A,0,R,1293870,R
376446,Academy of Hair Technology,1193496,R,0,R,0,R,10949,R,1500,R,82133,R,,A,0,R,1288078,R
367264,Academy of Healing Arts,10644117,R,0,R,0,Z,0,Z,0,Z,61055,R,,A,15819,R,10720991,R
451051,Academy of Massage and Bodywork,299974,R,0,R,0,R,0,R,0,R,23908,R,,A,0,R,323882,R
437501,Academy of Massage Therapy,2013568,R,0,R,0,R,0,R,0,R,101936,R,,A,216268,R,2331772,R
459240,Academy of Medical & Health Science,166200,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,166200,R
449454,Academy of Natural Therapy Inc,372038,R,0,R,0,R,0,R,0,R,61594,R,,A,0,R,433632,R
136048,Academy of Palm Beach,985546,R,0,R,0,R,0,R,0,R,256769,R,,A,0,R,1242315,R
107293,Academy of Salon and Spa,409833,R,294771,R,0,R,0,R,0,R,141468,R,,A,0,R,846072,R
410034,Academy of Somatic Healing Arts,1465344,R,0,R,0,R,0,R,2,R,135780,R,,A,80058,R,1681184,R
449676,Ace Institute of Technology,161120,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,161120,R
419022,ACT College,5756484,R,0,Z,0,Z,0,Z,0,Z,4872,R,0,Z,43157,R,5804513,R
439969,Acupuncture and Massage College,1585166,R,101317,R,11417,R,0,Z,0,Z,30706,R,0,Z,29892,R,1758498,R
419314,Adirondack Beauty School,148496,R,93168,R,0,R,0,R,0,R,16791,R,,A,0,R,258455,R
262369,Adrian's Beauty College of Turlock,1325794,R,0,R,0,R,0,R,0,R,100351,R,,A,0,R,1426145,R
400187,Advance Beauty College,1413397,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,1413397,R
444334,Advance Science International College,121639,R,671789,R,0,R,0,R,7471,R,0,R,,A,0,R,800899,R
444352,Advance Tech College,976281,R,0,R,48484,R,0,R,0,R,0,R,,A,0,R,1024765,R
437608,Advanced Barber College and Hair Design,51749,R,228273,R,9210,R,0,Z,0,Z,33221,R,,A,0,R,322453,R
458052,Advanced Beauty College,235959,R,0,R,3995,R,23520,R,0,R,42568,R,,A,15070,R,321112,R
444343,Advanced College,3814408,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3814408,R
238166,Advanced Institute of Hair Design-Glendale,831252,R,0,R,0,R,0,R,0,R,603290,R,,A,0,R,1434542,R
231411,Advanced Technology Institute,9022676,R,2145635,R,0,R,0,R,6075,R,0,Z,888144,R,0,R,12062530,R
456001,Advanced Welding Institute,376673,R,0,R,0,R,0,R,0,R,0,R,,A,86908,R,463581,R
423397,Advantage Technical College,467430,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,467430,R
161651,Aesthetics Institute of Cosmetology,294366,R,154052,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,448418,R
134811,AI Miami International University of Art and Design,74984740,R,9000199,R,766424,R,0,R,0,R,0,R,5832487,R,0,R,90583850,R
457998,Aiken School of Cosmetology and Barbering,85033,R,29789,R,0,R,0,R,0,R,64084,R,,A,0,R,178906,R
419147,Ailano School of Cosmetology,556038,R,0,R,0,R,0,R,0,R,4596,R,,A,2,R,560636,R
452203,Akron Testing Laboratory and Welding School Ltd,97000,R,0,R,0,R,579796,R,0,R,42404,R,,A,0,R,719200,R
371034,Alabama State College of Barber Styling,88563,R,0,R,0,R,0,R,0,R,0,R,,A,34829,R,123392,R
103501,Alaska Career College,3696703,R,0,R,0,R,0,R,24231,R,166716,R,,A,0,R,3887650,R
451246,Alden's School of Cosmetology,71076,R,375419,R,0,Z,0,Z,0,Z,22516,R,,A,0,R,469011,R
452212,Alexandria School,60585,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,60585,R
368036,Alexandria School of Scientific Therapeutics,436750,R,87008,R,20082,R,0,R,0,R,0,R,43516,R,6804,R,594160,R
393524,Alhambra Beauty College,103382,R,620797,R,0,Z,0,Z,0,Z,105658,R,,A,0,R,829837,R
459125,All Beauty College,88685,R,0,R,0,R,0,R,0,R,25710,R,,A,0,R,114395,R
210599,All-State Career School,12520373,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,12520373,R
418658,All-State Career School-Pittsburgh,2880635,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,2880635,R
373784,All-State Career-Baltimore,24108376,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,24108376,R
231721,Allegiance Beauty School,149435,R,523737,R,0,R,0,R,0,R,62298,R,,A,0,R,735470,R
188650,Allen School-Brooklyn,8482989,R,0,R,0,R,0,R,3277,R,0,Z,,A,0,R,8486266,R
415987,Allen School-Jamaica,10465360,R,0,R,0,R,0,R,3979,R,0,Z,,A,0,R,10469339,R
367316,Allied Health Careers,3571361,R,513359,R,0,Z,0,Z,1241,R,3928,R,0,Z,0,R,4089889,R
248192,Allure Beauty College,126838,R,0,R,0,R,0,R,0,R,49558,R,,A,0,R,176396,R
457660,Allure School of Cosmetology,125072,R,0,R,0,R,0,R,0,R,0,R,,A,15000,R,140072,R
449843,Alpine College,1633306,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,1633306,R
363590,Altierus Career College Everett,10542941,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10542941,R
443854,Altierus Career College-Arlington,12506057,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,12506057,R
442727,Altierus Career College-Austin,19864360,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,19864360,R
445461,Altierus Career College-Bissonnet,16224328,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,16224328,R
438647,Altierus Career College-Chesapeake,12974442,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,12974442,R
126401,Altierus Career College-Colorado Springs,11305446,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,11305446,R
447209,Altierus Career College-Columbus,13394508,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,13394508,R
460358,Altierus Career College-Fort Worth South,366309,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,366309,R
441016,Altierus Career College-Houston Hobby,15534983,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,15534983,R
443748,Altierus Career College-Norcross,13745804,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,13745804,R
445434,Altierus Career College-Orange Park,20908567,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,20908567,R
227003,Altierus Career College-San Antonio,16727074,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,16727074,R
444024,Altierus Career College-Tacoma,9280279,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9280279,R
137801,Altierus Career College-Tampa,27660878,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,27660878,R
127787,Altierus Career College-Thornton,14933532,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,14933532,R
442620,Altierus Career College-Tigard,5116994,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,5116994,R
449269,Altierus Career Education-South Plainfield,8945851,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,8945851,R
171322,Altierus Career Education-Southfield,22420555,R,0,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,22420555,R
210748,Altoona Beauty School Inc,462462,R,0,R,0,R,0,R,2074,R,130282,R,,A,0,R,594818,R
447254,Alvareitas College of Cosmetology-Belleville,168414,R,0,R,0,R,0,R,0,R,66276,R,,A,596,R,235286,R
142869,Alvareitas College of Cosmetology-Edwardsville,380845,R,0,R,0,R,0,R,0,R,89309,R,,A,1102,R,471256,R
142878,Alvareitas College of Cosmetology-Godfrey,361057,R,0,R,0,R,0,R,0,Z,111622,R,,A,3679,R,476358,R
457527,Ambria College of Nursing,2363831,R,0,R,0,R,0,R,4914,R,101948,R,,A,0,R,2470693,R
365107,America's Career Institute,387115,R,0,R,0,R,0,R,0,R,62415,R,,A,0,R,449530,R
142887,American Academy of Art College,7864002,R,791540,R,494157,R,0,R,120061,R,0,Z,0,Z,0,R,9269760,R
457396,American Academy of Cosmetology,77136,R,0,R,0,R,0,R,0,R,3160,R,,A,0,R,80296,R
446002,American Academy of Health and Wellness,908144,R,0,R,0,R,0,R,9618,R,541698,R,0,R,0,R,1459460,R
444370,American Advanced Technicians Institute,1159206,R,0,R,0,R,0,R,1364,R,277725,R,,A,0,R,1438295,R
452230,American Air Conditioning Academy,182139,R,0,R,806146,R,0,R,0,R,0,R,,A,0,R,988285,R
431637,American Beauty Academy,5226896,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,5226896,R
459541,American Beauty Academy,227592,R,0,R,0,R,0,R,0,R,110298,R,,A,0,R,337890,R
108977,American Beauty College,221595,R,0,R,64902,R,0,R,0,Z,5697,R,,A,20000,R,312194,R
365453,American Beauty Institute,275138,R,0,R,0,R,0,R,988,R,44181,R,,A,127,R,320434,R
189477,American Beauty School,501307,R,776488,R,0,R,0,R,0,R,0,R,,A,136048,R,1413843,R
206783,American Broadcasting School-Oklahoma City,1986895,R,0,R,0,R,0,R,7807,R,0,R,,A,0,R,1994702,R
457688,American Business and Technology University,8097,R,1079652,R,71750,R,0,Z,255,R,0,Z,0,Z,0,R,1159754,R
109040,American Career College-Los Angeles,61430900,R,0,R,0,R,0,R,6991,R,0,R,0,R,0,R,61437891,R
447768,American Career College-Ontario,18441635,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,18441635,R
444176,American Career Institute-Wheaton,1645050,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,1645050,R
459860,American Career Institute–Baltimore,149383,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,149383,R
459888,American Career Institute–Braintree,0,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,0,R
459897,American Career Institute–Cambridge,0,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,0,R
459879,American Career Institute–Columbia,418582,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,418582,R
459912,American Career Institute–Framingham,0,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,0,R
459903,American Career Institute–Springfield,0,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,0,R
459921,American Career Institute–Woburn,0,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,0,R
429085,American College of Acupuncture and Oriental Med,1233713,R,0,R,0,R,30000,R,0,R,387617,R,41981,R,500,R,1693811,R
179229,American College of Hair Design Inc,142032,R,276972,R,0,R,0,R,6398,R,92633,R,,A,0,R,518035,R
153092,American College of Hairstyling-Cedar Rapids,129094,R,0,R,0,R,0,R,0,R,92677,R,,A,0,R,221771,R
153588,American College of Hairstyling-Des Moines,262241,R,0,R,0,R,0,R,-7231,R,133877,R,,A,0,R,388887,R
422835,American College of Healthcare and Technology,105455,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,105455,R
222691,American Commercial College-Abilene,1233413,R,942316,R,94547,R,0,Z,5767,R,0,Z,,A,0,R,2276043,R
222682,American Commercial College-Lubbock,1232923,R,1111614,R,22830,R,0,Z,6013,R,0,Z,,A,0,R,2373380,R
222707,American Commercial College-Odessa,1024396,R,665859,R,23640,R,0,Z,4353,R,0,Z,,A,0,R,1718248,R
222673,American Commercial College-San Angelo,803536,R,728892,R,21040,R,0,Z,3946,R,0,Z,,A,0,R,1557414,R
445832,American Commercial College-Shreveport,871632,R,485650,R,35408,R,0,Z,3538,R,0,Z,,A,0,R,1396228,R
423582,American Commercial College-Wichita Falls,1077908,R,663885,R,224695,R,0,R,4995,R,0,Z,,A,0,R,1971483,R
241146,American Educational College,351950,R,3755227,R,118939,R,0,Z,16281,R,0,Z,,A,0,R,4242397,R
153463,American Hair Academy,292677,R,0,R,0,R,0,R,0,R,60059,R,,A,0,R,352736,R
441636,American Institute of Alternative Medicine,1756975,R,0,R,0,R,0,R,466,R,313937,R,0,R,0,R,2071378,R
447883,American Institute of Beauty,1511226,R,0,R,0,Z,0,Z,0,Z,99258,R,,A,0,R,1610484,R
404037,American Institute of Interior Design,204622,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,204622,R
447795,American Institute of Massage Therapy,192308,R,0,R,0,R,0,R,0,R,79502,R,,A,0,R,271810,R
455202,American Institute of Medical Sciences & Education,1149181,R,99634,R,107237,R,0,R,2885,R,983,R,,A,13650,R,1373570,R
103811,American Institute of Trucking,6895075,R,0,R,0,R,0,R,93256,R,0,R,,A,2475166,R,9463497,R
129482,American Institute-West Hartford,8346597,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,8346597,R
109013,American InterContinental University,2706102,R,0,R,0,R,0,R,0,R,0,R,71966,R,59957,R,2838025,R
445027,American InterContinental University,312138353,R,0,R,0,R,24439542,R,0,Z,0,Z,-2598,R,7083088,R,343658385,R
438586,American InterContinental University-Atlanta,30423110,R,0,R,0,Z,0,Z,0,Z,0,Z,817248,R,1145244,R,32385602,R
445133,American InterContinental University-Houston,7818192,R,0,R,0,R,0,R,0,R,0,R,546806,R,11444,R,8376442,R
438601,American InterContinental University-South Florida,14424675,R,0,R,0,R,0,R,0,R,0,R,749201,R,190857,R,15364733,R
452841,American Natioanl College,2293206,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,2293206,R
376987,American National College,1359829,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,1359829,R
420194,American National College,1804619,R,0,R,0,R,0,R,0,R,0,R,,A,1368315,R,3172934,R
232797,American National University,30220068,R,20901567,R,2073026,R,0,R,330395,R,6235172,R,0,R,125157,R,59885385,R
453473,American National University-Cincinnati,2374485,R,2328709,R,466380,R,0,R,29147,R,559616,R,0,R,24076,R,5782413,R
457004,American National University-Columbus,254671,R,258702,R,2522,R,0,R,0,R,75545,R,0,R,2080,R,593520,R
453455,American National University-Dayton,2611731,R,1698634,R,548356,R,0,R,27166,R,544020,R,0,R,1691,R,5431598,R
157021,American National University-Pikeville,13303288,R,14549040,R,2493039,R,0,R,597926,R,3418110,R,0,R,130375,R,34491778,R
453464,American National University-Youngstown,2878877,R,3158257,R,718544,R,0,R,38014,R,787555,R,0,R,18007,R,7599254,R
449339,American Public University System,146817000,R,0,R,0,R,0,R,94000,R,2181000,R,0,R,0,R,149092000,R
158158,American School of Business,609414,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,609414,R
203225,American School of Technology,3682035,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,3682035,R
433004,American University of Health Sciences,2830077,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2830077,R
229957,AmeriTech College-Provo,7044701,R,0,R,0,R,0,R,19020,R,0,R,,A,276418,R,7340139,R
444389,Anamarc College-El Paso Central,5061449,R,0,R,0,R,0,R,0,R,0,Z,0,R,151572,R,5213021,R
459815,Anamarc College-Santa Teresa,1171945,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,40911,R,1212856,R
457299,Angeles College,0,R,0,R,0,R,0,R,6808,R,1282127,R,,A,0,R,1288935,R
457314,Angeles Institute,1263482,R,0,R,0,R,0,R,0,R,0,R,,A,67741,R,1331223,R
441399,Angley College,4601236,R,1534625,R,0,R,0,R,239,R,15539,R,0,R,437,R,6152076,R
410256,Ann Arbor Institute of Massage Therapy,597308,R,85416,R,0,R,0,R,0,R,201076,R,,A,0,R,883800,R
455248,Ann Marie's World of Beauty School,71100,R,0,R,0,R,0,R,0,R,4165,R,,A,0,R,75265,R
445601,Anthem Career College-Memphis,8913887,R,0,R,0,R,0,R,10905,R,0,R,0,R,36904,R,8961696,R
440110,Anthem Career College-Nashville,7422019,R,0,R,0,R,0,R,9080,R,0,R,0,R,30727,R,7461826,R
460668,Anthem College-Atlanta,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
450155,Anthem College-Brookfield,4647389,R,0,R,0,R,0,R,5685,R,0,R,0,R,19240,R,4672314,R
410539,Anthem College-Denver,4284451,R,0,R,0,R,0,R,5241,R,0,R,0,R,17738,R,4307430,R
443739,Anthem College-Fenton,6939706,R,0,R,0,R,0,R,8490,R,0,R,0,R,28730,R,6976926,R
440129,Anthem College-Irving,8787181,R,0,R,0,R,0,R,10750,R,0,R,0,R,36379,R,8834310,R
445610,Anthem College-Kansas City,3438164,R,0,R,0,R,0,R,4206,R,0,R,0,R,14234,R,3456604,R
176549,Anthem College-Maryland Heights,5385075,R,0,R,0,R,0,R,6588,R,0,R,0,R,22294,R,5413957,R
430050,Anthem College-Minnesota,4738891,R,0,R,0,R,0,R,5797,R,0,R,0,R,19620,R,4764308,R
436225,Anthem College-Orlando,7896330,R,0,R,0,R,0,R,9660,R,0,R,0,R,32692,R,7938682,R
104805,Anthem College-Phoenix,11148625,R,0,R,0,R,0,R,13639,R,0,R,0,R,23637032,C,34799296,C
446853,Anthem College-Portland,7046321,R,0,R,0,R,0,R,8620,R,0,R,,A,29173,R,7084114,R
413635,Anthem College-Sacramento,7866100,R,0,R,0,R,0,R,9623,R,0,R,,A,32566,R,7908289,R
442462,Anthem Institute-Cherry Hill,6522878,R,0,R,0,R,0,R,8943,R,0,R,,A,11559,R,6543380,R
442648,Anthem Institute-Las Vegas,8898467,R,0,R,0,R,0,R,10886,R,0,R,,A,36840,R,8946193,R
441584,Anthem Institute-Manhattan,8256916,R,0,R,0,R,0,R,11320,R,0,R,,A,14633,R,8282869,R
213312,Anthem Institute-Springfield,4719090,R,0,R,0,R,0,R,6470,R,0,Z,,A,8363,R,4733923,R
241182,Antilles School of Technical Careers,2197599,R,0,R,0,R,0,R,0,R,0,R,,A,0,R,2197599,R
201016,Antonelli College-Cincinnati,22651613,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,22651613,R
210890,Antonelli Institute,4255782,R,0,R,0,R,0,R,7549,R,0,R,0,R,779833,R,5043164,R
250072,Antonelli Medical and Professional Institute,538622,R,0,R,0,R,0,R,2264,R,0,R,,A,95979,R,636865,R
429094,AOMA Graduate School of Integrative Medicine,2249703,R,0,R,0,R,0,R,10787,R,910855,R,247917,R,36615,R,3455877,R
150075,Apex Academy of Hair Design Inc,97885,R,22217,R,0,Z,0,Z,0,Z,0,Z,,A,0,R,120102,R
188890,Apex Technical School,27630780,R,0,R,0,R,0,R,25811,R,0,R,,A,2406349,R,30062940,R
237127,Appalachian Beauty School,74652,R,89950,R,0,R,0,R,0,R,9501,R,,A,-57782,R,116321,R
367936,Argosy University-Atlanta,28406097,R,803602,R,43500,R,0,R,0,R,0,R,126038,R,0,R,29379237,R
145770,Argosy University-Chicago,18907298,R,628772,R,204320,R,0,R,0,R,0,R,221335,R,0,R,19961725,R
442222,Argosy University-Dallas,6815790,R,274390,R,0,R,0,R,0,R,0,R,58836,R,0,R,7149016,R
448734,Argosy University-Denver,5858020,R,286197,R,2250,R,0,R,0,R,0,R,49588,R,0,R,6196055,R
366748,Argosy University-Hawaii,6550882,R,155123,R,0,R,0,R,0,R,0,R,39255,R,0,R,6745260,R
450526,Argosy University-Inland Empire,6585124,R,621106,R,214617,R,0,R,0,R,0,R,111772,R,0,R,7532619,R
447272,Argosy University-Los Angeles,5648164,R,337889,R,76434,R,0,R,0,R,0,R,58072,R,0,R,6120559,R
450535,Argosy University-Nashville,5321981,R,222029,R,0,R,0,R,0,R,0,R,38611,R,0,R,5582621,R
419457,Argosy University-Northern Virginia,17296460,R,132067,R,0,R,0,R,0,R,0,R,45752,R,0,R,17474279,R
436438,Argosy University-Orange County,12108973,R,285908,R,33382,R,0,R,0,R,0,R,71593,R,0,R,12499856,R
436094,Argosy University-Phoenix,12750879,R,342361,R,34250,R,0,R,0,R,0,R,70025,R,0,R,13197515,R
456348,Argosy University-Phoenix Online Division,89289415,R,15321285,R,15985,R,0,R,0,R,0,R,1738534,R,0,R,106365219,R
452090,Argosy University-Salt Lake City,2834689,R,228150,R,0,R,0,R,0,R,0,R,38956,R,0,R,3101795,R
450544,Argosy University-San Diego,3884173,R,164714,R,33897,R,0,R,0,R,0,R,38030,R,0,R,4120814,R
121983,Argosy University-San Francisco Bay Area,12368957,R,169651,R,14822,R,0,R,0,R,0,R,46547,R,0,R,12599977,R
137148,Argosy University-Sarasota,19558477,R,170430,R,281086,R,0,R,0,R,0,R,62877,R,0,R,20072870,R
420866,Argosy University-Schaumburg,10989696,R,345265,R,108184,R,0,R,0,R,0,R,91920,R,0,R,11535065,R
439057,Argosy University-Seattle,6284280,R,194878,R,0,R,0,R,0,R,0,R,49111,R,0,R,6528269,R
428268,Argosy University-Tampa,9153505,R,213975,R,68981,R,0,R,0,R,43197,R,0,R,0,R,9479658,R
410502,Argosy University-The Art Institute of California-Hollywood,21725980,R,4113055,R,1390595,R,0,R,0,R,0,R,2878277,R,1,R,30107908,R
448576,Argosy University-The Art Institute of California-Inland Empire,23515458,R,5446461,R,1878133,R,0,R,0,R,0,R,2020559,R,0,R,32860611,R
432533,Argosy University-The Art Institute of California-Los Angeles,38547729,R,4658106,R,1855006,R,0,R,0,R,0,R,5317188,R,0,R,50378029,R
441973,Argosy University-The Art Institute of California-Orange County,36534358,R,4736212,R,861411,R,0,R,0,R,0,R,3056566,R,0,R,45188547,R
450094,Argosy University-The Art Institute of California-Sacramento,12736681,R,2806364,R,684116,R,0,R,0,R,0,R,1077531,R,1,R,17304693,R
117113,Argosy University-The Art Institute of California-San Diego,39251893,R,8010752,R,1395701,R,0,R,0,R,0,R,3249978,R,0,R,51908324,R
117928,Argosy University-The Art Institute of California-San Francisco,26021934,R,3594280,R,824863,R,0,R,0,R,0,R,3404769,R,0,R,33845846,R
451848,Argosy University-The Art Institute of California-Silicon Valley,10510782,R,1475168,R,193804,R,0,R,0,R,0,R,869994,R,0,R,13049748,R
173984,Argosy University-Twin Cities,27835116,R,3232393,R,616289,R,0,R,0,R,0,R,1182232,R,0,R,32866030,R
103954,Arizona Academy of Beauty,599477,R,0,R,0,R,0,R,2062,R,109083,R,,A,0,R,710622,R
262235,Arizona Academy of Beauty-North,712540,R,0,R,0,R,0,R,1284,R,107332,R,,A,0,R,821156,R
