UnitID,Institution Name,Tuition and fees (F0203_F3),Imputation/Status Flag For Tuition and fees (F0203_F3),Federal appropriations  grants and contracts (F0203_F3),Imputation/Status Flag For Federal appropriations  grants and contracts (F0203_F3),State and local appropriations  grants and contracts (F0203_F3),Imputation/Status Flag For State and local appropriations  grants and contracts (F0203_F3),Private grants and contracts (F0203_F3),Imputation/Status Flag For Private grants and contracts (F0203_F3),Investment income and investment gains (losses) included in net income (F0203_F3),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F0203_F3),Sales and services of educational activities (F0203_F3),Imputation/Status Flag For Sales and services of educational activities (F0203_F3),Sales and services of auxiliary enterprises (F0203_F3),Imputation/Status Flag For Sales and services of auxiliary enterprises (F0203_F3),Other revenue (F0203_F3),Imputation/Status Flag For Other revenue (F0203_F3),Total revenues and investment return (F0203_F3),Imputation/Status Flag For Total revenues and investment return (F0203_F3)
434274,Academy of Hair Design-Lufkin,5950,R,0,R,0,R,0,R,84003,R,65415,R,0,R,125212,R,280580,R
382461,Academy of Hair Design-Pearl,101964,R,92696,R,0,Z,0,Z,0,Z,87448,R,0,Z,-12513,R,269595,R
208080,Academy of Hair Design-Salem,288362,R,0,R,0,R,0,R,0,R,149915,R,0,R,0,R,438277,R
376446,Academy of Hair Technology,866751,R,0,R,0,R,0,R,7996,R,24127,R,115072,R,0,R,1013946,R
437501,Academy of Massage Therapy,1115296,R,0,R,0,R,0,R,0,R,118284,R,111696,R,0,R,1345276,R
136048,Academy of Palm Beach,996822,R,0,Z,0,Z,0,Z,11502,R,183460,R,0,Z,0,R,1191784,R
108287,Academy of Professional Careers,2197023,R,0,R,99383,R,0,R,0,Z,58268,R,17319,R,-89783,R,2282210,R
107293,Academy of Salon and Spa,139456,R,0,R,0,R,0,R,0,R,68706,R,0,R,0,R,208162,R
108393,Academy Pacific Travel College,947808,R,905986,R,0,R,0,R,0,R,0,R,0,R,-707675,R,1146119,R
161624,Accutech Career Institute,1507457,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1507457,R
419022,ACT College,5482552,R,0,R,0,R,0,R,76,R,0,R,0,R,0,R,5482628,R
439969,Acupuncture and Massage College,1004532,R,0,R,0,R,0,R,0,R,0,R,109536,R,0,R,1114068,R
419314,Adirondack Beauty School,81417,R,46270,R,21029,R,0,R,0,R,24661,R,22125,R,0,R,195502,R
262369,Adrian's Beauty College of Turlock,93847,R,177552,R,0,R,55021,R,0,Z,107409,R,0,R,0,R,433829,R
437608,Advanced Barber College and Hair Design,326974,R,0,R,0,R,0,R,4195,R,25697,R,0,R,1286,R,358152,R
441265,ADVANCED COLLEGE OF TECHNOLOGY,891687,R,0,R,0,R,0,R,681,R,12200,R,0,R,0,R,904568,R
238166,Advanced Institute of Hair Design-Glendale,555761,R,0,Z,0,Z,0,Z,0,Z,453385,R,0,Z,200696,R,1209842,R
231411,Advanced Technology Institute,3394032,R,337222,R,0,Z,50740,R,238398,R,0,Z,68420,R,0,R,4088812,R
423397,Advantage Technical College,460573,R,0,Z,0,Z,0,Z,0,Z,55385,R,0,Z,0,R,515958,R
161651,Aesthetics Institute of Cosmetology,259192,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,259192,R
134811,AI Miami International University of Art and Design,15797185,R,1573167,R,0,R,0,R,0,R,0,R,1446704,R,0,R,18817056,R
419147,Ailano School of Cosmetology,599096,R,0,R,0,R,0,R,0,Z,23600,R,0,R,0,R,622696,R
371034,Alabama State College of Barber Styling,72286,R,0,R,0,R,0,R,661,R,0,Z,0,R,20769,R,93716,R
103501,Alaska Career College,2269512,R,0,Z,0,Z,0,Z,2500,R,28514,R,0,Z,0,R,2300526,R
187514,Albuquerque Barber College,125117,R,147801,R,0,R,0,R,0,R,5892,R,0,R,0,R,278810,R
158079,Alexandria Academy of Beauty Culture,280318,R,0,R,0,R,0,R,0,R,44181,R,0,R,0,R,324499,R
368036,Alexandria School of Scientific Therapeutics,111714,R,0,R,0,R,0,R,0,R,0,R,0,R,962681,R,1074395,R
393524,Alhambra Beauty College,959206,R,0,R,0,R,0,R,96,R,43015,R,0,R,0,R,1002317,R
210599,All-State Career School,3337659,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3337659,R
418658,All-State Career School-Pittsburgh,1189235,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1189235,R
373784,All-State Career-Baltimore,3451928,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3451928,R
231721,Allegiance Beauty School,16962,R,91505,R,0,R,0,R,34842,R,0,R,0,R,0,R,143309,R
183901,Allied Medical and Technical Institute,1642285,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1642285,R
248192,Allure Beauty College,43764,R,0,R,0,R,0,R,0,R,27587,R,0,R,46355,R,117706,R
436517,Alternative Conjunction Clinic & Sch of Mass Ther,176917,R,0,Z,0,Z,0,Z,0,Z,280132,R,0,Z,0,R,457049,R
443854,Altierus Career College-Arlington,15281,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15281,R
442727,Altierus Career College-Austin,2063447,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2063447,R
438647,Altierus Career College-Chesapeake,6225438,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6225438,R
126401,Altierus Career College-Colorado Springs,5892239,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5892239,R
441016,Altierus Career College-Houston Hobby,4753974,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4753974,R
443748,Altierus Career College-Norcross,459292,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,459292,R
227003,Altierus Career College-San Antonio,7533435,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7533435,R
137801,Altierus Career College-Tampa,17943859,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,17943859,R
127787,Altierus Career College-Thornton,8728534,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8728534,R
171322,Altierus Career Education-Southfield,10872929,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10872929,R
210748,Altoona Beauty School Inc,314902,R,79415,R,0,R,0,R,18668,R,63922,R,0,R,-72768,R,404139,R
142869,Alvareitas College of Cosmetology-Edwardsville,56273,R,0,Z,0,Z,0,Z,0,Z,59077,R,0,Z,79211,R,194561,R
142878,Alvareitas College of Cosmetology-Godfrey,28136,R,0,Z,0,Z,0,Z,0,Z,29538,R,0,Z,39606,R,97280,R
142887,American Academy of Art College,4843365,R,380367,R,0,R,0,R,39978,R,0,R,0,R,0,R,5263710,R
417497,American Academy of Hair Design,676319,R,0,R,0,R,0,R,0,R,173299,R,93797,R,0,R,943415,R
431637,American Beauty Academy,542693,R,0,R,0,R,0,R,0,R,0,R,24829,R,4101,R,571623,R
108977,American Beauty College,15011,R,120486,R,0,Z,0,Z,0,Z,15829,R,0,Z,143,R,151469,R
365453,American Beauty Institute,44379,R,0,R,8000,R,0,R,2543,R,52931,R,0,R,62511,R,170364,R
206783,American Broadcasting School-Oklahoma City,1877389,R,0,R,0,R,0,R,14261,R,0,R,0,R,0,R,1891650,R
109040,American Career College-Los Angeles,14829120,R,0,R,0,R,0,R,3422,R,0,R,0,R,0,R,14832542,R
213738,American Center for Technical Arts and Sciences,1998051,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,537,R,1998588,R
429085,American College of Acupuncture and Oriental Med,960560,R,0,R,0,R,98126,R,826,R,278086,R,0,R,0,R,1337598,R
179229,American College of Hair Design Inc,62929,R,105948,R,0,Z,0,Z,6219,R,67714,R,0,Z,0,R,242810,R
153092,American College of Hairstyling-Cedar Rapids,127126,R,0,R,0,R,0,R,635,R,118591,R,8984,R,13018,R,268354,R
153588,American College of Hairstyling-Des Moines,144122,R,0,R,0,R,0,Z,1125,R,137635,R,0,Z,62777,R,345659,R
422835,American College of Healthcare and Technology,517783,N,0,N,0,N,0,N,682,N,140873,N,13293,N,0,N,672631,N
429216,American College of Medical Technology,660149,R,1033089,R,0,R,454925,R,654,R,5462,R,0,R,0,R,2154279,R
222691,American Commercial College-Abilene,767253,R,345649,R,97617,R,0,Z,9417,R,0,Z,0,Z,0,R,1219936,R
222682,American Commercial College-Lubbock,1087554,R,376923,R,112544,R,0,Z,9427,R,0,Z,0,Z,0,R,1586448,R
222707,American Commercial College-Odessa,753743,R,374487,R,90561,R,0,Z,9813,R,0,Z,0,Z,0,R,1228604,R
222673,American Commercial College-San Angelo,574395,R,349916,R,139903,R,0,Z,9323,R,0,Z,0,Z,0,R,1073537,R
423582,American Commercial College-Wichita Falls,618550,R,316095,R,95656,R,0,Z,7455,R,0,Z,0,Z,0,R,1037756,R
241146,American Educational College,323680,R,0,R,0,R,0,R,5058,R,19714,R,0,R,2305249,R,2653701,R
441636,American Institute of Alternative Medicine,1331181,R,0,Z,0,Z,0,Z,675,R,505482,R,0,Z,0,R,1837338,R
103811,American Institute of Trucking,4958883,R,0,R,0,R,0,R,39934,R,0,R,0,R,0,R,4998817,R
129482,American Institute-West Hartford,2453938,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2453938,R
109013,American InterContinental University,25826050,R,0,R,0,R,0,R,0,R,0,R,0,R,-37509,R,25788541,R
138725,American InterContinental University,155580091,R,0,R,0,R,0,R,0,R,24266,R,12872039,R,1383368,R,169859764,R
438586,American InterContinental University-Atlanta,22505978,R,0,R,0,R,0,R,0,R,0,R,3524416,R,0,R,26030394,R
438601,American InterContinental University-South Florida,26099963,R,0,R,0,R,0,R,0,R,0,R,4713050,R,0,R,30813013,R
376987,American National College,265398,R,0,R,0,R,0,R,0,R,118131,R,1987,R,57309,R,442825,R
420194,American National College,431650,R,0,R,0,R,0,R,377,R,79960,R,0,R,631409,R,1143396,R
232797,American National University,1421263,R,10749293,R,206862,R,714171,R,67769,R,1318893,R,391720,R,121221,R,14991192,R
157021,American National University-Pikeville,1968128,R,4615844,R,964965,R,583172,R,55741,R,821184,R,0,R,75116,R,9084150,R
158158,American School of Business,706377,R,0,R,0,R,0,R,0,R,0,R,0,R,53852,R,760229,R
203225,American School of Technology,1698876,R,0,R,48500,R,19500,R,27500,R,0,R,0,R,0,R,1794376,R
441715,American Technological College,1316630,R,0,Z,0,Z,0,Z,0,Z,164981,R,0,Z,0,R,1481611,R
433004,American University of Health Sciences,702819,R,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,702819,R
229957,AmeriTech College-Provo,2458170,R,0,R,0,R,0,R,3288,R,0,R,0,R,0,R,2461458,R
441399,Angley College,290058,R,0,R,0,R,0,R,0,R,587632,R,0,R,0,R,877690,R
434292,Anson College of Cosmetology,31622,R,0,Z,0,Z,0,Z,0,Z,5039,R,9967,R,0,R,46628,R
440110,Anthem Career College-Nashville,12085880,R,0,Z,0,Z,0,Z,33342,R,0,Z,0,Z,47495,R,12166717,R
410539,Anthem College-Denver,6190878,R,0,Z,0,Z,0,Z,17079,R,0,Z,0,Z,24329,R,6232286,R
443739,Anthem College-Fenton,675089,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,118,R,675207,R
440129,Anthem College-Irving,8445713,R,0,Z,0,Z,0,Z,23300,R,0,Z,0,Z,33190,R,8502203,R
176549,Anthem College-Maryland Heights,1704449,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,300,R,1704749,R
430050,Anthem College-Minnesota,9665284,R,0,Z,0,Z,0,Z,26664,R,0,Z,0,Z,37982,R,9729930,R
436225,Anthem College-Orlando,9791863,R,0,Z,0,Z,0,Z,27013,R,0,Z,0,Z,38480,R,9857356,R
104805,Anthem College-Phoenix,51849108,R,0,Z,0,Z,0,Z,142084,R,0,Z,0,Z,202396,R,52193588,R
413635,Anthem College-Sacramento,5290509,R,0,Z,0,Z,0,Z,14595,R,0,Z,0,Z,20791,R,5325895,R
442462,Anthem Institute-Cherry Hill,3088084,R,368913,R,77563,R,90362,R,0,Z,0,Z,-611,R,0,R,3624311,R
442648,Anthem Institute-Las Vegas,1502537,R,0,Z,0,Z,0,Z,4145,R,0,Z,0,Z,5904,R,1512586,R
441584,Anthem Institute-Manhattan,5344617,R,593951,R,139193,R,104145,R,0,R,0,R,-10840,R,0,R,6171066,R
213312,Anthem Institute-Springfield,3548867,R,550113,R,154823,R,33359,R,111,R,0,R,1483,R,0,R,4288756,R
241182,Antilles School of Technical Careers,1987345,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1987345,R
201016,Antonelli College-Cincinnati,9913409,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,459,R,9913868,R
210890,Antonelli Institute,2696127,R,0,R,0,R,0,R,5082,R,0,R,53920,R,0,R,2755129,R
250072,Antonelli Medical and Professional Institute,502443,R,0,R,0,R,0,R,4891,R,0,R,76109,R,0,R,583443,R
429094,AOMA Graduate School of Integrative Medicine,1381536,R,0,R,0,R,0,R,0,Z,669660,R,348655,R,1000,R,2400851,R
150075,Apex Academy of Hair Design Inc,141752,R,25798,R,0,R,0,R,0,R,0,R,0,R,46519,R,214069,R
188890,Apex Technical School,20703782,R,0,Z,0,Z,0,Z,40225,R,0,Z,0,Z,73270,R,20817277,R
237127,Appalachian Beauty School,13142,R,0,Z,0,Z,0,Z,1057,R,37711,R,0,Z,151229,R,203139,R
367936,Argosy University-Atlanta,6532666,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6532666,R
145770,Argosy University-Chicago,8405729,R,0,R,0,R,0,R,0,Z,0,R,0,R,0,R,8405729,R
366748,Argosy University-Hawaii,3806259,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3806259,R
419457,Argosy University-Northern Virginia,5905877,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5905877,R
436094,Argosy University-Phoenix,3380232,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3380232,R
121983,Argosy University-San Francisco Bay Area,2842105,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2842105,R
137148,Argosy University-Sarasota,13931351,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,13931351,R
420866,Argosy University-Schaumburg,3585863,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3585863,R
439057,Argosy University-Seattle,2567723,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2567723,R
428268,Argosy University-Tampa,3008259,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3008259,R
410502,Argosy University-The Art Institute of California-Hollywood,5284440,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5284440,R
432533,Argosy University-The Art Institute of California-Los Angeles,24602182,R,2848306,R,0,Z,0,Z,0,Z,0,Z,2636719,R,-1107817,R,28979390,R
441973,Argosy University-The Art Institute of California-Orange County,14812821,R,1278075,R,0,Z,0,Z,0,Z,0,Z,1042943,R,-227754,R,16906085,R
117113,Argosy University-The Art Institute of California-San Diego,11670143,R,1000118,R,0,Z,0,Z,0,Z,0,Z,785361,R,-309347,R,13146275,R
117928,Argosy University-The Art Institute of California-San Francisco,7792786,R,579244,R,0,Z,0,Z,0,Z,0,Z,1109720,R,0,R,9481750,R
173984,Argosy University-Twin Cities,12497823,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,12497823,R
103954,Arizona Academy of Beauty,630817,R,0,R,0,R,0,R,4235,R,128684,R,1668,R,0,R,765404,R
262235,Arizona Academy of Beauty-North,558918,R,0,R,0,R,0,R,3499,R,117031,R,5046,R,0,R,684494,R
421708,Arizona College of Nursing-Tempe,1876880,R,0,R,0,R,0,R,3788,R,38310,R,0,R,750000,R,2668978,R
371140,Arkansas Beauty School,20199,R,132325,R,0,R,0,R,1101,R,60761,R,0,R,0,R,214386,R
106315,Arkansas Beauty School-Little Rock,15527,R,136492,R,0,Z,0,Z,0,Z,69246,R,0,Z,0,R,221265,R
106351,Arkansas Technical School,206653,R,0,R,0,R,0,R,1122,R,105811,R,0,R,0,R,313586,R
222886,Arlington Career Institute,1899262,R,0,Z,140360,R,0,Z,5784,R,0,Z,0,Z,-5784,R,2039622,R
429100,Arlington Medical Institute,317433,R,0,R,0,R,0,R,1700,R,0,R,0,R,334317,R,653450,R
219587,Arnolds Beauty School,304866,R,0,R,0,R,0,R,3295,R,94441,R,280023,R,946,R,683571,R
106360,Arthur's Beauty College,253852,R,0,R,0,R,0,R,284,R,69696,R,0,R,39919,R,363751,R
106494,Arthur's Beauty College,359579,R,0,Z,0,Z,0,Z,11328,R,0,Z,275062,R,0,R,645969,R
414063,Artistic Academy of Hair Design,387261,R,0,Z,0,Z,0,Z,0,Z,264633,R,0,R,0,R,651894,R
404994,ASA College,32501341,R,0,R,0,R,0,R,6248,R,0,R,0,R,0,R,32507589,R
382382,Ascension College,1250775,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1250775,R
234119,Asher Institute of Hampton,475605,R,0,R,0,R,0,R,2660,R,0,R,0,R,0,R,478265,R
393861,Asian-American International Beauty College,135056,R,598050,R,479374,R,0,R,4288,R,26366,R,0,R,0,R,1243134,R
428037,Askins Vo-Tech,71846,R,21778,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,93624,R
109721,Associated Technical College-Los Angeles,976111,R,1424896,R,0,R,0,R,0,R,976111,R,0,R,1381247,R,4758365,R
441885,Associated Training Services,3654195,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3654195,R
249247,ATI Career Training Center-Dallas,9700312,R,0,R,0,R,0,R,63954,R,0,R,0,R,29178,R,9793444,R
137892,ATI Career Training Center-Fort Lauderdale,3950010,R,0,R,0,R,0,R,9668,R,0,R,0,R,21968,R,3981646,R
136738,ATI Career Training Center-Miami,4358115,R,0,R,0,R,0,R,13469,R,0,R,0,R,9318,R,4380902,R
250920,ATI Career Training Center-North Richland Hills,6815027,R,0,R,0,R,0,R,27098,R,0,R,0,R,16006,R,6858131,R
136747,ATI Career Training Center-Oakland Park,2313972,R,0,R,0,R,0,R,5744,R,0,R,0,R,1402,R,2321118,R
134875,ATI College of Health,2908250,R,0,R,0,R,0,R,24688,R,0,R,0,R,7627,R,2940565,R
222761,ATI Technical Training Center,6876565,R,0,R,0,R,0,R,35440,R,0,R,0,R,79138,R,6991143,R
419244,Atlanta Institute of Music and Media,679195,R,11366,R,0,R,0,R,0,R,0,R,0,R,0,R,690561,R
138938,Atlanta School of Massage,2281990,R,0,R,0,R,0,R,-9100,R,543136,R,0,R,469678,R,3285704,R
385929,Audio Recording Technology Institute,0,R,0,R,0,R,0,R,0,R,0,R,0,R,851216,R,851216,R
225867,Austin Business College,0,R,0,R,0,R,0,R,117135,R,0,R,0,R,2234600,R,2351735,R
188988,Austin's School of Spa Technology,366216,R,206832,R,0,R,0,R,272,R,90038,R,0,R,0,R,663358,R
418782,Automeca Technical College-Aguadilla,1530587,R,0,Z,0,Z,0,Z,0,Z,3685,R,0,Z,0,R,1534272,R
419703,Automeca Technical College-Bayamon,3210256,R,0,Z,0,Z,0,Z,70490,R,9036,R,0,Z,0,R,3289782,R
419712,Automeca Technical College-Caguas,1054968,R,0,Z,0,Z,0,Z,0,Z,9159,R,0,Z,0,R,1064127,R
419721,Automeca Technical College-Ponce,1498571,R,0,Z,0,Z,0,Z,0,Z,6316,R,0,Z,0,R,1504887,R
211006,Automotive Training Center-Exton,3590839,R,398812,R,409204,R,22540,R,12386,R,92624,R,584697,R,24332,R,5135434,R
372356,Avalon Institute-Aurora,1027903,R,0,R,0,R,0,R,0,R,335160,R,0,R,0,R,1363063,R
104568,Avalon Institute-Mesa,563593,R,0,R,0,R,0,R,0,R,211824,R,0,R,6915,R,782332,R
108649,Avalon School of Cosmetology-Alameda,385430,R,0,R,0,R,0,R,1140,R,185498,R,0,R,0,R,572068,R
393977,Avance Beauty College,76411,R,88776,R,0,R,0,Z,0,Z,0,Z,27135,R,0,R,192322,R
173744,Aveda Arts & Sciences Institute Minneapolis,5850000,R,0,R,0,R,0,R,2483000,R,3121000,R,0,R,0,R,11454000,R
160320,Aveda Arts & Sciences Institute-Covington,828230,R,0,Z,0,Z,0,Z,0,Z,594639,R,0,Z,110710,R,1533579,R
162830,Aveda Institute-Maryland,125917,R,0,R,0,R,0,R,0,R,19026,R,0,R,0,R,144943,R
142407,Aveda Institute-Twin Falls,104748,R,0,R,0,R,0,R,535,R,190941,R,97796,R,65084,R,459104,R
158778,Avery James School of Cosmetology,185954,R,0,Z,0,Z,0,Z,2301,R,22798,R,2169,R,0,R,213222,R
440059,Aviation Institute of Maintenance-Atlanta,1670027,R,0,R,0,R,0,R,0,R,0,R,0,R,331458,R,2001485,R
441788,Aviation Institute of Maintenance-Dallas,765168,R,0,R,0,R,0,R,20,R,0,R,0,R,0,R,765188,R
438735,Aviation Institute of Maintenance-Indianapolis,1818845,R,0,R,0,R,0,R,0,R,270329,R,60399,R,0,R,2149573,R
441496,Aviation Institute of Maintenance-Kansas City,1457709,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,140729,R,1598438,R
427973,Aviation Institute of Maintenance-Norfolk,2356602,R,0,R,0,R,0,R,0,R,7394,R,0,R,262105,R,2626101,R
250285,Aviation Institute of Maintenance-Philadelphia,1747200,R,0,R,0,R,0,R,0,Z,73600,R,0,R,423772,R,2244572,R
187000,Aviation Institute of Maintenance-Teterboro,1389284,R,0,R,0,R,0,R,1487,R,13138,R,25594,R,0,R,1429503,R
161800,Award Beauty School,111207,R,0,Z,0,Z,0,Z,0,Z,73127,R,0,Z,0,R,184334,R
158246,Ayers Career College,631431,R,313446,R,0,R,0,R,12876,R,0,R,0,R,0,R,957753,R
414489,Baldwin Beauty School-North Austin,495386,R,0,Z,0,Z,0,Z,0,Z,268151,R,0,Z,0,R,763537,R
223056,Baldwin Beauty School-South Austin,342813,R,0,Z,0,Z,0,Z,0,Z,196015,R,0,Z,0,R,538828,R
161855,Baltimore Studio of Hair Design,419590,R,0,R,0,R,0,R,15322,R,139355,R,0,R,0,R,574267,R
164599,Bancroft School of Massage Therapy,1442831,R,0,R,0,R,0,R,15000,R,95000,R,95000,R,20891,R,1668722,R
156277,Barrett and Company School of Hair Design,162875,R,254137,R,0,R,0,R,1212,R,169496,R,0,R,75103,R,662823,R
158282,Bastrop Beauty School Inc,115966,R,0,R,0,R,0,R,-1784,R,32448,R,0,R,1784,R,148414,R
373447,Baton Rouge College,346760,R,0,R,0,R,0,R,9826,R,65109,R,0,R,0,R,421695,R
158343,Baton Rouge School of Computers,310747,R,0,R,0,R,0,R,4621,R,0,R,0,R,985198,R,1300566,R
139074,Bauder College,2245939,R,6778208,R,155385,R,38810,R,0,R,0,R,568701,R,202795,R,9989838,R
164678,Bay State School of Technology,2281373,R,21431,R,0,R,8583,R,0,R,0,R,0,R,31951,R,2343338,R
168892,Bayshire Academy of Beauty Craft Inc,358124,R,0,Z,0,Z,0,Z,497,R,110428,R,0,Z,11434,R,480483,R
160995,Beal University,1491560,R,0,R,0,R,0,R,3850,R,0,R,204964,R,7546,R,1707920,R
201229,Beatrice Academy of Beauty,25000,R,0,R,0,R,0,R,140,R,0,R,0,R,3860,R,29000,R
229984,Beau La Reine College of Beauty,62511,N,102806,N,0,N,0,N,100,N,19051,N,0,N,1004637,N,1189105,N
208248,Beau Monde College of Hair Design,1281080,R,0,R,0,R,0,R,45232,R,297591,R,0,R,25100,R,1649003,R
234401,Beauty Academy,291268,R,0,R,0,R,0,R,0,R,103079,R,0,R,0,R,394347,R
139092,Beauty College of America,89505,R,176013,R,0,R,0,R,40,R,286422,R,0,R,9542,R,561522,R
374927,Beauty School of Middletown,768168,R,197683,R,0,R,0,R,1573,R,166333,R,0,R,0,R,1133757,R
419660,Beauty Schools of America-Hialeah,1222959,R,1306597,R,0,R,0,R,12550,R,264283,R,0,R,0,R,2806389,R
135771,Beauty Schools of America-Miami,1590663,R,2168428,R,35245,R,0,R,18824,R,396424,R,0,R,0,R,4209584,R
207272,Beauty Technical College Inc,41563,R,0,R,0,R,0,R,0,R,18638,R,0,R,109569,R,169770,R
215336,Beaver Falls Beauty Academy,276129,R,0,R,0,R,0,R,0,R,22632,R,0,R,0,R,298761,R
247065,Beckfield College-Florence,2036545,R,0,R,0,R,0,R,0,R,0,R,0,R,1042479,R,3079024,R
407744,Beckley Beauty Academy,169065,R,0,R,0,R,0,R,0,R,73648,R,0,R,0,R,242713,R
106607,Bee Jays Academy,149273,R,44099,R,0,R,0,R,5511,R,180228,R,0,R,0,R,379111,R
441821,Behold Beauty Academy,50940,R,82540,R,0,Z,0,Z,0,Z,72945,R,0,Z,71856,R,278281,R
