UnitID,Institution Name,Tuition and fees (F0001_F3),Imputation/Status Flag For Tuition and fees (F0001_F3),Federal appropriations  grants and contracts (F0001_F3),Imputation/Status Flag For Federal appropriations  grants and contracts (F0001_F3),State and local appropriations  grants and contracts (F0001_F3),Imputation/Status Flag For State and local appropriations  grants and contracts (F0001_F3),Private grants and contracts (F0001_F3),Imputation/Status Flag For Private grants and contracts (F0001_F3),Investment income and investment gains (losses) included in net income (F0001_F3),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F0001_F3),Sales and services of educational activities (F0001_F3),Imputation/Status Flag For Sales and services of educational activities (F0001_F3),Sales and services of auxiliary enterprises (F0001_F3),Imputation/Status Flag For Sales and services of auxiliary enterprises (F0001_F3),Other revenue (F0001_F3),Imputation/Status Flag For Other revenue (F0001_F3),Total revenues and investment return (F0001_F3),Imputation/Status Flag For Total revenues and investment return (F0001_F3)
397270,Bristol University,253767,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,253767,R
189404,Brittany Beauty Academy,364583,R,166080,R,0,R,0,R,16042,R,46427,R,0,R,0,R,593132,R
189468,Brittany Beauty Academy,545956,R,0,R,0,R,0,R,3771,R,73138,R,0,R,0,R,622865,R
230056,Broadview College,1335100,R,299082,R,0,R,0,R,0,R,0,R,0,R,145562,R,1779744,R
206880,Broken Arrow Beauty College-Broken Arrow,307984,R,0,Z,0,Z,0,Z,3133,R,165301,R,0,Z,76945,R,553363,R
110176,Brooks College,20311574,R,0,Z,0,Z,0,Z,0,Z,0,Z,3785746,R,0,R,24097320,R
110185,Brooks Institute,13073402,R,0,R,0,R,0,R,0,R,62841,R,73801,R,0,R,13210044,R
198075,Brookstone College-Charlotte,2199451,R,828436,R,0,R,0,R,11528,R,14556,R,0,R,0,R,3053971,R
139214,Brown College of Court Reporting,1025627,R,0,R,0,R,54000,R,21512,R,0,R,367544,R,22603,R,1491286,R
427937,BROWN INSTITUTE OF COURT REPORTING AND BUSINESS,235412,R,0,Z,0,Z,0,Z,4851,R,0,Z,21212,R,0,R,261475,R
205647,Brown Mackie College-Akron,2851444,R,0,R,0,R,0,R,0,R,150425,R,0,R,2195,R,3004064,R
410283,Brown Mackie College-Atlanta,1350649,R,0,R,0,R,0,R,0,R,66012,R,0,R,2090,R,1418751,R
205610,Brown Mackie College-Cincinnati,5512465,R,0,R,0,R,0,R,0,R,215056,R,0,R,99848,R,5827369,R
375489,Brown Mackie College-Findlay,1294492,R,0,R,0,R,37460,R,0,R,59649,R,0,R,-36011,R,1355590,R
408039,Brown Mackie College-Fort Wayne,2000905,R,0,R,0,R,0,R,0,R,120496,R,0,Z,-139383,R,1982018,R
154767,Brown Mackie College-Kansas City,1614756,R,0,R,0,R,0,R,0,R,74735,R,0,R,154535,R,1844026,R
157599,Brown Mackie College-Louisville,2973103,R,0,R,0,R,0,R,0,R,113012,R,0,R,14689,R,3100804,R
151616,Brown Mackie College-Merrillville,2311939,R,0,R,0,R,0,R,0,R,115118,R,0,R,-68982,R,2358075,R
151625,Brown Mackie College-Michigan City,1387406,R,0,R,0,R,0,R,0,R,87769,R,0,R,-42448,R,1432727,R
204316,Brown Mackie College-North Canton,1191000,R,833134,R,227446,R,0,R,5357,R,0,R,0,R,0,R,2256937,R
157696,Brown Mackie College-Northern Kentucky,2604656,R,0,R,0,R,0,R,0,R,79242,R,0,R,13050,R,2696948,R
154776,Brown Mackie College-Salina,2172318,R,0,R,0,R,0,R,0,R,107374,R,0,R,104374,R,2384066,R
151944,Brown Mackie College-South Bend,2104778,R,0,R,0,R,0,R,0,R,103021,R,0,R,-73805,R,2133994,R
104364,Brown Mackie College-Tucson,3155734,R,0,R,0,R,0,R,11534,R,0,R,1631591,R,-1643125,R,3155734,R
110194,Brownson Technical School,329430,R,84956,R,0,R,0,R,0,R,15410,R,0,R,0,R,429796,R
439826,Bryan College-Gold River,33577,R,0,R,0,R,0,R,6861,R,0,R,0,R,3317288,R,3357726,R
110219,Bryan University,879552,R,0,R,0,R,0,R,-12774,R,33133,R,0,R,0,R,899911,R
154794,Bryan University,1658744,R,0,R,0,R,0,R,23173,R,0,R,0,R,32116,R,1714033,R
202684,Bryant & Stratton College-Cleveland,2095582,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2095582,R
189592,Bryant & Stratton College-Greece,22119116,R,0,R,0,R,0,R,0,R,0,R,1864020,R,0,R,23983136,R
239929,Bryant & Stratton College-Milwaukee,2640624,R,0,R,0,R,0,R,0,R,0,R,137532,R,-600000,R,2178156,R
201469,Bryant & Stratton College-Parma,1616332,R,356589,R,63043,R,0,R,0,R,0,R,104367,R,1099262,R,3239593,R
231828,Bryant & Stratton College-Richmond,3019755,R,0,R,0,R,0,R,0,R,121900,R,0,R,0,R,3141655,R
369905,Bryant & Stratton College-Solon,1473645,R,0,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,1473645,R
231785,Bryant & Stratton College-Virginia Beach,2632424,R,0,R,0,R,0,R,0,R,142398,R,0,R,0,R,2774822,R
405562,Bryman College,3180127,R,0,R,0,R,0,R,0,R,0,R,0,R,42983,R,3223110,R
211316,Bucks County School of Beauty Culture Inc,195684,R,0,Z,0,Z,0,Z,19268,R,38019,R,0,Z,145135,R,398106,R
380298,Business Career Training Institute,16530597,R,4410686,R,495962,R,92476,R,72902,R,0,R,0,R,0,R,21602623,R
189653,Business Informatics Center Inc,304999,R,146068,R,233875,R,0,R,482,R,0,R,0,R,0,R,685424,R
438063,Business Skills Institute-El Paso,1013350,P,0,P,0,P,0,P,0,P,72546,P,0,P,0,P,1085896,P
187754,Business Skills Institute-Las Cruces,1222451,R,0,R,0,R,0,R,0,R,136764,R,0,R,0,R,1359215,R
165149,Butera School of Art at Fisher College,756987,R,0,R,0,R,0,R,25367,R,28043,R,0,R,-25367,R,785030,R
211334,Butler Beauty Academy,282563,R,21608,R,0,R,0,R,0,R,233154,R,0,R,-21609,R,515716,R
213330,Butler Beauty Academy-Kittanning Beauty Academy,167183,R,0,Z,0,Z,0,Z,0,Z,32554,R,0,Z,0,R,199737,R
367431,Butler Beauty Academy-New Castle Beauty Academy,143641,R,0,Z,0,Z,0,Z,0,Z,24324,R,0,Z,0,R,167965,R
128762,Butler Business School Inc,1461364,R,0,R,0,R,0,R,0,R,0,R,0,R,6556,R,1467920,R
180063,Butte Academy of Beauty Culture,54153,R,0,R,0,R,0,R,-2037,R,76146,R,0,R,34954,R,163216,R
421665,Cadillac Institute of Cosmetology,33459,R,28200,R,0,R,0,R,0,R,46433,R,0,R,9,R,108101,R
419369,CADIMAR COLLEGE,390812,P,0,P,0,P,0,P,0,P,0,P,0,P,402802,P,793614,P
421902,Caguas Central College,892355,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,892355,R
379135,Cain's Barber College Inc,206140,R,0,Z,0,Z,0,Z,0,Z,355180,R,0,Z,0,R,561320,R
189787,Caliber Training Institute,3866013,R,0,R,0,R,0,R,0,R,168785,R,0,R,0,R,4034798,R
433420,California Aeronautical University,5560438,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5560438,R
110875,California Beauty School,205039,R,55535,R,0,R,0,R,151427,R,110472,R,0,R,0,R,522473,R
262402,California Career School,134500,L,0,L,0,L,0,L,0,L,0,L,0,L,0,L,134500,L
110945,California College San Diego,586438,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,586438,R
111054,California Hair Design Academy,331933,R,0,R,36000,R,0,R,0,R,0,R,51280,R,0,R,419213,R
394563,CALIFORNIA INSTITUTE OF CUSTOMER ENGINEERING,100000,R,0,Z,750000,R,80000,R,0,Z,0,Z,0,Z,43802,R,973802,R
110325,CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,1733577,N,0,N,0,N,0,N,0,N,0,N,0,N,1644658,N,3378235,N
111230,CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,3960767,C,0,C,0,C,0,C,0,C,419623,C,0,C,1284629,C,5665019,R
436535,CALIFORNIA RECORDING INSTITUTE,450836,P,0,P,0,P,0,P,0,P,0,P,0,P,28482,P,479318,P
211398,Cambria-Rowe Business College-Johnstown,1993014,R,0,R,0,R,0,R,4747,R,0,R,0,R,239212,R,2236973,R
417549,Camelot College,1015248,R,893589,R,0,Z,0,Z,1636,R,0,Z,0,Z,0,R,1910473,R
143464,Cameo Beauty Academy,539932,R,0,R,0,R,0,R,0,R,223699,R,0,R,0,R,763631,R
158440,Cameron College,863770,P,0,P,0,P,0,P,550,P,2070,P,0,P,55890,P,922280,P
143507,Cannella School of Hair Design,184845,R,0,Z,0,Z,0,Z,0,Z,35678,R,0,Z,-109555,R,110968,R
364821,CANNELLA SCHOOL OF HAIR DESIGN,385196,R,0,Z,0,Z,0,Z,0,Z,69207,R,0,Z,-232468,R,221935,R
401481,Cannella School of Hair Design-Blue Island,285878,R,0,Z,0,Z,0,Z,0,Z,63693,R,0,Z,-130216,R,219355,R
143482,Cannella School of Hair Design-Chicago,199535,R,0,Z,0,Z,0,Z,0,Z,0,Z,48007,R,-105607,R,141935,R
143491,Cannella School of Hair Design-Chicago,482609,R,0,Z,0,Z,0,Z,0,Z,190934,R,0,Z,74843,R,748386,R
143516,Cannella School of Hair Design-Elgin,116587,R,0,Z,0,Z,0,Z,0,Z,109129,R,0,Z,58155,R,283871,R
143473,Cannella School of Hair Design-Villa Park,129679,R,0,Z,0,Z,0,Z,0,Z,227828,R,0,Z,496686,R,854193,R
430722,CAPE CORAL BEAUTY SCHOOL,135453,N,0,N,0,N,0,N,0,N,0,N,0,N,-182,N,135271,N
413413,Capella University,15893947,R,0,R,0,R,0,R,361064,R,0,R,0,R,-361064,R,15893947,R
223667,Capitol City Careers,525710,R,7997,R,0,R,0,R,603,R,47359,R,30720,R,161423,R,773812,R
223658,Capitol City Trade and Technical School,1021146,R,15742,R,0,R,0,R,1905,R,61542,R,71854,R,264105,R,1436294,R
365693,Capitol School of Hairstyling and Esthetics,654530,R,0,Z,0,Z,0,Z,1349,R,753591,R,0,Z,-1349,R,1408121,R
143552,Capri Beauty College,1596185,R,0,Z,0,Z,0,Z,0,Z,350314,R,1946499,R,-1946499,R,1946499,R
153083,Capri College-Cedar Rapids,554405,R,0,R,0,R,0,R,0,R,288234,R,90592,R,-1,R,933230,R
154448,Capri College-Davenport,683860,R,0,R,0,R,0,R,0,R,264230,R,120975,R,-1,R,1069064,R
153074,Capri College-Dubuque,620751,R,0,R,0,R,0,R,0,R,363200,R,109828,R,0,R,1093779,R
189714,Capri Cosmetology Learning Centers,267660,R,0,R,0,R,0,R,0,R,105048,R,0,R,-13502,R,359206,R
407391,Capri Institute of Hair Design-Brick,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z
363077,Capri Institute of Hair Design-Clifton,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z
407407,Capri Institute of Hair Design-Kenilworth,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z
407425,Capri Institute of Hair Design-Paramus,2928953,R,0,R,0,R,0,R,0,R,22782,R,165127,R,0,R,3116862,R
436854,Capri Institute of Hair Design-Succasunna,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z
377759,Capstone College,208162,N,220011,N,454586,N,63307,N,1482,N,0,N,0,N,136131,N,1083679,N
364609,Career Academy Inc,11,R,172566,R,0,Z,0,Z,2375,R,36479,R,0,Z,-39780,R,171651,R
111513,Career Academy of Beauty,1135992,R,178143,R,208000,R,749849,R,0,R,371690,R,170293,R,-1122224,R,1691743,R
107220,Career Academy of Hair Design,146847,R,0,R,0,R,0,R,1545,R,85648,R,0,R,0,R,234040,R
142124,Career Beauty College,259640,R,0,R,0,R,0,R,1365,R,163233,R,31712,R,-27000,R,428950,R
181941,Career College of Northern Nevada,1862552,R,603880,R,14721,R,0,R,12467,R,0,R,0,R,0,R,2493620,R
400637,Career Colleges of America,3018583,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3018583,R
143880,Career Colleges of Chicago,937651,R,0,R,0,R,0,R,0,R,0,R,53044,R,73019,R,1063714,R
418162,Career Institute of Health and Technology,7485916,R,574195,R,861052,R,0,Z,50857,R,230000,R,6000,R,0,R,9208020,R
433013,Career Networks Institute,298581,R,0,R,0,R,0,R,0,R,0,R,0,R,602019,R,900600,R
224439,Career Point College,2267283,R,0,R,0,R,0,R,0,R,0,R,0,R,2247923,R,4515206,R
210951,Career Training Academy-Lower Burrell,421529,R,0,R,0,R,0,R,0,R,44165,R,0,R,-1,R,465693,R
408312,Career Training Academy-Monroeville,472869,R,0,R,0,R,0,R,0,R,47258,R,0,R,0,R,520127,R
372480,Career Training Institute,632719,R,0,Z,0,Z,0,Z,0,Z,41570,R,0,Z,0,R,674289,R
224536,Careers Unlimited,194506,R,184337,R,0,R,0,R,0,R,23817,R,0,R,-184233,R,218427,R
415376,Careers Unlimited Beauty School,708646,R,0,R,0,R,0,R,948,R,12323,R,0,R,0,R,721917,R
241289,CARIBBEAN BEAUTY AND TECHNICAL INSTITUTE INC,652321,N,1246,N,0,N,28831,N,0,N,410,N,0,N,-496205,N,186603,N
418746,CARIBBEAN BEAUTY AND TECHNICAL INSTITUTE INC,203679,N,0,N,0,N,0,N,0,N,0,N,0,N,201051,N,404730,N
169187,Carnegie Institute,1068342,R,48684,R,0,R,20188,R,0,R,0,Z,0,R,0,R,1137214,R
198349,CAROLINA BEAUTY COLLEGE 2,1860679,R,0,Z,0,Z,0,Z,0,Z,352612,R,0,Z,0,R,2213291,R
201618,Carousel Beauty College-Dayton,67139,N,71439,N,5700,N,0,N,1885,N,77139,N,10000,N,-90999,N,142303,N
416980,Carousel Beauty College-Kettering,1992115,L,0,L,0,L,0,L,0,L,353435,L,0,L,0,L,2345550,L
201609,Carousel Beauty College-Middletown,103822,N,0,N,0,N,0,N,0,N,118017,N,0,N,0,N,221839,N
416971,Carousel Beauty College-Springfield,1992115,L,0,L,0,L,0,L,0,L,353435,L,0,L,0,L,2345550,L
201627,Carousel of Miami Valley Beauty College,182784,N,0,N,0,N,0,N,0,N,0,N,142143,N,0,N,324927,N
437927,Carrington College California-Antioch,4501388,N,0,N,0,N,0,N,0,N,0,N,368279,N,52157,N,4921824,N
142054,Carrington College-Boise,1555908,R,448735,R,0,R,0,R,0,R,0,R,0,R,0,R,2004643,R
103909,Carrington College-Mesa,2157383,R,0,R,0,R,0,R,0,R,0,R,0,R,5716,R,2163099,R
250601,Carrington College-Phoenix East,3675788,R,0,R,0,R,0,R,0,R,0,R,0,R,7037,R,3682825,R
103893,Carrington College-Phoenix North,2209463,R,0,R,0,R,0,R,0,R,0,R,0,R,7280,R,2216743,R
246035,Carrington College-Portland,4060879,R,0,R,0,R,0,R,0,R,0,R,0,R,14365,R,4075244,R
125532,Carrington College-Sacramento,12891222,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,12891222,R
437936,Carrington College-San Jose,6828400,N,0,N,0,N,0,N,0,N,0,N,0,N,43309,N,6871709,N
103927,Carrington College-Tucson,2094465,R,0,R,0,R,0,R,0,R,0,R,0,R,4552,R,2099017,R
409166,Carson City Beauty Academy,253266,R,0,R,0,R,0,R,0,R,72613,R,0,Z,0,R,325879,R
419156,Carsten Institute of Cosmetology,1121011,R,111172,R,0,Z,0,Z,10693,R,0,Z,417827,R,0,R,1660703,R
203438,Casal Aveda Institute,111847,R,0,Z,0,Z,0,Z,0,Z,125223,R,8651,R,68958,R,314679,R
165255,Catherine Hinds Institute of Esthetics,1432858,R,0,R,0,R,0,R,0,R,65000,R,0,R,513760,R,2011618,R
375647,CC's Cosmetology College,555362,R,0,Z,0,Z,0,Z,0,Z,91651,R,0,Z,-53620,R,593393,R
160126,Celebrity Stylist Beauty School,101567,R,0,Z,0,Z,0,Z,0,Z,61674,R,0,Z,17742,R,180983,R
379782,Center for Advanced Legal Studies,1502358,R,323827,R,0,R,0,R,4621,R,0,Z,0,R,-323827,R,1506979,R
211495,Center for Innovative Training and Education,876216,N,0,N,0,N,26162,N,0,N,39747,N,41442,N,-72446,N,911121,N
432083,Center of Advanced Therapeutics,134500,L,0,L,0,L,0,L,0,L,0,L,0,L,0,L,134500,L
419183,Central California School of Continuing Education,925835,R,0,R,0,R,0,R,239748,R,0,R,0,R,-89232,R,1076351,R
436003,Central Career Institute LLC,134500,L,0,L,0,L,0,L,0,L,0,L,0,L,0,L,134500,L
378105,Central Coast College,1235529,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1235529,R
417725,Central College of Cosmetology,38042,R,145288,R,0,C,15514,R,0,C,26457,R,0,C,0,R,225301,R
206932,Central Oklahoma College,690091,R,305271,R,0,R,0,R,0,R,0,Z,0,Z,-305271,R,690091,R
211477,Central Penn College,4958092,R,0,R,0,R,0,Z,83289,R,0,R,1521531,R,0,R,6562912,R
383464,Central Texas Beauty College-Temple,430849,R,0,Z,0,Z,0,Z,0,Z,0,Z,219716,R,0,R,650565,R
223825,CENTRAL TEXAS COMMERCIAL COLLEGE,1027698,R,169723,R,49286,R,15100,R,0,Z,0,Z,0,Z,-118657,R,1143150,R
420024,Centura College-Chesapeake,1953120,R,0,R,0,R,0,R,0,R,0,R,0,R,1295116,R,3248236,R
377449,Centura College-Newport News,3279191,R,0,R,0,R,0,R,0,R,0,R,0,R,610602,R,3889793,R
377458,Centura College-Norfolk,4426746,R,0,R,0,R,0,R,0,R,557477,R,0,R,0,R,4984223,R
434812,Centura College-North Charleston,707882,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,1027942,R,1735824,R
427982,Centura College-Richmond Main,1994233,R,0,R,0,R,0,R,0,R,0,R,0,R,275270,R,2269503,R
440378,Centura College-Richmond Westend,773999,R,0,Z,0,R,0,R,0,R,0,R,0,R,300463,R,1074462,R
232016,Centura College-Virginia Beach,2884088,R,0,R,0,R,0,R,0,R,0,R,0,R,435397,R,3319485,R
177153,Chamberlain College of Nursing–St Louis Campus,1902143,R,0,Z,0,Z,0,Z,0,Z,12040,R,0,Z,0,R,1914183,R
223852,Charles and Sues School of Hair Design,335641,R,0,R,0,R,0,R,-44736,R,88313,R,0,R,0,R,379218,R
104391,Charles of Italy Beauty College,59998,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,318268,R,378266,R
418171,Charles Stuart School of Diamond Setting,110000,R,30900,R,0,R,0,R,-6000,R,5000,R,0,R,84100,R,224000,R
217794,Charleston Cosmetology Institute,672780,R,0,Z,0,R,0,R,1624,R,129105,R,0,R,25348,R,828857,R
237303,Charleston School of Beauty Culture,403676,R,0,R,0,R,0,R,0,R,88168,R,0,R,0,R,491844,R
201742,CHARMAYNE BEAUTY ACADEMY,81750,R,0,R,0,R,0,R,0,R,0,R,53823,R,335258,R,470831,R
102845,Charter College,4487561,R,0,R,0,R,0,R,73718,R,43749,R,65471,R,0,R,4670499,R
434317,Charter College-Canyon Country,788759,R,0,R,0,R,0,R,0,R,0,R,0,R,384362,R,1173121,R
217828,Charzanne Beauty College,266665,R,253088,R,0,Z,0,Z,683,R,21953,R,0,Z,-253088,R,289301,R
437538,Chase College,157000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,157000,R
261898,CHATTANOOGA BARBER COLLEGE,77792,N,0,N,0,N,0,N,0,N,65994,N,0,N,37242,N,181028,N
220118,Chattanooga College Medical Dental and Technical Careers,431977,P,314032,P,23656,P,0,P,0,P,0,P,0,P,325741,P,1095406,P
240709,Cheeks Beauty Academy,504919,R,0,R,0,R,0,R,0,R,125515,R,0,R,0,R,630434,R
189954,Cheryl Fells School of Business,122615,R,64544,R,8179,R,0,R,0,R,0,R,0,R,-72723,R,122615,R
417798,Cheveux School of Hair Design,231548,N,205277,N,0,N,0,N,237,N,115146,N,0,N,-102811,N,449397,N
437732,Chicago School of Professional Psychology-College of Nursing,663706,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,663706,R
176992,Chillicothe Beauty Academy Inc,183822,P,0,P,0,P,0,P,0,P,51599,P,0,P,-107959,P,127462,P
175494,Chris Beauty College,677473,P,0,P,0,P,0,P,0,P,132428,P,0,P,-464121,P,345780,P
211626,CHURCHMAN BUSINESS SCHOOL,473637,R,0,R,0,R,0,R,2812,R,11720,R,0,R,0,R,488169,R
439835,CIMS COLLEGE,125010,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,125010,R
365912,City College Inc,2158164,R,0,R,0,R,0,R,0,R,0,R,179574,R,22810,R,2360548,R
206969,Claremore Beauty College,111067,R,0,R,0,R,0,R,0,R,38759,R,0,R,-39759,R,110067,R
237321,Clarksburg Beauty Academy and School of Massage Therapy,463354,R,0,R,0,R,0,R,0,R,67232,R,8725,R,0,R,539311,R
365392,Clearfield Beauty Academy,45940,R,30692,R,10029,R,1500,R,14365,R,0,Z,25765,R,16103,R,144394,R
202055,Cleveland Institute of Dental-Medical Assistants-Cleveland,881259,R,1477449,R,177578,R,14850,R,41746,R,248367,R,0,R,41746,R,2882995,R
366155,Cloyd's Barber School 2 Inc,112030,R,0,R,0,R,0,R,0,R,21168,R,0,R,0,R,133198,R
158538,Cloyd's Beauty School 1 Inc,118671,R,0,R,0,R,0,R,0,R,18957,R,0,R,0,R,137628,R
248527,Cloyd's Beauty School 3 Inc,166394,R,0,R,0,R,0,R,0,R,21211,R,0,R,0,R,187605,R
429155,COASTAL VALLEY COLLEGE,35349,P,0,P,0,P,0,P,0,P,0,P,0,P,276156,P,311505,P
112455,Coba Academy,247194,R,0,R,0,R,0,R,564,R,0,R,0,R,2048,R,249806,R
417406,Cobb Beauty College Inc,215345,R,0,R,0,R,0,R,0,R,134985,R,8472,R,0,R,358802,R
144236,COIFFURE SCHOOL OF COSMETOLOGY ARTS AND SCI INC,173676,P,0,P,0,P,0,P,3367,P,74613,P,0,P,6555,P,258211,P
430935,Colegio de Cinematografía Artes y Television,444529,R,0,R,0,R,239922,R,0,Z,0,Z,0,Z,0,R,684451,R
376242,Colegio Mayor de Tecnologia Inc,1112585,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1112585,R
241702,Colegio Tecnico Metropolitano,183262,R,531310,R,25310,R,0,R,0,R,0,R,0,R,0,R,739882,R
418755,Colegio Tecnologico y Comercial de Puerto Rico,198285,P,0,P,0,P,0,P,17000,P,2833,P,17590,P,133296,P,369004,P
230144,Collectiv Academy,224495,R,45567,R,0,Z,0,Z,0,Z,140899,R,0,Z,2153,R,413114,R
420608,Colleen O'Haras Beauty Academy,287557,R,0,R,0,R,0,R,0,R,40257,R,0,R,298314,R,626128,R
201070,College of Art Advertising,426165,P,0,P,0,P,0,P,477,P,0,P,0,P,-86811,P,339831,P
417318,College of Business and Technology-Miami Campus,887004,P,0,P,0,P,0,P,0,P,0,P,0,P,-22551,P,864453,P
180124,College of Coiffure Art Ltd,269780,N,0,N,0,N,0,N,0,N,270852,N,0,N,61664,N,602296,N
210340,College of Cosmetology,400877,R,0,R,0,R,0,R,10252,R,221376,R,0,R,0,R,632505,R
150251,College of Court Reporting Inc,637185,P,0,P,0,P,0,P,0,P,0,P,0,P,-43017,P,594168,P
208433,College of Hair Design Careers,341623,N,45567,N,0,N,0,N,0,N,140899,N,0,N,-114975,N,413114,N
